,magnitude,place
5849,2.5,"126km NW of Arctic Village, Alaska"
5850,2.1,"123km NW of Arctic Village, Alaska"
5851,1.3,"39km S of Redoubt Volcano, Alaska"
5852,4.5,"132km N of Khapalu, Pakistan"
5853,2.77,"14km SSW of Leilani Estates, Hawaii"
5854,0.75,"9km WSW of Aguanga, CA"
5855,1.92,"5km NNW of The Geysers, CA"
5856,2.0,"5km NNW of The Geysers, CA"
5857,2.5,"115km SE of Yunaska Island, Alaska"
5858,4.4,"41km SSW of L'Esperance Rock, New Zealand"
5859,1.1,"22km NNE of Badger, Alaska"
5860,2.82,"102km NNE of Punta Cana, Dominican Republic"
5861,2.71,"88km SSW of Alberto Oviedo Mota, B.C., MX"
5862,1.94,"3km W of Dalton, Georgia"
5863,1.7,"118km NW of Arctic Village, Alaska"
5864,1.9,"127km NW of Arctic Village, Alaska"
5865,0.46,"16km NW of Parkfield, CA"
5866,1.6,"30km SSW of Badger, Alaska"
5867,1.93,"2km SE of Aguadilla, Puerto Rico"
5868,0.73,"4km ESE of Mammoth Lakes, CA"
5869,0.3,"49km ESE of Beatty, Nevada"
5870,0.87,"8km SSW of San Lucas, CA"
5871,0.77,"10km ENE of Mammoth Lakes, CA"
5872,2.8,"145km E of Chirikof Island, Alaska"
5873,3.1,"146km E of Chirikof Island, Alaska"
5874,2.68,"70km NW of San Antonio, Puerto Rico"
5875,2.3,"21km NNE of Healy, Alaska"
5876,2.16,"5km SW of Volcano, Hawaii"
5877,0.4,"76km E of Cape Yakataga, Alaska"
5878,1.1,"73km E of Cape Yakataga, Alaska"
5879,1.42,"1km ESE of Bethel, Washington"
5880,0.73,"11km ENE of Mammoth Lakes, CA"
5881,1.88,"19km SW of Primm, NV"
5882,1.65,"46km NE of Holtville, CA"
5883,2.4,"108km NNW of Arctic Village, Alaska"
5884,0.81,"9km NE of Aguanga, CA"
5885,0.8,"10km NNE of Summerlin South, Nevada"
5886,0.39,"5km WSW of Mammoth Lakes, CA"
5887,1.1,"36km S of Redoubt Volcano, Alaska"
5888,0.96,"14km NE of Viola, CA"
5889,0.89,"10km NW of Garnet, CA"
5890,2.2,"59km SSW of Kaktovik, Alaska"
5891,1.34,"3km ESE of Home Gardens, CA"
5892,2.9,"66km SSW of Kaktovik, Alaska"
5893,1.39,"25km SSE of Colorado City, Arizona"
5894,0.57,"13km N of West Yellowstone, Montana"
5895,0.23,"8km ENE of Mammoth Lakes, CA"
5896,1.81,"5km WSW of Volcano, Hawaii"
5897,1.7,"60km SSW of Kaktovik, Alaska"
5898,0.57,"9km NE of Aguanga, CA"
5899,0.79,"9km NE of Aguanga, CA"
5900,1.75,"9km S of Mojave, CA"
5901,0.76,"4km SSE of Lake Henshaw, CA"
5902,1.9,"92km WSW of Chernabura Island, Alaska"
5903,1.59,"5km NE of Rancho San Diego, CA"
5904,1.85,"18km ESE of Honaunau-Napoopoo, Hawaii"
5905,3.6,"29km SE of Waikoloa, Hawaii"
5906,1.43,"14km SE of Cottage Grove, Oregon"
5907,1.6,"41km NNW of Valdez, Alaska"
5908,0.7,"9km NE of Aguanga, CA"
5909,3.1,"88km N of Punta Cana, Dominican Republic"
5910,0.5,"9km NE of Aguanga, CA"
5911,1.03,"24km E of San Ardo, CA"
5912,0.1,"8km NE of Mammoth Lakes, CA"
5913,3.3,"128km NNW of Arctic Village, Alaska"
5914,0.95,"51km W of West Yellowstone, Montana"
5915,-0.2,"70km E of Beatty, Nevada"
5916,1.44,"8km NE of Aguanga, CA"
5917,1.5,"58km S of Redoubt Volcano, Alaska"
5918,0.97,"4km SSE of San Ardo, CA"
5919,1.2,"117km NNE of Cape Yakataga, Alaska"
5920,2.8,"88km NNW of Talkeetna, Alaska"
5921,1.64,"11km NE of Milpitas, CA"
5922,2.3,"115km SSW of Kaktovik, Alaska"
5923,1.0,"17km ESE of Bodfish, CA"
5924,1.3,"12km SE of Smith Valley, Nevada"
5925,1.26,"13km NE of Trabuco Canyon, CA"
5926,0.5,"38km N of North Nenana, Alaska"
5927,2.0,"8km ENE of Healy, Alaska"
5928,4.6,"43km SSE of Jarm, Afghanistan"
5929,0.0,"16km SE of Hawthorne, Nevada"
5930,3.3,"26km WSW of Perry, Oklahoma"
5931,2.6,"26km WSW of Perry, Oklahoma"
5932,1.17,"22km NE of Sweet Home, Oregon"
5933,0.36,"9km NE of Aguanga, CA"
5934,4.5,"190km ENE of Raoul Island, New Zealand"
5935,1.24,"1km S of Round Valley, CA"
5936,1.1,"9km NE of Alum Rock, CA"
5937,4.3,"113km SE of Mburukullu, Indonesia"
5938,0.8,"28km WSW of Hawthorne, Nevada"
5939,0.33,"15km SE of Mammoth Lakes, CA"
5940,0.68,"5km N of Aromas, CA"
5941,5.4,Pacific-Antarctic Ridge
5942,5.3,Pacific-Antarctic Ridge
5943,4.8,"36km S of Nishinoomote, Japan"
5944,4.4,"51km WNW of Atambua, Indonesia"
5945,2.11,"14km ESE of Sudden Valley, Washington"
5946,1.65,"25km N of Tehachapi, CA"
5947,1.89,"5km SW of Volcano, Hawaii"
5948,0.62,"22km NW of Parkfield, CA"
5949,4.5,"230km SW of Vaini, Tonga"
5950,0.54,"22km NW of Parkfield, CA"
5951,4.6,"38km S of Nishinoomote, Japan"
5952,0.85,"5km SSW of Redlands, CA"
5953,4.4,"101km S of Panguna, Papua New Guinea"
5954,0.22,"9km NE of Aguanga, CA"
5955,2.85,"55km NE of Old Faithful Geyser, Wyoming"
5956,4.9,"98km E of Mutsu, Japan"
5957,1.18,"4km WSW of Alameda, CA"
5958,3.0,"204km ESE of Kodiak, Alaska"
5959,4.5,"282km ESE of Kilju, North Korea"
5960,0.3,"39km N of North Nenana, Alaska"
5961,2.4,"74km SSW of Kaktovik, Alaska"
5962,2.7,"76km SSW of Kaktovik, Alaska"
5963,1.0,"16km N of North Nenana, Alaska"
5964,2.0,"13km SE of Volcano, Hawaii"
5965,-0.01,"10km E of Mammoth Lakes, CA"
5966,-0.21,"29km SW of Ronan, Montana"
5967,2.2,"69km S of Kaktovik, Alaska"
5968,2.8,"71km SW of Kaktovik, Alaska"
5969,0.63,"20km ESE of Anza, CA"
5970,1.5,"59km SSE of Haines Junction, Canada"
5971,1.7,"129km NW of Arctic Village, Alaska"
5972,1.4,"107km NW of Arctic Village, Alaska"
5973,1.8,"87km E of Bear Creek, Alaska"
5974,0.59,"10km NE of Aguanga, CA"
5975,1.5,"10km NNW of Iola, Wisconsin"
5976,0.19,"16km ESE of Anza, CA"
5977,2.3,"7km SE of Glennallen, Alaska"
5978,0.36,"10km NE of Aguanga, CA"
5979,2.4,"4km SSE of Ellicott, Colorado"
5980,0.88,"26km ENE of Pine Valley, CA"
5981,0.62,"9km NE of Aguanga, CA"
5982,2.38,"9km NW of Puerto Real, Puerto Rico"
5983,3.0,"135km NW of Arctic Village, Alaska"
5984,1.64,"9km WNW of The Geysers, CA"
5985,0.98,"8km W of Encinitas, CA"
5986,0.21,"9km NE of Aguanga, CA"
5987,1.42,"4km W of Discovery Bay, CA"
5988,0.3,"9km NE of Aguanga, CA"
5989,1.1,"76km NNW of Talkeetna, Alaska"
5990,1.3,"47km N of Yakutat, Alaska"
5991,0.76,"2km NNW of Lake Henshaw, CA"
5992,1.55,"21km WSW of Tremonton, Utah"
5993,1.2,"9km NE of Aguanga, CA"
5994,0.32,"9km NE of Aguanga, CA"
5995,1.0,"78km NNW of Talkeetna, Alaska"
5996,1.27,"7km NW of The Geysers, CA"
5997,0.7,"6km WNW of Lake Henshaw, CA"
5998,4.4,"34km E of Chitose, Japan"
5999,2.3,"130km NNW of Arctic Village, Alaska"
6000,1.7,"127km NW of Arctic Village, Alaska"
6001,0.35,"10km NE of Aguanga, CA"
6002,1.6,"126km NW of Arctic Village, Alaska"
6003,2.0,"29km S of Butte, Alaska"
6004,1.7,"82km SE of Chitina, Alaska"
6005,1.49,"4km N of Santa Barbara, Puerto Rico"
6006,1.2,"80km NW of Yakutat, Alaska"
6007,2.8,"51km E of Sutton-Alpine, Alaska"
6008,2.2,"9km WNW of Pole Ojea, Puerto Rico"
6009,0.23,"10km NE of Aguanga, CA"
6010,0.3,"9km ENE of Aguanga, CA"
6011,4.5,"164km ENE of Suva, Fiji"
6012,0.5,"10km NE of Aguanga, CA"
6013,2.83,"61km SE of Punta Cana, Dominican Republic"
6014,1.8,"70km S of Kaktovik, Alaska"
6015,1.3,"73km NE of Cape Yakataga, Alaska"
6016,1.4,"4km WNW of Sterling, Alaska"
6017,1.7,"76km SSW of Kaktovik, Alaska"
6018,1.16,"20km SSW of Ludlow, CA"
6019,1.08,"12km NW of Parkfield, CA"
6020,1.3,"18km ESE of Glennallen, Alaska"
6021,0.3,"11km SE of Smith Valley, Nevada"
6022,0.95,"10km WSW of Morton, Washington"
6023,1.2,"8km SW of Anchor Point, Alaska"
6024,2.0,"24km SE of Anchorage, Alaska"
6025,4.2,"281km NNE of Ndoi Island, Fiji"
6026,0.05,"12km NNE of Mineral, CA"
6027,1.87,"2km ENE of The Geysers, CA"
6028,1.37,"43km WSW of Carlsbad, CA"
6029,4.2,"224km WNW of Saumlaki, Indonesia"
6030,0.42,"17km ESE of Julian, CA"
6031,2.0,"71km SSW of Kaktovik, Alaska"
6032,0.59,"15km WSW of Toms Place, CA"
6033,1.8,"134km NW of Arctic Village, Alaska"
6034,0.62,"11km NNE of Mineral, CA"
6035,4.2,"105km SW of Kokopo, Papua New Guinea"
6036,0.55,"8km S of Redlands, CA"
6037,4.4,West Chile Rise
6038,1.51,"3km W of Palo Seco, Puerto Rico"
6039,0.68,"8km NE of Aguanga, CA"
6040,2.2,"50km WSW of Kaktovik, Alaska"
6041,1.6,"68km S of Kaktovik, Alaska"
6042,2.6,"42km WSW of Whittier, Alaska"
6043,1.97,"16km SE of Volcano, Hawaii"
6044,0.0,"58km WNW of Beatty, Nevada"
6045,2.3,"77km SW of Kaktovik, Alaska"
6046,0.11,"12km NNE of Mineral, CA"
6047,0.2,"24km NNE of Spanish Springs, Nevada"
6048,1.8,"85km WNW of Haines Junction, Canada"
6049,1.38,"7km W of Tiptonville, Tennessee"
6050,4.7,"94km W of Luwuk, Indonesia"
6051,3.27,"61km NW of Rincon, Puerto Rico"
6052,1.95,"19km ENE of Pahala, Hawaii"
6053,0.22,"11km NNE of Mineral, CA"
6054,0.0,"10km S of Mogul, Nevada"
6055,0.37,"10km ENE of Aguanga, CA"
6056,0.9,"17km NNE of Ridgeway, Alaska"
6057,0.41,"10km NE of Aguanga, CA"
6058,0.33,"9km NE of Aguanga, CA"
6059,3.2,"6km SSW of Narino, Colombia"
6060,0.37,"9km ENE of Aguanga, CA"
6061,0.15,"8km WSW of Anza, CA"
6062,1.5,"163km NW of Kobuk, Alaska"
6063,-0.1,"52km WNW of Pahrump, Nevada"
6064,2.6,"135km SE of Kodiak, Alaska"
6065,0.91,"9km ENE of Aguanga, CA"
6066,1.4,"134km ENE of Anaktuvuk Pass, Alaska"
6067,0.08,"9km NE of Aguanga, CA"
6068,0.15,"9km NE of Aguanga, CA"
6069,0.1,"56km E of Beatty, Nevada"
6070,2.9,"93km S of Kaktovik, Alaska"
6071,2.3,"109km ENE of Chitina, Alaska"
6072,2.8,"68km SSW of Kaktovik, Alaska"
6073,1.2,"47km N of Yakutat, Alaska"
6074,2.3,"75km SSE of Kaktovik, Alaska"
6075,0.25,"9km NE of Aguanga, CA"
6076,2.5,"101km S of Kaktovik, Alaska"
6077,0.28,"10km NE of Aguanga, CA"
6078,3.34,"117km NE of Punta Cana, Dominican Republic"
6079,0.92,"11km WSW of Toms Place, CA"
6080,4.7,"16km SSW of Hualian, Taiwan"
6081,1.2,"58km ENE of Cape Yakataga, Alaska"
6082,4.6,"141km S of Kokopo, Papua New Guinea"
6083,1.3,"90km NW of Arctic Village, Alaska"
6084,0.96,"17km ESE of Julian, CA"
6085,0.56,"6km ESE of Valle Vista, CA"
6086,2.1,"58km WSW of Cordova, Alaska"
6087,0.0,"38km WNW of Beatty, Nevada"
6088,1.9,"24km WSW of Riviere-du-Loup, Canada"
6089,1.9,"22km SSE of North Nenana, Alaska"
6090,2.4,"67km S of Cantwell, Alaska"
6091,1.75,"12km S of Volcano, Hawaii"
6092,2.43,"38km NW of Rincon, Puerto Rico"
6093,2.2,"6km SW of Volcano, Hawaii"
6094,1.34,"8km NE of Aguanga, CA"
6095,1.46,"3km ENE of Ridgely, Tennessee"
6096,0.63,"7km NNW of Julian, CA"
6097,0.32,"12km ENE of Mammoth Lakes, CA"
6098,0.63,"8km NE of Aguanga, CA"
6099,0.64,"10km NE of Aguanga, CA"
6100,0.78,"8km NE of Aguanga, CA"
6101,1.56,"10km N of Lake Pillsbury, CA"
6102,1.3,"19km E of Bishop, California"
6103,0.4,"21km NNE of Hawthorne, Nevada"
6104,1.15,"9km NE of Aguanga, CA"
6105,1.74,"8km NE of Aguanga, CA"
6106,0.99,"3km SSE of Lake Henshaw, CA"
6107,1.94,"4km WSW of Volcano, Hawaii"
6108,1.7,"133km NW of Arctic Village, Alaska"
6109,1.3,"71km E of Cape Yakataga, Alaska"
6110,2.8,"78km SW of Kaktovik, Alaska"
6111,1.9,"3km W of Volcano, Hawaii"
6112,0.57,"9km NE of Aguanga, CA"
6113,1.6,"125km NNW of Arctic Village, Alaska"
6114,0.5,"5km WSW of Volcano, Hawaii"
6115,2.54,"8km NNE of Brenas, Puerto Rico"
6116,0.9,"60km ENE of Cape Yakataga, Alaska"
6117,2.9,"125km SSE of Prudhoe Bay, Alaska"
6118,1.9,"9km SE of Sutton-Alpine, Alaska"
6119,1.5,"56km SSE of Adak, Alaska"
6120,0.62,"8km ENE of Aguanga, CA"
6121,0.4,"36km S of Redoubt Volcano, Alaska"
6122,2.7,"79km SW of Kaktovik, Alaska"
6123,3.42,"55km SSE of Punta Cana, Dominican Republic"
6124,2.3,"61km SSW of Kaktovik, Alaska"
6125,0.76,"6km WNW of Borrego Springs, CA"
6126,1.6,"63km W of Valdez, Alaska"
6127,4.0,"99km SE of Zyrya, Azerbaijan"
6128,2.7,"44km SE of Seward, Alaska"
6129,1.24,"52km W of West Yellowstone, Montana"
6130,1.27,"51km W of West Yellowstone, Montana"
6131,1.2,"6km ENE of Spanish Springs, Nevada"
6132,4.4,"Off the coast of Aisen, Chile"
6133,1.8,"49km SSW of Kaktovik, Alaska"
6134,4.3,South of the Fiji Islands
6135,1.1,"8km NNE of Willow, Alaska"
6136,1.5,"80km S of Kaktovik, Alaska"
6137,0.4,"6km ENE of Spanish Springs, Nevada"
6138,1.5,"126km NW of Arctic Village, Alaska"
6139,0.42,"4km WNW of Anza, CA"
6140,1.46,"4km NW of Boron, CA"
6141,1.5,"44km NNE of Lovelock, Nevada"
6142,1.6,"73km SW of Anchor Point, Alaska"
6143,1.25,"6km W of Lake Henshaw, CA"
6144,0.41,"6km E of Mammoth Lakes, CA"
6145,2.1,"100km S of Tok, Alaska"
6146,4.2,"70km SSW of Kaktovik, Alaska"
6147,4.3,Kuril Islands
6148,4.3,"165km NNE of Bitung, Indonesia"
6149,4.2,"141km NE of Ndoi Island, Fiji"
6150,1.7,"126km NNW of Arctic Village, Alaska"
6151,1.6,"125km NNW of Arctic Village, Alaska"
6152,1.3,"22km NE of Fairbanks, Alaska"
6153,3.3,"129km SE of Prudhoe Bay, Alaska"
6154,0.47,"7km E of Mammoth Lakes, CA"
6155,-0.46,"7km ENE of Whitehall, Montana"
6156,4.9,"25km S of Bucak, Turkey"
6157,1.06,"1km NNE of Pinnacles, CA"
6158,4.3,"36km ESE of Finschhafen, Papua New Guinea"
6159,2.34,"26km WNW of Sunnyside-Tahoe City, CA"
6160,0.9,"4km ESE of Aromas, CA"
6161,4.5,South of Timor
6162,1.17,"6km SE of Bonita, CA"
6163,1.6,"74km NNE of Tonopah, Nevada"
6164,2.08,"3km E of Ridgely, Tennessee"
6165,1.71,"5km SE of Adjuntas, Puerto Rico"
6166,2.05,"5km WSW of Volcano, Hawaii"
6167,2.02,"5km WSW of Volcano, Hawaii"
6168,4.4,"58km SSE of Sinabang, Indonesia"
6169,0.6,"36km SSE of Hawthorne, Nevada"
6170,0.78,"10km ESE of Yorba Linda, CA"
6171,1.79,"12km SSW of Princeton, Canada"
6172,4.5,"128km WSW of Vaini, Tonga"
6173,0.94,"4km E of Topanga, CA"
6174,4.8,"209km ESE of Tadine, New Caledonia"
6175,1.39,"5km SE of Home Gardens, CA"
6176,5.1,Fiji region
6177,5.1,"10km NNW of Obelobel, Indonesia"
6178,0.51,"9km NE of Aguanga, CA"
6179,4.6,"30km ESE of Chitose, Japan"
6180,1.7,"1km W of Willow, Alaska"
6181,2.1,"47km SSW of Kaktovik, Alaska"
6182,6.3,"202km WNW of Ile Hunter, New Caledonia"
6183,4.3,"33km ESE of Marumori, Japan"
6184,-0.2,"59km ENE of Beatty, Nevada"
6185,0.48,"9km NE of Aguanga, CA"
6186,1.37,"8km SW of San Lucas, CA"
6187,1.7,"103km W of Cantwell, Alaska"
6188,0.52,"21km S of West Yellowstone, Montana"
6189,1.7,"122km N of Cape Yakataga, Alaska"
6190,1.4,"77km NNW of Talkeetna, Alaska"
6191,2.1,"71km S of King Salmon, Alaska"
6192,1.1,"29km WSW of Hawthorne, Nevada"
6193,1.1,"157km WNW of Haines Junction, Canada"
6194,1.68,"9km NW of The Geysers, CA"
6195,2.3,"59km SSW of Kaktovik, Alaska"
6196,1.3,"26km ENE of Pine Valley, CA"
6197,1.9,"22km NW of Willow, Alaska"
6198,2.4,"38km NE of Sutton-Alpine, Alaska"
6199,1.6,"51km NNW of Valdez, Alaska"
6200,0.85,"17km ESE of Dillon, Montana"
6201,0.5,"44km S of Redoubt Volcano, Alaska"
6202,0.4,"109km W of Willow, Alaska"
6203,1.5,"71km WNW of Valdez, Alaska"
6204,0.12,"10km NE of Aguanga, CA"
6205,1.4,"2km S of Loyola, CA"
6206,1.6,"39km E of Cape Yakataga, Alaska"
6207,2.7,"113km S of Haines Junction, Canada"
6208,1.8,"77km SSW of Kaktovik, Alaska"
6209,1.6,"61km WSW of Big Lake, Alaska"
6210,1.8,"120km NNW of Arctic Village, Alaska"
6211,0.54,"10km NE of Aguanga, CA"
6212,0.4,"9km NE of Aguanga, CA"
6213,0.66,"9km NE of Aguanga, CA"
6214,0.9,"11km ESE of Fernley, Nevada"
6215,1.3,"129km NNW of Arctic Village, Alaska"
6216,-0.1,"37km SE of Beatty, Nevada"
6217,1.4,"35km ENE of Y, Alaska"
6218,1.1,"13km ESE of Fernley, Nevada"
6219,1.0,"8km SW of Poway, CA"
6220,1.6,"125km NNW of Arctic Village, Alaska"
6221,1.4,"114km NW of Arctic Village, Alaska"
6222,4.9,"37km SW of Santiago Pinotepa Nacional, Mexico"
6223,1.4,"100km NW of Redoubt Volcano, Alaska"
6224,2.9,"58km SSW of Kaktovik, Alaska"
6225,3.1,"130km SSE of Prudhoe Bay, Alaska"
6226,1.6,"136km WNW of Arctic Village, Alaska"
6227,1.0,"38km SSE of Goldfield, Nevada"
6228,1.3,"89km NW of Cape Yakataga, Alaska"
6229,4.4,"58km SSE of Mawlaik, Burma"
6230,4.6,"166km SSE of Isangel, Vanuatu"
6231,3.03,"9km SSE of Miches, Dominican Republic"
6232,1.03,"21km W of Old Faithful Geyser, Wyoming"
6233,0.36,"9km NE of Aguanga, CA"
6234,0.1,"99km NNW of Nikiski, Alaska"
6235,2.2,"22km W of Whittier, Alaska"
6236,2.3,"48km NNE of Nikiski, Alaska"
6237,4.5,"198km S of Makry Gialos, Greece"
6238,1.18,"11km ENE of Aguanga, CA"
6239,4.7,"101km SE of Bristol Island, South Sandwich Islands"
6240,0.75,"8km N of Cabazon, CA"
6241,0.96,"26km ENE of Pine Valley, CA"
6242,4.4,"90km W of San Antonio de los Cobres, Argentina"
6243,1.4,"120km NNW of Arctic Village, Alaska"
6244,1.9,"24km WSW of Chitina, Alaska"
6245,0.4,"10km NE of Aguanga, CA"
6246,1.1,"28km W of Anchorage, Alaska"
6247,4.4,"220km NNW of Saumlaki, Indonesia"
6248,0.95,"6km WNW of Lake Henshaw, CA"
6249,1.29,"6km W of Lake Henshaw, CA"
6250,4.4,"19km N of Datca, Turkey"
6251,0.78,"22km S of West Yellowstone, Montana"
6252,4.6,"16km SSW of Katsuura, Japan"
6253,1.5,"113km N of Cape Yakataga, Alaska"
6254,1.44,"1km NE of Sumidero, Puerto Rico"
6255,1.3,"26km NNE of Valdez, Alaska"
6256,1.6,"130km SSE of Prudhoe Bay, Alaska"
6257,2.0,"61km SSW of Kaktovik, Alaska"
6258,2.5,"118km NNW of Arctic Village, Alaska"
6259,2.0,"23km NNW of Whittier, Alaska"
6260,2.3,"186km NNE of Cape Yakataga, Alaska"
6261,1.9,"129km NNW of Arctic Village, Alaska"
6262,1.3,"29km SE of Redoubt Volcano, Alaska"
6263,1.9,"123km NNW of Arctic Village, Alaska"
6264,4.5,"37km W of Bantogon, Philippines"
6265,1.65,"1km ENE of Enetai, Washington"
6266,1.4,"124km NNW of Arctic Village, Alaska"
6267,-0.02,"10km NE of Aguanga, CA"
6268,0.7,"66km SSW of Delta Junction, Alaska"
6269,-0.65,"5km ESE of Polson, Montana"
6270,1.07,"19km ESE of Manti, Utah"
6271,1.7,"109km NNW of Arctic Village, Alaska"
6272,0.7,"35km E of Hawthorne, Nevada"
6273,2.4,"128km ENE of Chirikof Island, Alaska"
6274,1.7,"11km S of Yakutat, Alaska"
6275,0.39,"9km ENE of Aguanga, CA"
6276,1.2,"125km WNW of Arctic Village, Alaska"
6277,0.8,"18km ENE of Thousand Palms, CA"
6278,1.67,"11km WSW of Ridgemark, CA"
6279,3.2,"58km SSW of Kaktovik, Alaska"
6280,1.9,"103km WNW of Haines Junction, Canada"
6281,4.7,"212km SE of L'Esperance Rock, New Zealand"
6282,1.6,"66km W of Valdez, Alaska"
6283,1.82,"0km SE of Pahala, Hawaii"
6284,1.16,"3km ENE of Ridgely, Tennessee"
6285,3.19,"46km SE of Boca de Yuma, Dominican Republic"
6286,0.28,"8km NE of Aguanga, CA"
6287,2.18,"14km ESE of Lincoln, Montana"
6288,4.6,"62km WSW of Puerto Madero, Mexico"
6289,1.2,"16km SW of Talkeetna, Alaska"
6290,0.31,"10km NE of Aguanga, CA"
6291,0.5,"9km NE of Aguanga, CA"
6292,1.22,"9km NE of Aguanga, CA"
6293,1.64,"33km N of Yucca Valley, CA"
6294,1.67,"23km N of Parowan, Utah"
6295,1.85,"15km NNW of Laytonville, CA"
6296,1.1,"119km NW of Unalakleet, Alaska"
6297,1.0,"12km E of Aguanga, CA"
6298,1.35,"16km SSW of Central Aguirre, Puerto Rico"
6299,2.9,"74km SW of Kaktovik, Alaska"
6300,5.3,"40km ESE of Sulangan, Philippines"
6301,0.63,"16km ENE of Coachella, CA"
6302,-0.09,"12km ENE of Mammoth Lakes, CA"
6303,1.5,"96km NW of Arctic Village, Alaska"
6304,4.2,"32km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan"
6305,1.8,"105km NNW of Arctic Village, Alaska"
6306,2.1,"64km SSW of Kaktovik, Alaska"
6307,1.8,"62km SSW of Kaktovik, Alaska"
6308,0.79,"20km W of Old Faithful Geyser, Wyoming"
6309,0.98,"22km S of West Yellowstone, Montana"
6310,1.5,"125km NNW of Arctic Village, Alaska"
6311,1.1,"3km WSW of Tahoe Vista, California"
6312,0.4,"60km W of Anchor Point, Alaska"
6313,4.0,"64km SSW of Antofagasta, Chile"
6314,0.9,"48km SW of Salcha, Alaska"
6315,1.6,"70km W of Cape Yakataga, Alaska"
6316,2.5,"114km NW of Arctic Village, Alaska"
6317,1.12,"17km SSE of Beaver, Utah"
6318,0.73,"6km SW of Chester, CA"
6319,3.7,"23km E of Little Sitkin Island, Alaska"
6320,0.3,"21km N of North Nenana, Alaska"
6321,0.96,"33km N of Yucca Valley, CA"
6322,1.35,"10km WSW of The Geysers, CA"
6323,0.5,"26km SW of Hawthorne, Nevada"
6324,0.7,"84km NNE of Badger, Alaska"
6325,0.82,"3km W of Borrego Springs, CA"
6326,1.2,"51km N of Valdez, Alaska"
6327,0.5,"10km N of Stagecoach, Nevada"
6328,2.23,"2km NNE of Yucaipa, CA"
6329,0.4,"98km NNW of Nikiski, Alaska"
6330,0.55,"21km W of Old Faithful Geyser, Wyoming"
6331,0.9,"12km SSW of Toms Place, CA"
6332,0.33,"5km W of Lake Henshaw, CA"
6333,0.59,"9km NE of Aguanga, CA"
6334,0.6,"35km E of Hawthorne, Nevada"
6335,0.11,"9km NE of Aguanga, CA"
6336,1.94,"51km W of West Yellowstone, Montana"
6337,0.6,"4km NE of Lone Pine, California"
6338,0.4,"3km N of Lone Pine, California"
6339,0.73,"18km WSW of Toms Place, CA"
6340,1.7,"5km SW of Volcano, Hawaii"
6341,4.7,"10km NNE of Karanggedang, Indonesia"
6342,0.34,"9km ESE of Mammoth Lakes, CA"
6343,0.76,"9km NE of Aguanga, CA"
6344,0.98,"15km SW of Toms Place, CA"
6345,5.1,"104km WSW of Vallenar, Chile"
6346,0.32,"10km ENE of Mammoth Lakes, CA"
6347,0.79,"17km ENE of Thousand Palms, CA"
6348,0.64,"8km NE of Aguanga, CA"
6349,-0.1,"63km ENE of Lone Pine, California"
6350,2.6,"17km N of Krebs, Oklahoma"
6351,-0.3,"66km N of Pahrump, Nevada"
6352,1.81,"25km WNW of Bull Shoals, Arkansas"
6353,2.8,"273km SE of Kodiak, Alaska"
6354,2.95,"88km N of Tierras Nuevas Poniente, Puerto Rico"
6355,0.17,"8km NE of Aguanga, CA"
6356,1.5,"58km NW of Ester, Alaska"
6357,1.6,"58km SE of Battle Mountain, Nevada"
6358,2.13,"25km WNW of Bull Shoals, Arkansas"
6359,1.8,"59km NW of Cape Yakataga, Alaska"
6360,0.51,"14km SE of Mammoth Lakes, CA"
6361,0.8,"28km WSW of Hawthorne, Nevada"
6362,1.97,"17km SE of Volcano, Hawaii"
6363,0.6,"9km NE of Aguanga, CA"
6364,1.4,"39km WSW of Talkeetna, Alaska"
6365,1.4,"62km ENE of Whittier, Alaska"
6366,2.29,"8km ENE of Maynardville, Tennessee"
6367,0.17,"6km SE of Mammoth Lakes, CA"
6368,1.66,"33km SE of Waimea, Hawaii"
6369,1.55,"3km E of Ridgely, Tennessee"
6370,4.9,"138km WSW of L'Esperance Rock, New Zealand"
6371,0.68,"11km ENE of Mammoth Lakes, CA"
6372,1.3,"108km NW of Talkeetna, Alaska"
6373,-0.01,"13km ESE of Mammoth Lakes, CA"
6374,1.03,"11km ENE of Aguanga, CA"
6375,1.8,"113km NW of Talkeetna, Alaska"
6376,3.1,"61km SSW of Kaktovik, Alaska"
6377,2.8,"45km SE of Chitina, Alaska"
6378,1.6,"68km E of Whittier, Alaska"
6379,1.5,"12km SSW of Bridgeport, California"
6380,1.6,"124km NNW of Arctic Village, Alaska"
6381,0.64,"13km NNE of West Yellowstone, Montana"
6382,2.8,"101km NW of Arctic Village, Alaska"
6383,2.4,"101km NW of Arctic Village, Alaska"
6384,1.05,"13km NNE of Hollister, CA"
6385,0.74,"9km ENE of Aguanga, CA"
6386,0.33,"10km NE of Aguanga, CA"
6387,4.9,"79km SSW of L'Esperance Rock, New Zealand"
6388,1.95,"17km S of Volcano, Hawaii"
6389,4.7,"54km SSW of L'Esperance Rock, New Zealand"
6390,2.6,"56km SW of Valdez, Alaska"
6391,1.4,"80km W of Talkeetna, Alaska"
6392,0.4,"23km NE of Hawthorne, Nevada"
6393,1.2,"30km W of Anchorage, Alaska"
6394,6.9,"56km SW of L'Esperance Rock, New Zealand"
6395,4.4,"168km E of Suva, Fiji"
6396,0.1,"23km NE of Hawthorne, Nevada"
6397,0.63,"9km NE of Aguanga, CA"
6398,2.7,"70km SSW of Kaktovik, Alaska"
