,0
1041,"Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
1042,Alliance Patrimoine
1043,Schweizerische Flüchtlingshilfe SFH und UN Hochkommissariat für Flüchtlinge und Bundesamt für Migration (BfM)
1044,Schweizerische Vereinigung Eltern gegen Drogen und Dachverband Drogenabstinenz Schweiz
1045,Staatssekretariat für Wirtschaft SECO und Direktion für Entwicklung und Zusammenarbeit DEZA
1046,Überparteiliches Komitee „Ja zum Privatsphärenschutz“
1047,"SR Stefan Engler, SR Martin Schmid und NR Heinz Brand"
1048,éducation21
1049,Blutspende SRK Schweiz
1050,Schwedisch-schweizerische Allianz gegen neue Kampfjets
1051,Kleinbauern-Vereinigung
1052,BDP und CVP/EVP-Fraktion
1053,Stadt Zürich und Bundesamt für Migration
1054,"Überparteiliches Komitee ""Ja zum Arbeitsgesetz"""
1055,FinDel
1056,Allianz «JA zur Initiative für den öffentlichen Verkehr»
1057,Städteinitiative Sozialpolitik
1058,Überparteiliches Komitee «JA zur Vignette»
1059,Abstimmungskomitee «Ja zum Epidemiengesetz»
1060,EpG-Komitee «Nein zum Impfzwang»
1061,Komitee «Nein zur Vignetten-Mogelpackung»
1062,Schweiz. Städteverband
1063,Wirtschafts- und Gewerbekomitee „Ja zum Arbeitsgesetz“
1064,Sicherheitsverbund Schweiz
1065,Abstimmungskomitee „Ja zum Epidemiengesetz“
1066,Forschung für Leben
1067,"Komitee ""NEIN zum Lohndiktat vom Staat"""
1068,Informatiksteuerungsorgan des Bundes
1069,Bundesamt für Gesundheit und MFH
1070,"NR Jean Christophe Schwab, NR Isabelle Chevalley, NR Balthasar Glättli und NR Lukas Reimann"
1071,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Staatssekretariat für Wirtschaft SECO
1072,Komitee NEIN zur Vignetten-Mogelpackung
1073,«Komitee für die faire Vignette»
1074,«Liberales Komitee gegen die SVP-Familieninitiative»
1075,Bundesamt für Statistik (BFS) / Bundesamt für Gesundheit (BAG)
1076,Komitee NEIN zur 100 Franken Autobahnvignette
1077,Bündnis gegen neue Kampfjets
1078,Programm Jugend und Gewalt
1079,Überparteiliches Komitee «JA zur Familieninitiative»
1080,IG Mineralwasser / SMS
1081,"Komitee ""Ja zur Vignette"""
1082,Bildungskoalition NGO
1083,Komitee gegen die SVP-Familieninitiative
1084,Schweizerische Konferenz der kantonalen Erziehungdirektoren (EDK)
1085,"Allianz der frauen-, männer- und familienpolitischen Organisationen gegen die SVP-Familieninitiative"
1086,Eidgenössische Kommission gegen Rassismus EKR
1087,1:12-Initiative
1088,Staatssekretariat für internationale Finanzfragen (SIF)
1089,"Parteipräsidenten der FDP.Die Liberalen, der Grünliberalen, der SP, der CVP-Frauen, der BDP und der Grünen"
1090,"BAG, BVET, BLW, BAFU"
1091,"Internationale Balzan Stiftung - ""Fonds"""
1092,Mitglieder der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)
1093,Bundesamt für Statistik BFS und Bundesamt für Raumentwicklung ARE
1094,Komitee „Nein zur SVP-Abschottungsinitiative“
1095,"""Parlamentarier-Grippeimpftag 2013"""
1096,Linkes Komitee «Nein zur SVP-Abschottungsinitiative»
1097,Steuergruppe PISA.ch
1098,GPDel
1099,Allianz für den öffentlichen Verkehr
1100,CHymne – Neue Nationalhymne
1101,Bundesamt für Migration BFM und Fachorganisation AOZ
1102,Eidgenössisches Büro für die Gleichstellung von Menschen mit Behinderungen EBGB
1103,Überparteiliches Komitee «Abtreibungsfinanzierung ist Privatsache»
1104,Überparteiliches Komitee «Schutz vor Sexualisierung in Kindergarten und Primarschule»
1105,Überparteiliches Komitee gegen die Initiative „Abtreibung ist Privatsache“
1106,"Überparteiliches Komitee ""JA zur Volksinitiative gegen Masseneinwanderung"""
1107,Arbeitnehmerkomitee „Nein zur SVP-Abschottungsinitiative“
1108,Überparteiliches Komitee «NEIN zur FABI-Vorlage»
1109,Komitee Schweizer Wirtschaft «NEIN zur SVP-Abschottungsinitiative»
1110,Bündnis „Nein zu den Kampfjet-Milliarden“
1111,"ZHAW School of Management and Law, Zentrum für Sozialrecht"
1112,Schweizer Armee und Kantonspolizei Graubünden
1113,AGROSCOPE
1114,Komitee «Jugend gegen Abschottung»
1115,OECD (Organisation für wirtschaftliche Zusammenarbeit und Entwicklung)
1116,"santésuisse, vips und Interpharma"
1117,Überparteiliches Komitee gegen Überfremdung
1118,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Konferenz der kantonalen Erziehungsdirektoren EDK"
1119,Initiativkomitee «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»
1120,Zentrum für Demokratie Aarau (ZDA)
1121,Schweizerische Energie-Stiftung (SES)
1122,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport (VBS) und Nachrichtendienst des Bundes (NDB)"
1123,FDP / BDP / Grüne / SVP / SP / CVP
1124,Komitee „Ja zur Mindestlohn-Initiative“
1125,Bundesamt für Migration BFM und Konferenz der Kantonsregierungen KdK
1126,siehe Einladung
1127,"Überparteiliches Komitee ""JA zum Gripen"""
1128,Sicherheitsverbundsübung 2014 / Projektorganisation SVU 14
1129,Initiativkomitee „für eine faire Verkehrsfinanzierung“
1130,Bürgerliche Jungparteien
1131,"Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF"
1132,Bio Suisse
1133,"VPOD Schweiz, Gruppe Koordination Stopp-TISA!"
1134,alliance santé
1135,Abstimmungskomitee «Ja zur medizinischen Grundversorgung»
1136,"Überparteiliches Komitee ""Mindestlohn NEIN"""
1137,SP Schweiz und Grüne Schweiz
1138,Eidgenössisches Justiz- und Polizeidepartement / Konferenz der kantonalen Justiz- und Polizeidirektorinnen und –direktoren / Konferenz der kantonalen Sozialdirektorinnen und Sozialdirektoren
1139,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Justiz- und Polizeidepartement EJPD
1140,Parlamentarische Verwaltungskontrolle (PVK)
1141,VSAO Verband Schweizerischer Assistenz- und Oberärztinnen und –ärzte
1142,Bundesamt für Verkehr BAV und GS1 Schweiz
1143,Sentience Politics und Grüne Partei Schweiz
1144,Schweizerischer Gewerbeverband sgv / Schweizerischer Arbeitgeberverband SAV
1145,GPK - N
1146,Überparteiliches Komitee JA zur Hausarzt-Medizin
1147,Komitee „Nein zur Pädophilie-(Initiative)“
1148,"VPOD, Schweizerischer Verband des Personals öffentlicher Dienste"
1149,"Verband zu Hause leben, Gewerkschaft Unia"
1150,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK und Bundesamt für Strassen ASTRA"
1151,"Universität Freiburg, Eidgenössisches Justiz- und Polizeidepartement"
1152,"TCS, ACS, ASTAG, SAB"
1153,Direktion für Entwicklung und Zusammenarbeit DEZA und Staatssekretariat für Wirtschaft SECO
1154,vips Vereinigung Pharmafirmen in der Schweiz
1155,Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Finanzdepartement EFD und Eidgenössisches Justiz- und Polizeidepartement EJPD
1156,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF"
1157,"""Nein-Komitee zum Bundesbeschluss über die medizinische Grundversorgung""."
1158,Reconnaissance International
1159,strasseschweiz – Verband des Strassenverkehrs FRS
1160,Gewerkschaftsjugend
1161,"BAFU, MeteoSchweiz, SED, WSL/SLF, BABS"
1162,Delegierter für Opfer von fürsorgerischen Zwangsmassnahmen
1163,Eidgenössische Konferenz für Kinder- und Jugendfragen EKKJ
1164,"FDP.Die Liberalen, SVP, BDP, CVP, Grünliberale"
1165,Eidg. Finanzdelegation
1166,Sozialdemokratische Partei Schweiz
1167,Schweizer Armee / Luftwaffe
1168,KVF-N / CTT-N
1169,Stiftung 2048
1170,GastroSuisse
1171,Netzwerk Case Management Schweiz
1172,Schweizerischer Spielgruppen-LeiterInnen Verband
1173,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK / Chair Management of Network Industries (MIR), EPFL"
1174,Ärztekomitee für die öffentliche Krankenkasse
1175,Komitee «Umwelt ja – Ecopop nein»
1176,"Komitee ""Junge gegen die Einheitskasse"" (Bestehend aus JSVP, JF, JCVP)"
1177,Überparteiliches Komitee „Frauen gegen Einheitskasse“
1178,Initiativkomitee «Initiative für eine öffentliche Krankenkasse»
1179,Komitee «Nein zur Gastroinitiative»
1180,Verbindung der Schweizer Ärztinnen und Ärzte FMH und H+ Die Spitäler der Schweiz
1181,Staatskanzlei Kanton Solothurn
1182,Neat-Aufsichtsdelegation NAD
1183,"Olivier Feller, conseiller national et Centre patronal et Fédération romande immobilière"
1184,"SW Schweizer Werbung, Konsumentenforum kf, Vereinigung des Schweizerischen Tabakwarenhandels, IG Freiheit"
1185,nurses at work
1186,Informationsgruppe Erfrischungsgetränke
1187,"Bundesamt für Migration BFM, Repubblica e Cantone Ticino, Comune di Losone"
1188,International Congress on Vocational and Professional Education and Training
1189,Delegation der Bundesversammlung bei der PV OSZE
1190,Überparteiliches Komitee «Ja zum Schutz der Privatsphäre»
1191,Komitee solidarische Schweiz
1192,Historisches Lexikon der Schweiz (HLS)
1193,Überparteiliches Komitee «JA zu Ecopop»
1194,Initiativkomitee Gold-Initiative
1195,Überparteiliches Komitee „Nein zur Pauschalbesteuerungs-Initiative“
1196,Projektorganisation SVU 14
1197,Überparteilichen Komitee gegen die Goldinitiative
1198,Domaine public
1199,Stiftung für Konsumentenschutz (SKS) und Polit-Forum Käfigturm
1200,Eidgenössisches Departement für auswärtige Angelegenheiten EDA / DEZA – Humanitäre Hilfe
1201,"Schweizerischer Gewerbeverband sgv, economiesuisse"
1202,Greenpeace Schweiz
1203,Komitee «JA zur Abschaffung der Pauschalsteuer»
1204,Schweizerisches Arbeiterhilfswerk SAH
1205,"Studiengruppe zur Energiepolitik / Liberales Institut, Genf und Zürich / Institut für Wirtschaftsstudien Basel AG"
1206,FK-N/S und GPK-N/S
1207,World Demographic & Ageing WDA Forum
1208,Nein-Komitee gegen die Initiative zur Abschaffung der Pauschalbesteuerung
1209,Gruppe Raus aus der Sackgasse RASA
1210,Käfigturm - Polit-Forum des Bundes und Stiftung für Konsumentenschutz (SKS)
1211,Präsenz Schweiz EDA
1212,Nationale Plattform Gesundheitsversorgung für Sans-Papiers
1213,"BAG, BLV, BLW und BAFU"
1214,"Interpharma, vips, santésuisse"
1215,Kanton Bern und Gemeinde Köniz
1216,Schweizerische Konferenz für Sozialhilfe (SKOS)
1217,NR Balthasar Glättli (Grüne Partei der Schweiz)
1218,Bürgerlich-Demokratische Partei (BDP) Schweiz
1219,Kantonspolizei Graubünden und Schweizer Armee
1220,Verein «Nein zur 2. Gotthardröhre»
1221,Swissstaffing - Verband der schweizerischen Temporärbranche
1222,Schweizerischer Arbeitgeberverband und economiesuisse
1223,Komitee «Nein zur CVP-Familieninitiative»
1224,Komitee „Ja zu Energie- statt Mehrwertsteuer“
1225,Überparteiliches Komitee „Energie-Steuer NEIN“
1226,CVP-EVP-Fraktion
1227,Groupement des Entreprises Multinationales (GEM)
1228,Compenswiss
1229,"Unia, Second@s plus, Federazione Colonie Libere Italiane"
1230,Intergenerika
1231,Gewerkschaft syndicom
1232,Referendumskomitee gegen die neue Billag-Mediensteuer
1233,Chancellerie fédérale
1234,"Städte Basel, Zürich und Genf"
1235,Schweizerische Hochschulkonferenz SHK
1236,Zentrum für Demokratie Aarau
1237,Schweizerischer Mieterinnen- und Mieterverband SMV
1238,ZDA Zentrum für Demokratie Aarau
1239,Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
1240,Gesundheits- und Präventionsorganisationen und Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV)
1241,SRG und Privatradioverbände
1242,No Hate Speech Movement Switzerland
1243,Sucht Schweiz
1244,Nationales Komitee „NEIN zur PID“
1245,"SVP, FDP.Die Liberalen und CVP"
1246,Überparteiliches Komitee «Ja zum RTVG»
1247,Überparteiliches Komitee «Nein zur Erbschaftssteuer»
1248,Eidgenössische Volksinitiative «Erbschaftssteuerreform»
1249,Young European Socialists (YES)
1250,"Gotthardkantone Graubünden, Uri, Tessin und Wallis"
1251,Verein Konzernverantwortungsinitiative
1252,Personalverband des Bundes PVB
1253,BAFU und UNEP
1254,Forum Schweizer Geschichte Schwyz
1255,Überparteiliches Komitee „JA zum RTVG“
1256,Comité indépendant «OUI à la LRTV»
1257,"JUSO-Sektionen aus der Romandie, Graubünden und dem Tessin"
1258,Schweizerische Helsinki Vereinigung (SHV)
1259,Überparteiliches Komitee «Aktion Medienfreiheit»
1260,Medienkomitees «JA zum RTVG»
1261,"Eidgenössiches Deparement für Wirtschaft, Bildung und Forschung WBF und Schweizerische Konferenz der kantonalen Erziehungsdirektoren EDK"
1262,Unternehmer/-innen-Komitee «Ja zur Erbschaftssteuerreform»
1263,Konferenz der kantonalen Sozialdirektorinnen und Sozialdirektoren (SODK)
1264,Sicherheitsverbund Schweiz (SVS)
1265,KOF Konjunkturforschungsstelle der ETH Zürich
1266,Überparteiliches Komitee „Pflege weg vom Hilfsberuf“
1267,Überparteiliches Komitee „Nein zur Stipendieninitiative“
1268,Staatssekretariat für Migration und Stadt Zürich
1269,Schweizerischer Arbeitgeberverband (SAV) und Economiesuisse
1270,APK-N / C PE - N
1271,Dachverband Drogenabstinenz Schweiz
1272,Bundesamt für Kommunikation BAKOM und Staatssekretariat für Wirtschaft SECO
1273,Bürgerliches Komitee gegen einen zweiten Gotthardstrassentunnel
1274,Überparteiliches Komitee «NEIN zur neuen Billag-Mediensteuer!»
1275,Komitee «Ja zur Erbschaftssteuerreform»
1276,Stipendieninitiative Kampagne Deutschschweiz
1277,Bundesamt für Lebensmittelsicherheit und Veterinärwesen
1278,Fondation pour Genève
1279,Staatssekretariat für internationale Finanzfragen SIF und Bundesamt für Polizei fedpol
1280,Parlamentarische Gruppe Schweiz-Russland
1281,Verband Schweizer Polizei-Beamter
1282,SGB-Frauenkommission
1283,Schweizerischer Gewerkschaftbund SGB
1284,Assemblée parlementaire de la francophonie (APF)
1285,Schweizerischer Wissenschafts- und Innovationsrat (SWIR)
1286,"Unia, Syndicom"
1287,"Trinationaler Atomschutzverband, Schweizerische Energiestiftung und Greenpeace Schweiz"
1288,"Bundesamt für Umwelt BAFU und Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL"
1289,Schweizer Wirtschaft für die Energiestrategie 2050
1290,SPK-S / CIP-E
1291,Sozialwissenschaftliche Fakultät der Universität Genf
1292,Unabhängige Gruppe KircheNordSüdUntenLinks
1293,Schweizerischer Mieterinnen- und Mieterverband (SMV)
1294,Gewerkschaften SEV und Syndicom
1295,Procap Schweiz und AGILE.CH
1296,Patientensicherheit Schweiz und Bundesamt für Gesundheit BAG
1297,Schweizerisches Rotes Kreuz
1298,Israel-Werke Schweiz und Parlamentarische Gruppe Schweiz-Israel
1299,"Komitee „Ja zum Verhüllungsverbot"""
1300,Schweizerischer Wissenschafts- und Innovationsrat SWIR
1301,Kurt Imhof Stiftung für Medienqualität
1302,Parlamentarische Gruppe Schweiz-Armenien und Gesellschaft Schweiz-Armenien (GSA)
1303,Kommunikation Luftwaffe
1304,Kanton Waadt
1305,GELIKO Schweizerische Gesundheitsligen-Konferenz
1306,Eidg. Büro für die Gleichstellung von Frau und Mann EBG in Kooperation mit der Konferenz für Kindes- und Erwachsenenschutz
1307,"Interpharma, santésuisse"
1308,Office fédéral de la police
1309,«Allianz gegen die Internet-Piraterie»
1310,Verein Compasso
1311,Überparteiliches Komitee «Gotthard-Tunnel sicher JA»
1312,Eidgenössische Koordinationskommission für Familienfragen EKFF
1313,Eidgenössische Münzstätte Swissmint
1314,Konferenz der städtischen Finanzdirektorinnen und -direktoren KSFD
1315,Staatssekretariat für Wirtschaft SECO und OECD
1316,Überparteiliches Komitee «Finanzpolitik: Bundesfinanzen - Voranschlag 2016»
1317,Initiativkomitee «Vollgeld-Initiative»
1318,FDP-Liberale Fraktion
1319,Referendumskomitee «Nein zur 2. Gotthardröhre»
1320,"Interpharma, IMS Health Schweiz, vips"
1321,Integration Handicap
1322,Trägerverein Velo-Initiative
1323,«Bündnis gegen Spekulation mit Nahrungsmitteln»
1324,Komitee «Bürgerliche gegen zweite Röhre»
1325,"Bürgerliches, linkes und NGO-Komitee gegen die Durchsetzungsinitiative"
1326,Komitee «Heiratsstrafe abschaffen – JA!»
1327,Komitee «NEIN zur rückständigen CVP-Ehe-Initiative»
1328,Bundesamt für Lebensmittelsicherheit und Veterinärwesen und Schweizer Tierschutz
1329,«Bündnis gegen den Schnüffelstaat»
1330,Komitee «NEIN zur Juso-Spekulationsinitiative»
1331,Delegierte des Bundes für Mehrsprachigkeit / Parlamentsdienste
1332,"Alliance Sud, SWISSAID und Brot für alle"
1333,SP Schweiz & FDP Schweiz
1334,Initiativkomitee «Für ein bedingungsloses Grundeinkommen»
1335,Compenswiss - Ausgleichsfonds AHV/IV/EO
1336,Zentrum für Demokratie Aarau zda
1337,Initiativkomitee « Bündnis gegen Spekulation mit Nahrungsmitteln»
1338,Tag der Kranken
1339,Initiativkomitee «Pro Service Public»
1340,Privatkliniken Schweiz
1341,Staatsrat des Kantons Tessin und Deputation der Tessiner Bundesparlamentarier
1342,Bundesamt für Lebensmittelsicherheit und Veterinärwesen mit INTERPOL und EZV
1343,FDP.Die Liberalen Frauen
1344,Eidgenössische Zollverwaltung und STOP PIRACY
1345,Schweizerischer Gewerbeverband sgv / Verband Schweizerischer Vermögensverwalter VSV / Forum SRO
1346,Komitee für eine faire Verkehrsfinanzierung
1347,Schweizerische Rote Kreuz
1348,GIBZ
1349,Allianz «NEIN zur Milchkuh-Initiative»
1350,Schweizer Berufsverband der Pflegefachfrauen und Pflegefachmänner SBK-ASI
1351,"Konferenz der Kantonsregierungen (KdK) / Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK) / Konferenz der kantonalen Erziehungsdirektoren (EDK) / Bau-, Planungs- und Umweltdirektoren-Konferenz (BPUK)"
1352,SiK-N / CPS-N
1353,BÜPF-Referendumskomitee
1354,Überparteiliches Komitee «NEIN zu diesem Fortpflanzungsmedizingesetz»
1355,Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Justiz- und Polizeidepartement
1356,SiK- S
1357,"Mitgliedorganisationen der Schweizerischen Flüchtlingshilfe SFH (Caritas, Heks, Heilsarmee, Arbeiterhilfswerk)"
1358,Bundesamt für Gesundheit und Lungenliga
1359,EPFL
1360,WWF Schweiz und Pro Natura
1361,«Bündnis für mehr Transparenz in der Politikfinanzierung»
1362,"Kommission für Technologie und Innovation KTI, Medical Cluster, FASMED"
1363,Überparteiliches Komitee gegen die Initiative «Für ein bedingungsloses Grundeinkommen»
1364,Verband Schweizerischer Vermögensverwalter VSV
1365,Sozialdemokratische Partei Europas & SP Schweiz
1366,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA Information"
1367,Eidgenössische Hochschulinstitut für Berufsbildung EHB
1368,Travail.Suisse (Dachverband der Arbeitnehmenden) / Männer.ch (Dachverband der Männer- und Väterorganisationen) / Alliance F (Dachverband der Frauen- organisationen) / Pro Familia Schweiz
1369,Allianz «Nein zur Milchkuh-Initiative»
1370,Bundesamt für Verkehr BAV und Schweizerisches Bundesarchiv BAR
1371,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA"
1372,Allianz für eine starke AHV
1373,Schweizer Bauernverband und Staatssekretariat für Migration
1374,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK"
1375,ASIP – Schweizerischer Pensionskassenverband
1376,"Bündnis «Gemeinsam gegen TTIP, TISA und Co.»"
1377,Staat Freiburg und Vollzugsstelle für den Zivildienst ZIVI
1378,Komitee «Ja zur Grünen Wirtschaft»
1379,Staatsekretariat für Migration (SEM) und Direktion für Entwicklung und Zusammenarbeit (DEZA)
1380,Schweizer Parlamentarierinnen und Parlamentarier
1381,Referendumskomitee USR III
1382,Bündnis gegen den Schnüffelstaat
1383,Hauseigentümerverband HEV Schweiz
1384,Komitee «Nein zum schleichenden EU-Beitritt»
1385,"Überparteiliches Komitee ""Nein zum grünen Zwang"""
1386,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG
1387,Tripartite Agglomerationskonferenz TAK
1388,Teilstreitkraft Luftwaffe
1389,"LITRA, Informationsdienst für den öffentlichen Verkehr – www.litra.ch"
1390,Verein «Stop der Hochpreisinsel – für faire Preise»
1391,Compasso / Die Mobiliar
1392,Kurt Imhof-Stiftung für Medienqualität
1393,Allianz für den geordneten Atomausstieg
1394,Konzernverantwortungsinitiative
1395,Referendumskomitee «NEIN zur USR III»
1396,Überparteiliches Komitee «Nein zur Ausstiegsinitiative»
1397,Wirtschaftskomitee für einen vernünftigen Ausstieg aus der Kernenergie
1398,Vereinigung der europäischen Senate
1399,Tripartite Agglomerationskonferenz
1400,Polit-Forum im Käfigturm in Bern
1401,Caritas Schweiz
1402,FK - N
1403,Schweizerische Hochschulkonferenz
1404,Komitee «Ja zur dritten Generation»
1405,Aufruf zum Schutz des Mittelstandes
1406,LITRA & Parlamentarische Gruppe für Raumentwicklung
1407,EDK Schweizerische Konferenz der kantonalen Erziehungsdirektoren
1408,KOF Konjunkturforschungsstelle
1409,Stilllegungsfonds für Kernanlagen - Entsorgungsfonds für Kernkraftwerke
1410,Überparteiliches Komitee «Ja zum NAF»
1411,"Komitee «FinanzdirektorInnen, Stadtpräsidien und Stadtregierungen gegen die USR III»"
1412,Überparteiliches Komitee gegen das Energiegesetz
1413,Komitee « Ja zum NAF »
1414,SKOS
1415,"Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren FDK, Konferenz kantonaler Volkswirtschaftsdirektoren VDK, Konferenz der Kantonsregierungen KdK"
1416,SP MigrantInnen
1417,SGB USS
1418,Schweizer Holz
1419,LITRA Informationsdienst für den öffentlichen Verkehr und Verband für den öffentlichen Verkehr (VöV)
1420,SBK Geschäftsstelle Schweiz
1421,Arbeitnehmerverbände des öffentlichen Dienstes gegen die USR III / SGB
1422,Kommission für Rechtsfragen
1423,"Referendumskomitees «Nein zu Verfassungsbruch», «Referendum Subito», «Bürgerbewegung.CH» und «Bürgerrechtsbewegung»"
1424,SIF
1425,compenswiss
1426,SwissSkills
1427,Landesmuseum Zürich
1428,Verein Tag der Kranken
1429,Konferenz der kantonalen Finandirektorinnen und Finanzdirektoren (FDK)
1430,"Wirtschaftskomitee gegen das Energiegesetzt, c/o Swissmem, Pfingsweidstrasse 102, 8005 Zürich"
1431,Musée national suisse
1432,WEKO Wettbewerbskommission
1433,SP Frauen Schweiz
1434,Jugendkomitee «Junge für die Energiestrategie 2050»
1435,Überparteiliches Komitee: Ja zur Energiestrategie
1436,"Swissmedic, Hallerstrasse 7, 3000 Bern 9"
1437,swisstopo – Bundesamt für Landestopografie
1438,Travail Suisse
1439,Umwelt-Komitee gegen Energiegesetz
1440,Schweizerisches Nationalmuseum
1441,Komitees für die Energistrategie
1442,Travail.Suisse Bern
1443,Dachverband Schweizer Jugendparlamente
1444,Privatkliniken Schweiz (PKS)
1445,VISIONswiss für unser Kinder
1446,"FMH Verbindung der Schweizer Ärztinnen und Ärzte, Bern"
1447,ETH Zürich
1448,Pro Velo Schweiz
1449,Verband chirurgischer und invasiv tätiger Fachgesellschaften und Fachgruppierungen fmCH/fmCH Tarifunion
1450,"FDP.Die Liberalen, Generalsekretariat, Neuengasse 20, Postfach , CH-3001 Bern"
1451,"FDP.Die Liberalen, Generalsekretariat, Neuengasse 20, 3001 Bern"
1452,"Bürgerliches Komitee ""Ja zur Rentenreform"""
1453,Konferenz der Kasntonsregierungen
1454,Frauendachverbände für die Rentenreform
1455,"Staatssekretariat für Bildung, Forschung und Innovation"
1456,Personalverband des Bundes
1457,SPK - N
1458,"Grünliberale Partei Schweiz, Laupenstrasse 2, 3008 Bern"
1459,Swisscom
1460,Komitee JA Weiterentwicklung Land- und Ernährungswirtschaft
1461,Schweizerischer Städteverband SSV
1462,Konferenz der städtischen Finanzdirektorinnen und –direktoren KSFD
1463,"Generationenallianz c/o FDP.Die Liberalen, Neuengasse 20, Postfach, 3001 Bern"
1464,"Komitees ""Ja zur Rentenreform"""
1465,"Die plattform der Verbände Angestellte Schweiz, Kaufmännischer Verband, Schweizer Kader Organisation SKO und Zürcher Gesellschaft für Personal-Management (ZGP)"
1466,LITRA Informationsdienst für den öffentlichen Verkehr
1467,"Pro Natura, 4018 Basel"
1468,Regierungskonferenz der Gebirgskantone
1469,Komitee der Arbeitnehmerorganisationen für ein Ja zur Altersvorsorge 2020
1470,"FDP. Die Liberalen, Generalsekretariat, Neuengasse 20, 3001 Bern"
1471,www.hereinspaziert.ch
1472,"Pro Natura, Dornacherstrasse 192, 4053 Basel"
1473,"Militärakademie an der ETH Zürich, MILAK"
1474,Die befürwortenden Jungparteien der Altersvorsorge 2020
1475,Staatsekretariat für Migration
1476,Komitees für die Rentenreform
1477,"Gewerkschaft Unia, Weltpoststrasse 20, 3000 Bern 15"
1478,"Schweizerischer Nationalfonds (SNF), Wildhainweg 3, 3001 Bern"
1479,"SGB, Schweizerischer Gewerkschaftsbund"
1480,Office of the United Nations High Commissioner for Human Rights
1481,Marcel Benoist Stiftung
1482,"Initiativkomitee «Initiative für Organspende», Rue du Mûrier 10, 1820 Montreux"
1483,"Schweiz. Fahrlehrerverband SFV, Geschäftsstelle, Effingerstr. 8, 3001 Bern"
1484,"Fédération Romande des Écoles de Conduite FRE, Route du Village 14, 1070 Puidoux"
1485,"FDP. Die Liberalen, Neuengasse 20, 3001 Bern"
1486,SP Frauen* Schweiz
1487,"KOF, Konjunkturforschungsstellte, ETH Zürich, Leonhardstrasse 21, 8092 Zürich"
1488,"Schweizerische Gewerbeverband, Schwarztorstrasse 26, 3001 Bern"
1489,"Swissmechanic, Gewerkschaft Unia"
1490,Schulnetz21
1491,Initiativkomitee Stop der Hochpreisinsel
1492,RASA raus aus der Sackgasse Initiativkomitee
1493,"Gewerkschaften Unia, SEV, syndicom"
1494,SKOS (Schweizerische Konferenz für Sozialhilfe / SVEB (Schweizerischer Verband für Weiterbildung)
1495,Der Schweizerische Gewerkschaftsbund
1496,Stilllegungsfonds für Kernanlagen Entsorgungsfonds für Kernkraftwerke
1497,Staatssekretariat für Wirtschaft SECO
1498,Komitee «NEIN zum Sendeschluss»
1499,KVF-N / CTT-E
1500,Überparteiliches Komitee «Nein zu No Billag»
1501,Überparteiliches Komitee «NO Billag Ja»
1502,Schweizer Regionalradios und -fernsehen
1503,Komitee «Junge gegen No Billag»
1504,sgv
1505,Geschäftsstelle «Komitee gegen Internet-Zensur und digitale Abschottung»
1506,Verein Beznau Verfahren
1507,Schweizerische Konferenz für Sozialhilfe SKOS
1508,Eidgenössische Kommission für Frauenfragen EKF
1509,"Lehrstuhl für Philosophie und Theorie des Rechts, Rechtssoziologie und Internationes Öffentliches Recht"
1510,Der Verein «Tag der Kranken»
1511,Komitees gegen No Billag
1512,Verband Schweizerischer Elektrizitätsunternehmen VSE
1513,Schweizerischer Mieterinnen- und Miterverband
1514,Haus- und Kinderärzte Schweiz
1515,Kleinbauern-Vereinigung und Schweizer Tierschutz STS
1516,Vollgeld-Initiative
