,0
569,"Associazione consumatrici e consumatori della Svizzera italiana (ACSI), Fédération Romande des Consomateurs (FRC) und Stiftung für Konsumentenschutz (SKS)"
570,Verband der Fachhochschuldozierenden Schweiz (fh-ch) und der Verband der Schweizer Studierendenschaften (VSS-UNES)
571,"CardioVascSuisse, Schweizerische Herzstiftung und Schweizerische Gesellschaft für Kardiologie"
572,Überparteiliches JA-Komitee
573,transfair
574,Bundesamt für Umwelt (BAFU) und Schweizerischer Alpen-Club (SAC)
575,"Parlamentarische Gruppe ""für Menschen mit Hörbehinderungen"""
576,"Département fédéral de l'économie, de la formation et de la recherche"
577,Gesundheitsdirektorenkonferenz (GDK) und der Dachorganisation Arbeitswelt Gesundheit (OdASanté)
578,Ecole du vin de Changins
579,EUROPAN Suisse und Bundesamt für Wohnungswesen (BWO)
580,Eidgenössische Finanzmarktaufsicht FINMA
581,Parlamentarische Gruppe Gesundheit
582,Bundesamt für Energie (BFE) und Eidgenössisches Nuklearsicherheitsinspektorat (ENSI )
583,IG Mineralwasser und Schweizerischer Verband der Mineralquellen und Soft-Drink-Produzenten (SMS)
584,"Überparteiliches Unterstützungskomitee ""Tierschutzanwalt"""
585,Schweizerischer Verband für Weiterbildung (SVEB)
586,OECD
587,"Bundesamt für Umwelt (BAFU), Bundesamt für Kommunikation (BAKOM), Bundesamt für Raumentwicklung (ARE), Schweizerische Bau-, Planungs- und Umweltdirektoren-Konferenz BPUK"
588,"Bundesamt für Berufsbildung und Technologie BBT, Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK)"
589,Schweizerischer Gewerbeverband (sgv)
590,VCS Verkehrsclub der Schweiz
591,Fussverkehr Schweiz
592,Procap
593,GPK-N/S
594,Grünliberale Partei Schweiz
595,Universität Bern
596,Parlamentarische Gruppe Erneuerbare Energien
597,Parlamentsdienste und Eidgenössisches Volkswirtschaftsdepartement
598,vips (Vereinigung Pharmafirmen in der Schweiz) und Interpharma
599,"Komitee ""JA zur Forschungsfreiheit und Menschenwürde"""
600,Eidgenössisches Volkswirtschaftsdepartement EVD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
601,Schweizerischer Verband Freier Berufe
602,Verband Kindertagesstätten der Schweiz (KiTaS) und vpod
603,Vereinigung der Bundeshaus-Journalistinnen und -Journalisten (VBJ)
604,Schweizer Netzwerk für Bildung und internationale Zusammenarbeit
605,Vimentis - Die Meinungsumfrage
606,"""Generationenkomitee gegen Rentenklau"""
607,"Überparteiliches Komitee ""Nein zum Rentenklau"""
608,"Überparteiliches Komitee ""Abtreibungsfinanzierung ist Privatsache"""
609,CVP-EVP-glp Fraktion
610,"Überparteiliches Komitee ""Nein zur nutzlosen Tieranwalt-Initiative"""
611,Nationalratspräsidentin Pascale Bruderer und Schweizerische Gemeinnützige Gesellschaft (SGG)
612,"Wissenschaftliches Komitee ""Ja zur Forschung am Menschen"""
613,Eidgenössisches Volkswirtschaftsdepartement und Die Post
614,Bundesamt für Statistik (BFS) und economiesuisse
615,Initiativ-Komitee «Ja zur Hausarztmedizin»
616,"Komitee ""Stiftungsräte und Pensionskassenfachleute gegen Senkung des Umwandlungssatzes"""
617,Fokus Anti-Atom
618,Postregulationsbehörde PostReg
619,Komitee «Fairer Umwandlungssatz für sichere Renten»
620,SBG und Unia
621,SGB-Frauen
622,"Association suisse des Centres sociaux protestants (CSP), Genève, Lausanne, Moutier Neuchâtel"
623,"Bundesamt für Strassen (ASTRA), Bau-, Verkehrs- und Energiedirektion des Kantons Bern (BVE), Direktion für Tiefbau, Verkehr und Stadtgrün (TVS) der Stadt Bern"
624,swisscor Stiftung
625,"Initiativkomitee Eidgenössische Volksinitiative ""gegen die Abzockerei""; Parteileitung SVP Schweiz"
626,"Europarat, EDA, EJPD"
627,Eidg. Institut für Geistiges Eigentum (IGE) und Polit-Forum des Bundes
628,Institut für Geistiges Eigentum (IGE) und Polit-Forum des Bundes
629,"Fastenopfer, Brot für alle und Partner sein"
630,Schweizerische Bundesbahnen (SBB) und Bundesamt für Verkehr (BAV)
631,Suva
632,Verkehrs-Club der Schweiz (VCS)
633,Eidgenössisches Nuklearsicherheitsinspektorat (ENSI)
634,swisstopo
635,Schweizerischer Arbeitgeberverband (SAV)
636,Büro-S
637,Schweizerischer Gewerkschaftsbund (SGB) und Unia
638,"Bundesamt für Energie (BFE), Bundesamt für Umwelt (BAFU), Bundesamt für Raumentwicklung (ARE)"
639,pro audito schweiz
640,"Bundesamt für Statistik (BFS), Bundesamt für Polizei (fedpol), Konferenz der kantonalen Justiz- und Polizeidirektorinnen und -direktoren (KKJPD)"
641,"Eidg. Forschungsanstalt für Wald, Schnee und Landschaft (WSL), Bundesamt für Umwelt (BAFU)"
642,Bundesamt für Verkehr (BAV) und Schweizerische Bundesbahnen (SBB)
643,Verkehrsclub der Schweiz (VCS)
644,GPK-N+S
645,Parlamentarische Gruppe Schweiz-Palästina
646,"Bündnis gegen den Abbau der Arbeitslosenversicherung (SGB, Unia, SPS, Grüne, Travail.Suisse, Arbeitslosenkomitees)"
647,Grüne Partei Schweiz und Swissaid
648,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes"""
649,"Bundesamt für Energie (BFE), Bundesamt für Gesundheit (BAG)"
650,Schweizerischer Gewerkschaftsbund (SGB) und Bankpersonalverband
651,Plattform Agrotreibstoffe
652,Initaitivkomitee «Schutz vor Passivrauchen»
653,"Kanton Bern, République et Canton de Genève, Bundeskanzlei (BK)"
654,Home Office Day
655,Forum Managed Care
656,Kommando Operationen
657,RoadCross Schweiz
658,"Expertenkommission ""Too big to fail"""
659,Bundesamt für Strassen ASTRA
660,Sportamt Stadt Bern
661,"VSS, Verband der Schweizer Studierendenschaften"
662,armasuisse und Eidgenössiche Materialprüfungs- und Forschungsanstalt (Empa)
663,Gewerkschaft Kommunikation
664,SEV - Gewerkschaft des Verkehrspersonals
665,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Volkswirtschaftsdepartement EVD
666,Staatssekretariat für Wirtschaft (SECO) und Bundesamt für Gesundheit (BAG)
667,Life Science Communication AG
668,Eidgenössisches Departement des Innern (EDI) und Carnegie-Stiftung für LebensretterInnen (Schweiz)
669,männer.ch - Dachverband der Schweizer Männer- und Väterorganisationen
670,Interpharma
671,Députation tessinoise aux Chambres fédérales
672,Alliance Sud und Amnesty International
673,Fachstelle für Rassismusbekämpfung (FRB)
674,"Schweizerische Flüchtlingshilfe (SFH), Bundesamt für Migration (BFM), UNHCR"
675,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE
676,Koalition NoMegatrucks
677,VBS/Nachrichtendienst des Bundes
678,Eidgenössisches Departement für auswärtige Angelegenheiten (EDA) und Organisation internationale de la Francophonie
679,"SPS, Grüne, JUSO, Unia, SGB"
680,Vereinigung aktiver Senioren- und Selbsthilfe-Organisationen der Schweiz (VASOS)
681,Der Bundesrat
682,"Referendumskomitee ""Nein zum Abbau der ALV"""
683,Bündnis «Ja zur Aufhebung der Wehrpflicht!»
684,Kommunikation Kanton Bern und Informationsdienst der Stadt Bern
685,Staatssekretariat für internationale Finanzfragen
686,Schweizerische Bundesversammlung und Interparlamentarische Union (IPU)
687,Stiftung Öffentlichkeit und Gesellschaft
688,Schweizerischer Arbeitsgemeinschaft der Jugendverbände
689,NR R.Joder
690,Käfigturm – Polit-Forum des Bundes
691,"CVP Schweiz, SP Schweiz"
692,Energie-Agentur der Wirtschaft
693,NR A. Daguet
694,Spitalverband H+
695,Preisüberwacher/Verband öffentlicher Verkehr
696,Schweizerische Akademie der Geistes- und Sozialwissenschaften SAGW
697,"Überparteiliches Komitee ""Höhere Lohnabzüge stoppen - Sichere Arbeitslosen- versicherung JA"""
698,VPOD und SGB
699,Referendumskomitee
700,Rot-Grün-Mitte Komitee gegen den Abbau der Arbeitslosenversicherung
701,Eidgenössisches Departement für auswärtige Angelegenheiten (EDA) und Eidgenössisches Volkswirtschaftsdepartement (EVD)
702,"Bundesamt für Sport BASPO, «schule bewegt»"
703,"pro audito schweiz, die Organisation für Menschen mit Hörproblemen"
704,Kanton Aargau
705,Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)
706,"Alliance Sud, Amnesty International"
707,NR Werner Messmer und NR Paul Rechsteiner
708,Gewerkschaft des Verkehrspersonals (SEV) und Partner
709,Initiativkomitee «Für eine starke Post»
710,Konferenz Kantonaler Volkswirtschaftsdirektoren (VDK)
711,Careum Stiftung
712,swisscleantech
713,Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Department für auswärtige Angelegenheiten (EDA)
714,Krebsliga Schweiz
715,Initiativkomitee « Für Transparenz in der Krankenversicherung »
716,"Exptertenkommission ""Too big to fail"""
717,"SVP Schweiz / Überparteiliches Komitee ""NEIN zum Gegenentwurf zur Ausschaffungsinitiative"""
718,Plattform für eine sozial nachhaltige Landwirtschaft
719,Komitee Ausschaffungsinitiative 2xNein
720,"Überparteiliches Komitee ""Steuerinitiative-Nein"""
721,EVD/UVEK
722,EVD/EDA
723,Schweizerische Arbeitsgemeinschaft der Jugendverbände SAJV
724,Überparteiliches Komitee „Ja zur Steuergerechtigkeit“
725,Eidgenössische Koordinationskommission für Familienfragen (EKFF)
726,"Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK)"
727,FORS – Schweizer Kompetenzzentrum Sozialwissenschaften
728,Staatssekretariat für Wirtschaft (SECO) und Stiftung KInderschutz Schweiz
729,"Eidgenössisches Department für auswärtige Angelegenheiten (EDA) - Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK)"
730,Eidgenössisches Nuklearsicherheitsinspektorat (ENSI) und Bundesamt für Energie (BFE)
731,Verband Schweizerischer Elektrizitätsunternehmen (VSE) und Bundesamt für Energie (BFE)
732,Dialog Nationale Gesundheitspolitik (Bundesamt für Gesundheit und Schweizerische Konferenz der kantonalen Gesundheitsdirektorinnen und -direktoren)
733,Allianz Qualität vor Kosten im Gesundheitswesen (allianz q)
734,cfd – Christlicher Friedensdienst – Die feministische Friedensorganisation
735,Junge Grüne
736,FDP.Die Liberalen und CVP Schweiz
737,Stiftung MyHandicap
738,Parlamentarische Gruppe Komplementärmedizin
739,"Grüne Partei der Schweiz, Solidarité sans frontières und weitere Organisationen"
740,Bundesamt für Sport BASPO / Eidgenössische Hochschule für Sport Magglingen EHSM
741,"Alliance Sud, Erklärung von Bern, Gesellschaft für bedrohte Völker, Gesellschaft Schweiz-Tibetische Freundschaft"
742,Eidgenössische Kommunikationskommission ComCom und Bundesamt für Kommunikation BAKOM
743,"Bundesamt für Statistik (BFS) / Bundesamt für Landestopografie (swisstopo) / Institut für Kartographie, ETH Zürich"
744,ch Stiftung für eidgenössische Zusammenarbeit
745,Initiativkomitee
746,Gewerkschaft Kommunikation und Gewerkschaft Comedia
747,Schweizerischen Konferenz der kantonalen Erziehungsdirektoren (EDK) / Bundesamt für Berufsbildung und Technologie (BBT)
748,Führungsstab der Armee (FST A)
749,Verein Hauptstadtregion Schweiz
750,PLR.Les Libéraux-Radicaux
751,GPK-S
752,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)"
753,Bildungskoalition der Nicht-Regierungsorganisationen
754,NR Daniel Brélaz
755,Bündnis „Für den Schutz vor Waffengewalt“
756,santésuisse / Interpharma / vips
757,Allianz der Konsumentenschutz-Organisationen (SKS)
758,Überparteiliches Komitee „NEIN zur nutzlosen und irreführenden Waffeninitiative“
759,Erklärung von Bern / Greenpeace
760,Eidg. Untersuchungsrichteramt
761,Aussenpolitische Kommission des Nationalrats
762,Überparteiliche Allianz „Ja zum Schutz vor Waffengewalt“
763,Regierungsrätin Sabine Pegoraro
764,Schweizer Armee
765,Überpartieliche Komitees
766,Verschiedene
767,Initiativkomitee «Ja zur Hausarztmedizin»
768,Eidgenössische Finanzverwaltung (EFV) und Eidgenössische Steuerverwaltungs (ESTV)
769,Vimentis
770,"Leistungserbringer des Gesundheitswesens (Personalverbände, H+, FMH)"
771,Arbeitsgruppe zur Umsetzung der Ausschaffungsinitiative (AG Ausschaffung)
772,"Überparteiliches Frauenkomitee ""Nein zur nutzlosen und irreführenden Waffeninitiative"""
773,BDP Schweiz
774,Überparteiliche Gruppe zur Umsetzung der KVG-Revision Spitalfinanzierung
775,Ausgleichsfonds AHV/IV/EO
776,Trägerverein Initiative „für eine öffentliche Krankenkasse“
777,GPK-NR/SR
778,IG Mineralwasser/Verband Schweizerischer Mineralquellen und Soft-Drink-Produzenten
779,SWISSAID / Plattform Agrotreibstoffe
780,Eidgenössisches Justiz- und Polizeidepartement (EJPD) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)
781,Fastenopfer / Brot für alle
782,Höhere Kaderausbildung der Armee (HKA) und Militärakademie an der ETH Zürich MILAK
783,"Grüne Partei der Schweiz, Junge Grüne Schweiz"
784,Parlamentarische Gruppe Peak Oil & Schweizerische Energie-Stiftung
785,Schweizerischer Fischerei-Verband
786,TA-SWISS (Zentrum für Technologiefolgen-Abschätzung)
787,"Schweiger,Bänziger,Hutter,Binder"
788,Das Gebäudeprogramm
789,Schweizerischer Ingenieur- und Architektenverein SIA
790,Energie-Agentur der Wirtschaft und Stiftung Klimarappen
791,Europäische Kooperative Longo maï
792,Sucht Info Schweiz
793,Nachrichtendienst des Bundes
794,Höhere Kaderausbildung der Armee HKA / Militärakademie an der ETH Zürich MILAK
795,CPS-S
796,Secrétariat d'Etat à l'économie
797,Il Consiglio federale
798,Gemeindeduell schweiz.bewegt und Sportamt Stadt Bern
799,"Überparteiliches Petitionskomitee ""200 Franken sind genug"""
800,Union syndicale suisse USS
801,Gesellschaft Schweizer Tierärztinnen und Tierärzte
802,Département fédéral des affaires étrangères
803,Arbeitsgruppe zur Umsetzung der neuen Verfassungsbestimmung über die Ausschaffung
804,Schweizer Wirtschaftsverbände
805,Eidgenössisches Volkswirtschaftsdepartement (EVD) / Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK)
806,Wirtschaftsverband swissscleantech
807,GK
808,Verband öffentlicher Verkehr VöV
809,Überparteiliche Gruppe
810,INSOS Schweiz
811,SECO – Leistungsbereich Wirtschaftliche Zusammenarbeit und Entwicklung
812,Vertreterinnen und Vertreter der Jungparteien
813,Überparteiliches Komitee für das DRG-Moratorium
814,"Überparteiliches Komitee ""Unbestechlich für das Volk"""
815,energy for future
816,NR Georges Theiler
817,Bundesverwaltungsgericht
818,Schweizerischer Arbeitgeberverband und Schweizerischer Gewerkschaftsbund/Travail.Suisse
819,Grüne Fraktion
820,NR Ricardo Lumengo
821,NR Doris Fiala
822,Fondation Franz Weber
823,OTIF
824,Winterhilfe Schweiz
825,Eidgenössische Kommission für Kinder- und Jugendfragen EKKJ
826,Bundesamt für Veterinärwesen zusammen mit dem Veterinärdienst der Urkantone
827,"Nationalrätin Katharina Prelicz-Huber, Grüne"
828,EKF und Schweizer Frauendachverbände
829,Überparteiliches Komitee „Abtreibungsfinanzierung ist Privatsache“
830,Kommission für Technologie und Innovation KTI
831,Geschäftsprüfungskommission des National- und Ständerates
832,"Umweltallianz (WWF Schweiz, Greenpeace, VCS, Pro Natura)"
833,CVP/SPS
834,Verlag Nagel&Kimche
835,Trägerorganisationen «Fairplay im Wahlkampf»
836,Eawag: Wasserforschungsinstitut des ETH-Bereichs
837,Parlamentsdienste / Polit-Forum Käfigturm
838,Konferenz der Kantonalen Polizeikommandanten der Schweiz (KKPKS)
839,Kommission für Technologie und Innovation KTI – ab 1.1.2018 Innosuisse - Schweizerische Agentur für Innovationsförderung
840,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE / Architektur Forum Bern
841,Verband öffentlicher Verkehr
842,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE und die kantonalen Fachstellen für Archäologie und Denkmalpflege
843,"Bundesamt für Sport BASPO und Amt für Bevölkerungsschutz, Sport und Militär des Kantons Bern BSM"
844,SCHWEIZERISCHER GEWERKSCHAFTSBUND
845,Konsumentenforum kf
846,Militärakademie an der ETH Zürich/Höhere Kaderausbildung der Armee
847,Verhandlungsgemeinschaft Bundespersonal (VGB)
848,Schweizerischer Wissenschafts- und Technologierat SWTR
849,SP Fraktion
850,"Nationalräte Andreas Brönnimann, Walter Wobmann, Ulrich Schlüer"
851,Eidgenössiche Kommission für Kinder- und Jugendfragen EKKJ
852,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes!"""
853,"Nationalräte Luzi Stamm, Lukas Reimann, Ulrich Schlüer"
854,NR Hans Stöckli
855,Schweizer Luftwaffe
856,"BSV, swisscom, siea (swiss interactive entertainment association)"
857,CVP Schweiz / PDC suisse
858,Glasfasernetz Schweiz
859,Generalsekretariat EDI
860,NR Lukas Reimann (SVP SG)
861,ASK Allianz Schweizerische Krankenversicherung
862,"Swissmedic, Stop Piracy, Pharmasuisse, Interpharma"
863,OECD/WHO/BAG
864,Forum Gesundheit Schweiz FGS
865,Forum Gesundheit Schweiz
866,"Allianz von Entwicklungs- und Menschenrechtsorganisationen, Umwelt- und Frauenverbänden, Gewerkschaften und kirchlichen Gruppen"
867,Expotrans SA
868,Swissmem
869,Arbeitsgemeinschaft Tabakprävention Schweiz
870,"Universität Bern, Institut für Europa- und Wirtschaftsvölkerrecht, in Zusammenarbeit mit dem Integrationsbüro EDA/EVD"
871,Amtliche Vermessung Schweiz
872,NR Andrea Hämmerle / Rüegger Verlag / Die Südostschweiz
873,"Bundesamt für Gesundheit, actionsanté"
874,Bundesamt für Gesundheit und Schweizerische Konferenz der kantonale Gesundheitsdirektorinnen und -direktoren
875,Lohngleichheitsdialog
876,Schweiz. Spielgruppen-Leiterinnen-Verband SSLV
877,Parlamentarische Gruppe Gesundheitspolitik der Bundesversammlung
878,Verband Schweizerischer Polizei-Beamter
879,Parlamentarischen Gruppe Tibet und Gesellschaft Schweizerisch-Tibetische Freundschaft (GSTF)
880,NR Bruno Zuppiger
881,Testveranstalter
882,Mediapulse Gruppe
883,EUROPAN Schweiz / Bundesamt für Wohnungswesen BWO
884,Arbeitskreis Flugverkehr AFV
885,Schweizer Buchhändler- und Verleger-Verband (SBVV)
886,Santésuisse / Interpharma / vips
887,Verband der Schweizer Studierendenschaften VSS-UNES
888,Eidgenössische Kommission für Migrationsfragen EKM
889,Fondation Franz Weber / Helvetia Nostra
890,Nationales Pro-Komitee „6 Wochen Ferien für alle“
891,"Jungfreisinnige, JSVP, FDP, SVP, glp sowie Piratenpartei gegen ein Preisdiktat"
892,Verbindung der Schweizer Ärztinnen und Ärzte FMH
893,HEV Schweiz & SGFB
894,Überparteiliches Komitee « Ferieninitiative Nein »
895,"Allianz „Recht ohne Grenzen“, www.rechtohnegrenzen.ch"
896,Generalsekretariat EJPD
897,Überparteiliches Komitee „Nein zur Zweitwohnungsinitiative“
898,Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)
899,"Allianz ""Nein zur Zweitwohnungsinitiative"""
900,Schweizerischer Mieterinnen- und Mieterverband
901,"Schweizerischer Gewerkschaftsbund (SGB), Business and Professionnal Women (BPW), SP Frauen, CVP Frauen, BDP Frauen, FDP Frauen"
902,Eidgenössische Finanzverwaltung und Bundesamt für Gesundheit
903,"Schweizerischer Arbeitgeberverband, Schweizerischer Gewerbeverband, IV-Stellen-Konferenz, Bundesamt für Sozialversicherungen"
904,Überparteiliches Komitee «JA zum Buch»
905,Schweizerischer Verband der Uhrenindustrie FH
906,Handelskammer und Arbeitgeberverband Graubünden
907,Schweiz. Akademie der Medizinischen Wissenschaften/vips Vereinigung Pharmafirmen in der Schweiz
908,NR Urs Gasche
909,Verein Alpen-Initiative
910,AUNS
911,"Komitee „NEIN zur schädlichen AUNS-Initiative“ (CVP, FDP, SP, Grüne, BDP, GLP)"
912,Eidg. Revisionsaufsichtsbehörde RAB
913,"SVP Schweiz, Delegiertenversammlung"
914,FINMA
915,Überparteiliches Komitee „Unbestechlich für das Volk“
916,Bundesamt für Gesundheit BAG und Schweizerische Konferenz der kantonalen Gesundheitsdirektoren GDK
917,Immunitätskommission des Nationalrats (IK-N)
918,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD
919,Initiativ-Komitee
920,Verein „Nein zum Abbau der IV“
921,Überparteiliches Initiativkomitee
922,NPO-Forum
923,"Parlamentarisches Komitee „Eigene vier Wände dank Bausparen"""
924,Bundesamt für Gesundheit und Bundesamt für Umwelt und Staatssekretariat für Wirtschaft
925,Allianz für eine sichere und bessere Medizin
926,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA, Eidgenössisches Finanzdepartement EFD, Eidgenössisches Volkswirtschaftsdepartement EVD"
927,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA, Information EDA, Generalsekretariat GS"
928,Rat der Eidgenössischen Technischen Hochschulen
929,"Bundesamt für Umwelt BAFU, Bundesamt für Energie BFE, Konferenz Kantonaler Energiedirektoren EnDK"
930,Eidgenössische Kommission für Frauenfragen EKF und Schweizerisches Kompetenzzentrum für Menschenrechte SKMR
931,Projet Lohngleichheitsdialog und McDonalds Schweiz und Unia
932,Allianz 'Recht ohne Grenzen'
933,Bundesamt für Statistik (BFS) und Bundesamt für Raumentwicklung (ARE)
934,eHealth Suisse
935,Präsenz Schweiz - Eidgenössisches Departements für auswärtige Angelegenheiten EDA
936,"Verband Schweizer Privatradios (VSP), Radios Régionales Romandes (RRR), TELESUISSE und Bundesamt für Kommunikation (BAKOM)"
937,Lean on Me
938,"Komitee „Ja zu einer besseren Medizin"""
939,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA / Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK / Eidgenössisches Volkswirtschaftsdepartement EVD"
940,CVP Schweiz / BDP Schweiz
941,"Parlamentarische Gruppe ""Steuerstandort Schweiz stärken"""
942,TA-SWISS
943,Agile Behinderten-Selbsthilfe Schweiz
944,Oberaufsichtskommission Berufliche Vorsorge OAK BV
945,Initiativkomitee / NR Lukas Reimann
946,NR Christoph Blocher
947,"Integrationsbüro EDA/EVD, DEZA, SECO"
948,NR Filippo Leutenegger und NR Natalie Rickli
949,Nationale Alarmzentrale
950,Komitee „Nein zum radikalen Rauchverbot“
951,Hauseigentümerverband Schweiz
952,"BAG, EKAS, SECO, BAFU, BLW und SVV"
953,Initiativkomitee eidg. Volksinitiative „Schutz vor Passivrauchen“
954,IG jugend und musik
955,Tripartite Agglomerationskonferenz (TAK)
956,Verein Stromeffizienz-Initiative
957,PK-Netz
958,Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB) und Schweizer Berghilfe
959,Gesellschaft Schweiz-UNO (GSUN)
960,"Überparteiliches Komitee ""Nein zur Alterswohn-Initiative"""
961,Dachverband Schweizer Jugendparlamente (DSJ) / Infoklick.ch / Stiftung Dialog
962,Forum Bildung
963,Verteidigung
964,Akademie der Naturwissenschaften Schweiz (SCNAT)
965,Brot für alle / Fastenopfer
966,Referendum EPG
967,Universität Bern und Institut für Kunstgeschichte
968,"Komitee ""Tierseuchengesetz – Ja"""
969,GPDeI
970,Schweizerischer Gemeindeverband SGV und Schweizerischer Gewerbeverband sgv
971,Suisse Eole
972,Eidgenössisches Departement für auswärtige Angelegenheiten EDA / Direktion für Entwicklung und Zusammenarbeit DEZA
973,Männer.ch / DER TEILZEITMANN
974,OcCC (Beratendes Organ für Fragen der Klimaänderung des Bundes)
975,Komitee Referendum EPG
976,Schweizerischer Gewerkschaftsbund SBG
977,Schweizerischer Gewerkschaftsbund und ASCO Schweiz
978,Eidg. Kommission gegen Rassismus EKR und Seminar für Soziologie der Universität Basel
979,Nationale Ethikkommission im Bereich Humanmedizin (NEK-CNE)
980,Verband der Schweizerischen Lack- und Farbenindustrie und Schweizerischer Gewerbeverband
981,Schweizerisches Komitee „Nein zur missratenen Revision des Raumplanungsgesetzes“
982,TA-SWISS Zentrum für Technologiefolgen-Abschätzung
983,Bundesamt für Landestopografie swisstopo
984,ENSI-Rat
985,Überparteiliches Komitee „Minder-Initiative NEIN“
986,Alliance rail-route (Arc lémanique – Tessin)
987,Nationalrat Hans Fehr
988,Gesellschaft für bedrohte Völker GfbV
989,Gewerkschaft des Verkehrspersonals SEV
990,Geneva Academy of International Humaniatrian Law and Human Rights / Panel on Human Dignity
991,"santésuisse, vips, Intergenerika, Interpharma"
992,"""Sonntagsallianz"""
993,Initiativkomitee eidg. Volksinitiative «gegen die Abzockerei» und überparteiliches Komitee «Volk gegen Abzockerei»
994,"vips Vereinigung Pharmafirmen in der Schweiz, Interpharma"
995,FDP.Die Liberalen / SVP Schweiz / CVP Schweiz / BDP / grünliberale
996,"""Komitee Ja zum Raumplanungsgesetz"""
997,"Komitee Eidgenössische Volksinitiative ""Erbschaftssteuerreform"""
998,SGB / Travail.Suisse
999,Pro Komitee „JA zur Familie“
1000,"ASIP, Ausgleichsfonds AHV/IV/EO, economiesuisse, ethos, Schweizerische Bankiervereinigung, Swissholdings"
1001,"Dominique de Buman, Conseiller national"
1002,Bürgerliches Komitee JA zum Raumplanungsgesetz
1003,"SP Schweiz, Grüne Schweiz, SMV Schweizerischer Mieterinnen- und Mieterverband"
1004,Schweizerische Helsinki-Vereinigung
1005,Zentrum für Demokratie Aarau (ZDA)
1006,Überparteiliches Komitee gegen die Verstaatlichung der Kinder
1007,"Überparteiliches Komitee ""JA zur Familie"""
1008,Schweizer Parteivertretende gemeinsam für die Abzocker-Initiative
1009,Komitee «Jugend gegen Abzockerei»
1010,Generalsekretariat EFD
1011,Schweizerischer Gewerkschaftsbund SGB / SGB-Frauen
1012,Überparteiliches Komitee „Nein zur missratenen Revision des Raumplanungsgesetzes“
1013,SwissSkills Bern 2014
1014,Bundesamt für Migration BFM und Stadtrat von Zürich
1015,Ja-Komitee zur Unterstützung der Abzocker-Initiative
1016,economiesuisse und Schweizerischer Gewerbeverband sgv
1017,Verband der Schweizer Studierendenschaften (Initiativ-Komitee)
1018,Eidgenössische Zollverwaltung und UNHCR
1019,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport VBS"
1020,Bundesamt für Gesundheit und Verband der Kantonschemiker VKCS
1021,"Frauenallianz Lohngleichheit (BDP, CVP Frauen, FDP Frauen, Grüne, glp, SGB und SP Frauen Schweiz)"
1022,Fraktionen der BV
1023,Greenpeace
1024,"Bundesamt für Sozialversicherungen gemeinsam mit Swisscom, SIEA und Jacobs Foundation"
1025,Eidgenössische Kommission für Konsumentenfragen EKK
1026,Komitee «JA zum Raumplanungsgesetz»
1027,Stimme Q
1028,-
1029,Sonntagsallianz
1030,"Überparteiliches Komitee ""JA zum Schutz der Privatsphäre"""
1031,Oberaufsichtskommission Berufliche Vorsorge
1032,Bundesamt für Raumentwicklung ARE und Ecoparc
1033,Diverse Organisationen und EJPD
1034,Überparteiliches Komitee für die Asylgesetzrevision
1035,Abstimmungskomitee NEIN zur Asylgesetzrevision
1036,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport VBS"
1037,Höhere Kaderausbildung der Armee HKA und Militärakademie an der ETH Zürich MILAK
1038,Käfigturm – Polit-Forum des Bundes / US Botschaft in Bern
1039,scienceindustries
1040,Eidgenössisches Finanzdepartement EFD und Konferenz der Kantonalen Finanzdirektorinnen und Finanzdirektoren FDK
