,0
586,"SP Frauen, Grüne, FDP Frauen und CVP Frauen"
587,"Direktion für Entwicklung und Zusammenarbeit (DEZA), UNFPA"
588,"Associazione consumatrici e consumatori della Svizzera italiana (ACSI), Fédération Romande des Consomateurs (FRC) und Stiftung für Konsumentenschutz (SKS)"
589,Verband der Fachhochschuldozierenden Schweiz (fh-ch) und der Verband der Schweizer Studierendenschaften (VSS-UNES)
590,"CardioVascSuisse, Schweizerische Herzstiftung und Schweizerische Gesellschaft für Kardiologie"
591,Überparteiliches JA-Komitee
592,transfair
593,Bundesamt für Umwelt (BAFU) und Schweizerischer Alpen-Club (SAC)
594,"Parlamentarische Gruppe ""für Menschen mit Hörbehinderungen"""
595,"Département fédéral de l'économie, de la formation et de la recherche"
596,Gesundheitsdirektorenkonferenz (GDK) und der Dachorganisation Arbeitswelt Gesundheit (OdASanté)
597,Ecole du vin de Changins
598,EUROPAN Suisse und Bundesamt für Wohnungswesen (BWO)
599,Eidgenössische Finanzmarktaufsicht (FINMA)
600,Parlamentarische Gruppe Gesundheit
601,Bundesamt für Energie (BFE) und Eidgenössisches Nuklearsicherheitsinspektorat (ENSI )
602,IG Mineralwasser und Schweizerischer Verband der Mineralquellen und Soft-Drink-Produzenten (SMS)
603,"Überparteiliches Unterstützungskomitee ""Tierschutzanwalt"""
604,Schweizerischer Verband für Weiterbildung (SVEB)
605,OECD
606,économiesuisse
607,"Bundesamt für Umwelt (BAFU), Bundesamt für Kommunikation (BAKOM), Bundesamt für Raumentwicklung (ARE), Schweizerische Bau-, Planungs- und Umweltdirektoren-Konferenz BPUK"
608,"Bundesamt für Berufsbildung und Technologie BBT, Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK)"
609,Schweizerischer Gewerbeverband (sgv)
610,VCS Verkehrsclub der Schweiz
611,Fussverkehr Schweiz
612,Procap
613,GPK-N/S
614,Grünliberale Partei Schweiz
615,Universität Bern
616,Parlamentarische Gruppe Erneuerbare Energien
617,Parlamentsdienste und Eidgenössisches Volkswirtschaftsdepartement
618,vips (Vereinigung Pharmafirmen in der Schweiz) und Interpharma
619,"Komitee ""JA zur Forschungsfreiheit und Menschenwürde"""
620,Eidgenössische Elektrizitätskommission
621,Eidgenössisches Volkswirtschaftsdepartement EVD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
622,Schweizerischer Verband Freier Berufe
623,Verband Kindertagesstätten der Schweiz (KiTaS) und vpod
624,Vereinigung der Bundeshaus-Journalistinnen und -Journalisten (VBJ)
625,Schweizer Netzwerk für Bildung und internationale Zusammenarbeit
626,Vimentis - Die Meinungsumfrage
627,"""Generationenkomitee gegen Rentenklau"""
628,"Überparteiliches Komitee ""Nein zum Rentenklau"""
629,"Überparteiliches Komitee ""Abtreibungsfinanzierung ist Privatsache"""
630,CVP-EVP-glp Fraktion
631,"Überparteiliches Komitee ""Nein zur nutzlosen Tieranwalt-Initiative"""
632,Nationalratspräsidentin Pascale Bruderer und Schweizerische Gemeinnützige Gesellschaft (SGG)
633,"Wissenschaftliches Komitee ""Ja zur Forschung am Menschen"""
634,Eidg. Kommission gegen Rassismus (EKR)
635,Eidgenössisches Volkswirtschaftsdepartement und Die Post
636,Bundesamt für Statistik (BFS) und economiesuisse
637,Initiativ-Komitee «Ja zur Hausarztmedizin»
638,"Komitee ""Stiftungsräte und Pensionskassenfachleute gegen Senkung des Umwandlungssatzes"""
639,Fokus Anti-Atom
640,Postregulationsbehörde PostReg
641,Komitee «Fairer Umwandlungssatz für sichere Renten»
642,Büro-N
643,SBG und Unia
644,SGB-Frauen
645,"Association suisse des Centres sociaux protestants (CSP), Genève, Lausanne, Moutier Neuchâtel"
646,"Bundesamt für Strassen (ASTRA), Bau-, Verkehrs- und Energiedirektion des Kantons Bern (BVE), Direktion für Tiefbau, Verkehr und Stadtgrün (TVS) der Stadt Bern"
647,swisscor Stiftung
648,"Initiativkomitee Eidgenössische Volksinitiative ""gegen die Abzockerei""; Parteileitung SVP Schweiz"
649,"Europarat, EDA, EJPD"
650,Institut für Geistiges Eigentum (IGE) und Polit-Forum des Bundes
651,"Fastenopfer, Brot für alle und Partner sein"
652,Schweizerische Bundesbahnen (SBB) und Bundesamt für Verkehr (BAV)
653,Suva
654,Verkehrs-Club der Schweiz (VCS)
655,Eidgenössisches Nuklearsicherheitsinspektorat (ENSI)
656,swisstopo
657,Schweizerischer Arbeitgeberverband (SAV)
658,Büro-S
659,Fraktion CVP-EVP-glp
660,Schweizerischer Gewerkschaftsbund (SGB) und Unia
661,"Bundesamt für Energie (BFE), Bundesamt für Umwelt (BAFU), Bundesamt für Raumentwicklung (ARE)"
662,pro audito schweiz
663,"Bundesamt für Statistik (BFS), Bundesamt für Polizei (fedpol), Konferenz der kantonalen Justiz- und Polizeidirektorinnen und -direktoren (KKJPD)"
664,"Eidg. Forschungsanstalt für Wald, Schnee und Landschaft (WSL), Bundesamt für Umwelt (BAFU)"
665,Bundesamt für Verkehr (BAV) und Schweizerische Bundesbahnen (SBB)
666,Verkehrsclub der Schweiz (VCS)
667,GPK-N+S
668,Parlamentarische Gruppe Schweiz-Palästina
669,"Bündnis gegen den Abbau der Arbeitslosenversicherung (SGB, Unia, SPS, Grüne, Travail.Suisse, Arbeitslosenkomitees)"
670,Grüne Partei Schweiz und Swissaid
671,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes"""
672,"Bundesamt für Energie (BFE), Bundesamt für Gesundheit (BAG)"
673,Schweizerischer Gewerkschaftsbund (SGB) und Bankpersonalverband
674,Plattform Agrotreibstoffe
675,Initaitivkomitee  «Schutz vor Passivrauchen»
676,"Kanton Bern, République et Canton de Genève, Bundeskanzlei (BK)"
677,Home Office Day
678,Forum Managed Care
679,Kommando Operationen
680,RoadCross Schweiz
681,"Expertenkommission ""Too big to fail"""
682,Bundesamt für Strassen ASTRA
683,Sportamt Stadt Bern
684,"VSS, Verband der Schweizer Studierendenschaften"
685,armasuisse und Eidgenössiche Materialprüfungs- und Forschungsanstalt (Empa)
686,Gewerkschaft Kommunikation
687,SEV - Gewerkschaft des Verkehrspersonals
688,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Volkswirtschaftsdepartement EVD
689,Staatssekretariat für Wirtschaft (SECO) und Bundesamt für Gesundheit (BAG)
690,Life Science Communication AG
691,Eidgenössisches Departement des Innern (EDI) und Carnegie-Stiftung für LebensretterInnen (Schweiz)
692,männer.ch - Dachverband der Schweizer Männer- und Väterorganisationen
693,Interpharma
694,Députation tessinoise aux Chambres fédérales
695,Alliance Sud und Amnesty International
696,Fachstelle für Rassismusbekämpfung (FRB)
697,"Schweizerische Flüchtlingshilfe (SFH), Bundesamt für Migration (BFM), UNHCR"
698,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE
699,Schweiz. Gewerbeverband sgv
700,Koalition NoMegatrucks
701,VBS/Nachrichtendienst des Bundes
702,Eidgenössisches Departement für auswärtige Angelegenheiten (EDA) und Organisation internationale de la Francophonie
703,"SPS, Grüne, JUSO, Unia, SGB"
704,Vereinigung aktiver Senioren- und Selbsthilfe-Organisationen der Schweiz (VASOS)
705,Der Bundesrat
706,"Referendumskomitee ""Nein zum Abbau der ALV"""
707,Bündnis «Ja zur Aufhebung der Wehrpflicht!»
708,Kommunikation Kanton Bern und Informationsdienst der Stadt Bern
709,Staatssekretariat für internationale Finanzfragen
710,Schweizerische Bundesversammlung und Interparlamentarische Union (IPU)
711,Stiftung Öffentlichkeit und Gesellschaft
712,Schweizerischer Arbeitsgemeinschaft der Jugendverbände
713,NR R.Joder
714,Käfigturm – Polit-Forum des Bundes
715,"CVP Schweiz, SP Schweiz"
716,Energie-Agentur der Wirtschaft
717,NR A. Daguet
718,Spitalverband H+
719,Preisüberwacher/Verband öffentlicher Verkehr
720,Schweizerische Akademie der Geistes- und Sozialwissenschaften SAGW
721,"Überparteiliches Komitee ""Höhere Lohnabzüge stoppen - Sichere Arbeitslosen- versicherung JA"""
722,VPOD und SGB
723,Referendumskomitee
724,Rot-Grün-Mitte Komitee gegen den Abbau der Arbeitslosenversicherung
725,Eidgenössisches Departement für auswärtige Angelegenheiten (EDA) und Eidgenössisches Volkswirtschaftsdepartement (EVD)
726,"Bundesamt für Sport BASPO, «schule bewegt»"
727,"pro audito schweiz, die Organisation für Menschen mit Hörproblemen"
728,Kanton Aargau
729,Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)
730,"Alliance Sud, Amnesty International"
731,NR Werner Messmer und NR Paul Rechsteiner
732,Gewerkschaft des Verkehrspersonals (SEV) und Partner
733,Initiativkomitee «Für eine starke Post»
734,Konferenz Kantonaler Volkswirtschaftsdirektoren (VDK)
735,Careum Stiftung
736,swisscleantech
737,Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Department für auswärtige Angelegenheiten (EDA)
738,Krebsliga Schweiz
739,Initiativkomitee « Für Transparenz in der Krankenversicherung »
740,Eidgenössische Finanzmarktaufsicht FINMA
741,"Exptertenkommission ""Too big to fail"""
742,"SVP Schweiz / Überparteiliches Komitee ""NEIN zum Gegenentwurf zur Ausschaffungsinitiative"""
743,Plattform für eine sozial nachhaltige Landwirtschaft
744,Komitee Ausschaffungsinitiative 2xNein
745,"Überparteiliches Komitee ""Steuerinitiative-Nein"""
746,EVD/UVEK
747,EVD/EDA
748,Schweizerische Arbeitsgemeinschaft der Jugendverbände SAJV
749,Überparteiliches Komitee „Ja zur Steuergerechtigkeit“
750,Eidgenössische Koordinationskommission für Familienfragen (EKFF)
751,"Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK)"
752,FORS – Schweizer Kompetenzzentrum Sozialwissenschaften
753,Staatssekretariat für Wirtschaft (SECO) und Stiftung KInderschutz Schweiz
754,"Eidgenössisches Department für auswärtige Angelegenheiten (EDA) - Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK)"
755,Eidgenössisches Nuklearsicherheitsinspektorat (ENSI) und Bundesamt für Energie (BFE)
756,Verband Schweizerischer Elektrizitätsunternehmen (VSE) und Bundesamt für Energie (BFE)
757,Dialog Nationale Gesundheitspolitik (Bundesamt für Gesundheit und Schweizerische Konferenz der kantonalen Gesundheitsdirektorinnen und -direktoren)
758,Allianz Qualität vor Kosten im Gesundheitswesen (allianz q)
759,cfd – Christlicher Friedensdienst – Die feministische Friedensorganisation
760,Junge Grüne
761,FDP.Die Liberalen und CVP Schweiz
762,Stiftung MyHandicap
763,Parlamentarische Gruppe Komplementärmedizin
764,"Grüne Partei der Schweiz, Solidarité sans frontières und weitere Organisationen"
765,Bundesamt für Sport BASPO / Eidgenössische Hochschule für Sport Magglingen EHSM
766,"Alliance Sud, Erklärung von Bern, Gesellschaft für bedrohte Völker, Gesellschaft Schweiz-Tibetische Freundschaft"
767,Eidgenössische Kommunikationskommission ComCom und Bundesamt für Kommunikation BAKOM
768,"Bundesamt für Statistik (BFS) / Bundesamt für Landestopografie (swisstopo) / Institut für Kartographie, ETH Zürich"
769,ch Stiftung für eidgenössische Zusammenarbeit
770,Initiativkomitee
771,Gewerkschaft Kommunikation und Gewerkschaft Comedia
772,Schweizerischen Konferenz der kantonalen Erziehungsdirektoren (EDK) / Bundesamt für Berufsbildung und Technologie (BBT)
773,Führungsstab der Armee (FST A)
774,Verein Hauptstadtregion Schweiz
775,PLR.Les Libéraux-Radicaux
776,GPK-S
777,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)"
778,Bildungskoalition der Nicht-Regierungsorganisationen
779,NR Daniel Brélaz
780,Bündnis „Für den Schutz vor Waffengewalt“
781,santésuisse / Interpharma / vips
782,Allianz der Konsumentenschutz-Organisationen
783,Überparteiliches Komitee „NEIN zur nutzlosen und irreführenden Waffeninitiative“
784,Erklärung von Bern / Greenpeace
785,Eidg. Untersuchungsrichteramt
786,Aussenpolitische Kommission des Nationalrats
787,Überparteiliche Allianz „Ja zum Schutz vor Waffengewalt“
788,Regierungsrätin Sabine Pegoraro
789,Schweizer Armee
790,Überpartieliche Komitees
791,Verschiedene
792,Initiativkomitee «Ja zur Hausarztmedizin»
793,Eidgenössische Finanzverwaltung (EFV) und Eidgenössische Steuerverwaltungs (ESTV)
794,Vimentis
795,"Leistungserbringer des Gesundheitswesens (Personalverbände, H+, FMH)"
796,Arbeitsgruppe zur Umsetzung der Ausschaffungsinitiative (AG Ausschaffung)
797,"Überparteiliches Frauenkomitee ""Nein zur nutzlosen und irreführenden Waffeninitiative"""
798,BDP Schweiz
799,Überparteiliche Gruppe zur Umsetzung der KVG-Revision Spitalfinanzierung
800,Ausgleichsfonds AHV/IV/EO
801,Trägerverein Initiative „für eine öffentliche Krankenkasse“
802,GPK-NR/SR
803,IG Mineralwasser/Verband Schweizerischer Mineralquellen und Soft-Drink-Produzenten
804,SWISSAID / Plattform Agrotreibstoffe
805,Eidgenössisches Justiz- und Polizeidepartement (EJPD) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)
806,Fastenopfer / Brot für alle
807,Höhere Kaderausbildung der Armee (HKA) und Militärakademie an der ETH Zürich MILAK
808,"Grüne Partei der Schweiz, Junge Grüne Schweiz"
809,Allianz der Konsumentenschutz-Organisationen (SKS)
810,Parlamentarische Gruppe Peak Oil & Schweizerische Energie-Stiftung
811,Schweizerischer Fischerei-Verband
812,TA-SWISS (Zentrum für Technologiefolgen-Abschätzung)
813,"Schweiger,Bänziger,Hutter,Binder"
814,Das Gebäudeprogramm
815,Schweizerischer  Ingenieur- und Architektenverein SIA
816,Energie-Agentur der Wirtschaft und Stiftung Klimarappen
817,Europäische Kooperative Longo maï
818,Sucht Info Schweiz
819,Nachrichtendienst des Bundes
820,Junge Grüne Schweiz
821,Höhere Kaderausbildung der Armee HKA / Militärakademie an der ETH Zürich MILAK
822,Gemeindeduell schweiz.bewegt und Sportamt Stadt Bern
823,"Überparteiliches Petitionskomitee ""200 Franken sind genug"""
824,Tripartite Agglomerationskonferenz TAK
825,Gesellschaft Schweizer Tierärztinnen und Tierärzte
826,FPD.Die Liberalen
827,Schweizerischer Gewerkschaftsbund SBG
828,Arbeitsgruppe zur Umsetzung der neuen Verfassungsbestimmung über die Ausschaffung
829,Schweizer Wirtschaftsverbände
830,Eidgenössisches Volkswirtschaftsdepartement (EVD) / Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK)
831,Wirtschaftsverband swissscleantech
832,GK
833,Verband öffentlicher Verkehr VöV
834,SP-Bundeshausfraktion
835,Überparteiliche Gruppe
836,INSOS Schweiz
837,SECO – Leistungsbereich Wirtschaftliche Zusammenarbeit und Entwicklung
838,Vertreterinnen und Vertreter der Jungparteien
839,Überparteiliches Komitee für das DRG-Moratorium
840,"Überparteiliches Komitee ""Unbestechlich für das Volk"""
841,energy for future
842,NR Georges Theiler
843,Bundesverwaltungsgericht
844,Schweizerischer Arbeitgeberverband und Schweizerischer Gewerkschaftsbund/Travail.Suisse
845,Grüne Fraktion
846,NR Ricardo Lumengo
847,NR Doris Fiala
848,Fondation Franz Weber
849,OTIF
850,Winterhilfe Schweiz
851,Eidgenössische Kommission für Kinder- und Jugendfragen EKKJ
852,Bundesamt für Veterinärwesen zusammen mit dem Veterinärdienst der Urkantone
853,"Nationalrätin Katharina Prelicz-Huber, Grüne"
854,EKF und Schweizer Frauendachverbände
855,Überparteiliches Komitee „Abtreibungsfinanzierung ist Privatsache“
856,Kommission für Technologie und Innovation KTI
857,Geschäftsprüfungskommission des National- und Ständerates
858,"Umweltallianz (WWF Schweiz, Greenpeace, VCS, Pro Natura)"
859,CVP/SPS
860,jungfreisinnige Schweiz
861,Verlag Nagel&Kimche
862,Trägerorganisationen «Fairplay im Wahlkampf»
863,Eawag: Wasserforschungsinstitut des ETH-Bereichs
864,Parlamentsdienste / Polit-Forum Käfigturm
865,Konferenz der Kantonalen Polizeikommandanten der Schweiz (KKPKS)
866,Kommission für Technologie und Innovation KTI – ab 1.1.2018 Innosuisse - Schweizerische Agentur für Innovationsförderung
867,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE / Architektur Forum Bern
868,Verband öffentlicher Verkehr
869,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE  und die kantonalen Fachstellen für Archäologie und Denkmalpflege
870,"Bundesamt für Sport BASPO und Amt für Bevölkerungsschutz, Sport und Militär des Kantons Bern BSM"
871,SCHWEIZERISCHER GEWERKSCHAFTSBUND
872,Konsumentenforum kf
873,Militärakademie an der ETH Zürich/Höhere Kaderausbildung der Armee
874,Verhandlungsgemeinschaft Bundespersonal (VGB)
875,Schweizerischer Wissenschafts- und Technologierat SWTR
876,SP Fraktion
877,"Nationalräte Andreas Brönnimann, Walter Wobmann, Ulrich Schlüer"
878,Eidgenössiche Kommission für Kinder- und Jugendfragen EKKJ
879,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes!"""
880,"Nationalräte Luzi Stamm, Lukas Reimann, Ulrich Schlüer"
881,NR Hans Stöckli
882,Schweizer Luftwaffe
883,"BSV, swisscom, siea (swiss interactive entertainment association)"
884,CVP Schweiz / PDC suisse
885,Glasfasernetz Schweiz
886,Generalsekretariat EDI
887,NR Lukas Reimann (SVP SG)
888,ASK Allianz Schweizerische Krankenversicherung
889,"Swissmedic, Stop Piracy, Pharmasuisse, Interpharma"
890,OECD/WHO/BAG
891,Forum Gesundheit Schweiz FGS
892,Forum Gesundheit Schweiz
893,"Allianz von Entwicklungs- und Menschenrechtsorganisationen, Umwelt- und Frauenverbänden, Gewerkschaften und kirchlichen Gruppen"
894,Expotrans SA
895,Swissmem
896,Arbeitsgemeinschaft Tabakprävention Schweiz
897,"Universität Bern, Institut für Europa- und Wirtschaftsvölkerrecht, in Zusammenarbeit mit dem Integrationsbüro EDA/EVD"
898,Amtliche Vermessung Schweiz
899,NR Andrea Hämmerle / Rüegger Verlag / Die Südostschweiz
900,"Bundesamt für Gesundheit, actionsanté"
901,Bundesamt für Gesundheit und Schweizerische Konferenz der kantonale Gesundheitsdirektorinnen und -direktoren
902,Lohngleichheitsdialog
903,Schweiz. Spielgruppen-Leiterinnen-Verband  SSLV
904,Parlamentarische Gruppe Gesundheitspolitik der Bundesversammlung
905,Verband Schweizerischer Polizei-Beamter
906,Parlamentarischen Gruppe Tibet und Gesellschaft Schweizerisch-Tibetische Freundschaft (GSTF)
907,NR Bruno Zuppiger
908,Testveranstalter
909,Mediapulse Gruppe
910,EUROPAN Schweiz / Bundesamt für Wohnungswesen BWO
911,Arbeitskreis Flugverkehr AFV
912,Schweizer Buchhändler- und Verleger-Verband (SBVV)
913,Santésuisse / Interpharma / vips
914,Verband der Schweizer Studierendenschaften VSS-UNES
915,Eidgenössische Kommission für Migrationsfragen EKM
916,Fondation Franz Weber / Helvetia Nostra
917,Nationales Pro-Komitee „6 Wochen Ferien für alle“
918,Eidg. Kommunikationskommission (ComCom)
919,"Jungfreisinnige, JSVP, FDP, SVP, glp sowie Piratenpartei gegen ein Preisdiktat"
920,Verbindung der Schweizer Ärztinnen und Ärzte FMH
921,HEV Schweiz & SGFB
922,Überparteiliches Komitee « Ferieninitiative Nein »
923,"Allianz „Recht ohne Grenzen“, www.rechtohnegrenzen.ch"
924,Generalsekretariat EJPD
925,Überparteiliches Komitee „Nein zur Zweitwohnungsinitiative“
926,Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)
927,"Allianz ""Nein zur Zweitwohnungsinitiative"""
928,Schweizerischer Mieterinnen- und Mieterverband
929,"Schweizerischer Gewerkschaftsbund (SGB), Business and Professionnal Women (BPW), SP Frauen, CVP Frauen, BDP Frauen, FDP Frauen"
930,Eidgenössische Finanzverwaltung und Bundesamt für Gesundheit
931,"Schweizerischer Arbeitgeberverband, Schweizerischer Gewerbeverband, IV-Stellen-Konferenz, Bundesamt für Sozialversicherungen"
932,Überparteiliches Komitee «JA zum Buch»
933,Schweizerischer Verband der Uhrenindustrie FH
934,Schweizerische Volkspartei SVP
935,Handelskammer und Arbeitgeberverband Graubünden
936,Schweiz. Akademie der Medizinischen Wissenschaften/vips Vereinigung Pharmafirmen in der Schweiz
937,NR Urs Gasche
938,Verein Alpen-Initiative
939,AUNS Schweiz
940,"Komitee „NEIN zur schädlichen AUNS-Initiative“ (CVP, FDP, SP, Grüne, BDP, GLP)"
941,Eidg. Revisionsaufsichtsbehörde RAB
942,"SVP Schweiz, Delegiertenversammlung"
943,FINMA
944,Überparteiliches Komitee „Unbestechlich für das Volk“
945,Bundesamt für Gesundheit BAG und Schweizerische Konferenz der kantonalen Gesundheitsdirektoren GDK
946,Immunitätskommission des Nationalrats (IK-N)
947,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD
948,Initiativ-Komitee
949,Verein „Nein zum Abbau der IV“
950,Überparteiliches Initiativkomitee
951,NPO-Forum
952,"Parlamentarisches Komitee „Eigene vier Wände dank Bausparen"""
953,Amtliche Vermessung
954,Bundesamt für Gesundheit und Bundesamt für Umwelt und Staatssekretariat für Wirtschaft
955,Allianz für eine sichere und bessere Medizin
956,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA, Eidgenössisches Finanzdepartement EFD, Eidgenössisches Volkswirtschaftsdepartement EVD"
957,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA, Information EDA, Generalsekretariat GS"
958,Rat der Eidgenössischen Technischen Hochschulen
959,"Bundesamt für Umwelt BAFU, Bundesamt für Energie BFE, Konferenz Kantonaler Energiedirektoren EnDK"
960,Eidgenössische Kommission für Frauenfragen EKF und Schweizerisches Kompetenzzentrum für Menschenrechte SKMR
961,Projet Lohngleichheitsdialog und McDonalds Schweiz und Unia
962,Allianz 'Recht ohne Grenzen'
963,Bundesamt für Statistik (BFS) und Bundesamt für Raumentwicklung (ARE)
964,eHealth Suisse
965,Präsenz Schweiz - Eidgenössisches Departements für auswärtige Angelegenheiten EDA
966,"Verband Schweizer Privatradios (VSP), Radios Régionales Romandes (RRR), TELESUISSE und Bundesamt für Kommunikation (BAKOM)"
967,Lean on Me
968,"Komitee „Ja zu einer besseren Medizin"""
969,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA / Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK / Eidgenössisches Volkswirtschaftsdepartement EVD"
970,CVP Schweiz / BDP Schweiz
971,"Parlamentarische Gruppe ""Steuerstandort Schweiz stärken"""
972,TA-SWISS
973,Agile Behinderten-Selbsthilfe Schweiz
974,Oberaufsichtskommission Berufliche Vorsorge OAK BV
975,interpharma iph
976,Initiativkomitee / NR Lukas Reimann
977,NR Christoph Blocher
978,"Integrationsbüro EDA/EVD, DEZA, SECO"
979,NR Filippo Leutenegger und NR Natalie Rickli
980,Nationale Alarmzentrale
981,Komitee „Nein zum radikalen Rauchverbot“
982,Hauseigentümerverband Schweiz
983,"BAG, EKAS, SECO, BAFU, BLW und SVV"
984,Initiativkomitee eidg. Volksinitiative „Schutz vor Passivrauchen“
985,Grüne
986,IG jugend und musik
987,Tripartite Agglomerationskonferenz (TAK)
988,Verein Stromeffizienz-Initiative
989,PK-Netz
990,Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB) und Schweizer Berghilfe
991,Gesellschaft Schweiz-UNO (GSUN)
992,"Überparteiliches Komitee ""Nein zur Alterswohn-Initiative"""
993,Dachverband Schweizer Jugendparlamente (DSJ) / Infoklick.ch / Stiftung Dialog
994,Forum Bildung
995,Verteidigung
996,Akademie der Naturwissenschaften Schweiz (SCNAT)
997,Brot für alle / Fastenopfer
998,Referendum EPG
999,Universität Bern und Institut für Kunstgeschichte
1000,"Komitee ""Tierseuchengesetz – Ja"""
1001,GPDeI
1002,Schweizerischer Gemeindeverband SGV und Schweizerischer Gewerbeverband sgv
1003,Suisse Eole
1004,Eidgenössisches Departement für auswärtige Angelegenheiten EDA / Direktion für Entwicklung und Zusammenarbeit DEZA
1005,Männer.ch / DER TEILZEITMANN
1006,OcCC (Beratendes Organ für Fragen der Klimaänderung des Bundes)
1007,Komitee Referendum EPG
1008,Schweizerischer Gewerkschaftsbund und ASCO Schweiz
1009,Eidg. Kommission gegen Rassismus EKR und Seminar für Soziologie der Universität Basel
1010,Nationale Ethikkommission im Bereich Humanmedizin (NEK-CNE)
1011,Verband der Schweizerischen Lack- und Farbenindustrie und Schweizerischer Gewerbeverband
1012,Schweizerisches Komitee „Nein zur missratenen Revision des Raumplanungsgesetzes“
1013,TA-SWISS  Zentrum für Technologiefolgen-Abschätzung
1014,Bundesamt für Landestopografie swisstopo
1015,ENSI-Rat
1016,Überparteiliches Komitee „Minder-Initiative NEIN“
1017,Alliance rail-route (Arc lémanique – Tessin)
1018,Nationalrat Hans Fehr
1019,Gesellschaft für bedrohte Völker GfbV
1020,Gewerkschaft des Verkehrspersonals SEV
1021,Geneva Academy of International Humaniatrian Law and Human Rights / Panel on Human Dignity
1022,"santésuisse, vips, Intergenerika, Interpharma"
1023,"""Sonntagsallianz"""
1024,Initiativkomitee eidg. Volksinitiative «gegen die Abzockerei» und überparteiliches Komitee «Volk gegen Abzockerei»
1025,"vips Vereinigung Pharmafirmen in der Schweiz, Interpharma"
1026,FDP.Die Liberalen / SVP Schweiz / CVP Schweiz / BDP / grünliberale
1027,"""Komitee Ja zum Raumplanungsgesetz"""
1028,"Komitee Eidgenössische Volksinitiative ""Erbschaftssteuerreform"""
1029,SGB / Travail.Suisse
1030,Pro Komitee „JA zur Familie“
1031,"ASIP, Ausgleichsfonds AHV/IV/EO, economiesuisse, ethos, Schweizerische Bankiervereinigung, Swissholdings"
1032,"Dominique de Buman, Conseiller national"
1033,Bürgerliches Komitee JA zum Raumplanungsgesetz
1034,"SP Schweiz, Grüne Schweiz, SMV Schweizerischer Mieterinnen- und Mieterverband"
1035,Schweizerische Helsinki-Vereinigung
1036,Zentrum für Demokratie Aarau (ZDA)
1037,Überparteiliches Komitee gegen die Verstaatlichung der Kinder
1038,"Überparteiliches Komitee ""JA zur Familie"""
1039,Schweizer Parteivertretende gemeinsam für die Abzocker-Initiative
1040,Komitee «Jugend gegen Abzockerei»
1041,Generalsekretariat EFD
1042,Schweizerischer Gewerkschaftsbund SGB / SGB-Frauen
1043,Überparteiliches Komitee „Nein zur missratenen Revision des Raumplanungsgesetzes“
1044,SwissSkills Bern 2014
1045,Bundesamt für Migration BFM und Stadtrat von Zürich
1046,Ja-Komitee zur Unterstützung der Abzocker-Initiative
1047,economiesuisse und Schweizerischer Gewerbeverband sgv
1048,Verband der Schweizer Studierendenschaften (Initiativ-Komitee)
1049,Eidgenössische Zollverwaltung und UNHCR
1050,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport VBS"
1051,Bundesamt für Gesundheit und Verband der Kantonschemiker VKCS
1052,"Frauenallianz Lohngleichheit (BDP, CVP Frauen, FDP Frauen, Grüne, glp, SGB und SP Frauen Schweiz)"
1053,Fraktionen der BV
1054,Greenpeace
1055,"Bundesamt für Sozialversicherungen gemeinsam mit Swisscom, SIEA und Jacobs Foundation"
1056,Eidgenössische Kommission für Konsumentenfragen EKK
1057,Komitee «JA zum Raumplanungsgesetz»
1058,Stimme Q
1059,-
1060,Sonntagsallianz
1061,"Überparteiliches Komitee ""JA zum Schutz der Privatsphäre"""
1062,Oberaufsichtskommission Berufliche Vorsorge
1063,Bundesamt für Raumentwicklung ARE und Ecoparc
1064,Diverse Organisationen und EJPD
