,0
1065,Überparteiliches Komitee für die Asylgesetzrevision
1066,Abstimmungskomitee NEIN zur Asylgesetzrevision
1067,Bundesamt für Landwirtschaft BLW
1068,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport VBS"
1069,Höhere Kaderausbildung der Armee HKA und Militärakademie an der ETH Zürich MILAK
1070,Käfigturm – Polit-Forum des Bundes / US Botschaft in Bern
1071,scienceindustries
1072,Eidgenössisches Finanzdepartement EFD und Konferenz der Kantonalen Finanzdirektorinnen und Finanzdirektoren FDK
1073,"Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
1074,Alliance Patrimoine
1075,Schweizerische Flüchtlingshilfe SFH und UN Hochkommissariat für Flüchtlinge und Bundesamt für Migration (BfM)
1076,Schweizerische Vereinigung Eltern gegen Drogen und Dachverband Drogenabstinenz Schweiz
1077,Grüne Partei Schweiz (GPS)
1078,Staatssekretariat für Wirtschaft SECO und Direktion für Entwicklung und Zusammenarbeit DEZA
1079,Überparteiliches Komitee „Ja zum Privatsphärenschutz“
1080,"SR Stefan Engler, SR Martin Schmid und NR Heinz Brand"
1081,éducation21
1082,Blutspende SRK Schweiz
1083,Schwedisch-schweizerische Allianz gegen neue Kampfjets
1084,Kleinbauern-Vereinigung
1085,BDP und CVP/EVP-Fraktion
1086,Stadt Zürich und Bundesamt für Migration
1087,"Überparteiliches Komitee ""Ja zum Arbeitsgesetz"""
1088,FinDel
1089,Allianz «JA zur Initiative für den öffentlichen Verkehr»
1090,Städteinitiative Sozialpolitik
1091,Überparteiliches Komitee «JA zur Vignette»
1092,Abstimmungskomitee «Ja zum Epidemiengesetz»
1093,EpG-Komitee «Nein zum Impfzwang»
1094,Komitee «Nein zur Vignetten-Mogelpackung»
1095,Schweiz. Städteverband
1096,Wirtschafts- und Gewerbekomitee „Ja zum Arbeitsgesetz“
1097,Sicherheitsverbund Schweiz
1098,Abstimmungskomitee „Ja zum Epidemiengesetz“
1099,Forschung für Leben
1100,"Komitee  ""NEIN zum Lohndiktat vom Staat"""
1101,Informatiksteuerungsorgan des Bundes
1102,Bundesamt für Gesundheit und MFH
1103,"NR Jean Christophe Schwab, NR Isabelle Chevalley, NR Balthasar Glättli und NR Lukas Reimann"
1104,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Staatssekretariat für Wirtschaft SECO
1105,Eidgenössisches Departement des Innern (EDI)
1106,Komitee NEIN zur Vignetten-Mogelpackung
1107,«Komitee für die faire Vignette»
1108,«Liberales Komitee gegen die SVP-Familieninitiative»
1109,Bundesamt für Statistik (BFS) / Bundesamt für Gesundheit (BAG)
1110,Komitee NEIN zur 100 Franken Autobahnvignette
1111,Bündnis gegen neue Kampfjets
1112,Programm Jugend und Gewalt
1113,Überparteiliches Komitee «JA zur Familieninitiative»
1114,IG Mineralwasser / SMS
1115,"Komitee ""Ja zur Vignette"""
1116,Bildungskoalition NGO
1117,Komitee gegen die SVP-Familieninitiative
1118,Schweizerische Konferenz der kantonalen Erziehungdirektoren (EDK)
1119,"Allianz der frauen-, männer- und familienpolitischen Organisationen gegen die SVP-Familieninitiative"
1120,Eidgenössische Kommission gegen Rassismus EKR
1121,1:12-Initiative
1122,Staatssekretariat für internationale Finanzfragen (SIF)
1123,"Parteipräsidenten der FDP.Die Liberalen, der Grünliberalen, der SP, der CVP-Frauen, der BDP und der Grünen"
1124,"BAG, BVET, BLW, BAFU"
1125,"Internationale Balzan Stiftung - ""Fonds"""
1126,Mitglieder der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)
1127,Bundesamt für Statistik BFS und Bundesamt für Raumentwicklung ARE
1128,Komitee „Nein zur SVP-Abschottungsinitiative“
1129,"""Parlamentarier-Grippeimpftag 2013"""
1130,Linkes Komitee «Nein zur SVP-Abschottungsinitiative»
1131,Steuergruppe PISA.ch
1132,GPDel
1133,Allianz für den öffentlichen Verkehr
1134,CHymne – Neue Nationalhymne
1135,Bundesamt für Migration BFM und Fachorganisation AOZ
1136,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung (WBF)"
1137,Eidgenössisches Büro für die Gleichstellung von Menschen mit Behinderungen EBGB
1138,Überparteiliches Komitee «Abtreibungsfinanzierung ist Privatsache»
1139,Überparteiliches Komitee «Schutz vor Sexualisierung in Kindergarten und Primarschule»
1140,Überparteiliches Komitee gegen die Initiative „Abtreibung ist Privatsache“
1141,"Überparteiliches Komitee ""JA zur Volksinitiative gegen Masseneinwanderung"""
1142,Arbeitnehmerkomitee „Nein zur SVP-Abschottungsinitiative“
1143,Überparteiliches Komitee «NEIN zur FABI-Vorlage»
1144,Komitee Schweizer Wirtschaft «NEIN zur SVP-Abschottungsinitiative»
1145,Bündnis „Nein zu den Kampfjet-Milliarden“
1146,"ZHAW School of Management and Law, Zentrum für Sozialrecht"
1147,Schweizer Armee und Kantonspolizei Graubünden
1148,AGROSCOPE
1149,Komitee «Jugend gegen Abschottung»
1150,OECD (Organisation für wirtschaftliche Zusammenarbeit und Entwicklung)
1151,"santésuisse, vips und Interpharma"
1152,Überparteiliches Komitee gegen Überfremdung
1153,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Konferenz der kantonalen Erziehungsdirektoren EDK"
1154,Initiativkomitee «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»
1155,Zentrum für Demokratie Aarau (ZDA)
1156,Schweizerische Energie-Stiftung (SES)
1157,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport (VBS) und Nachrichtendienst des Bundes (NDB)"
1158,FDP / BDP / Grüne / SVP / SP / CVP
1159,Komitee „Ja zur Mindestlohn-Initiative“
1160,Bundesamt für Migration BFM und Konferenz der Kantonsregierungen KdK
1161,siehe Einladung
1162,"Überparteiliches Komitee ""JA zum Gripen"""
1163,Sicherheitsverbundsübung 2014 / Projektorganisation SVU 14
1164,Initiativkomitee „für eine faire Verkehrsfinanzierung“
1165,Bürgerliche Jungparteien
1166,"Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF"
1167,Bio Suisse
1168,"VPOD Schweiz, Gruppe Koordination Stopp-TISA!"
1169,alliance santé
1170,Abstimmungskomitee «Ja zur medizinischen Grundversorgung»
1171,"Überparteiliches Komitee ""Mindestlohn NEIN"""
1172,SP Schweiz und Grüne Schweiz
1173,Eidgenössisches Justiz- und Polizeidepartement / Konferenz der kantonalen Justiz- und Polizeidirektorinnen und –direktoren / Konferenz der kantonalen Sozialdirektorinnen und Sozialdirektoren
1174,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Justiz- und Polizeidepartement EJPD
1175,Parlamentarische Verwaltungskontrolle (PVK)
1176,VSAO Verband Schweizerischer Assistenz- und Oberärztinnen und –ärzte
1177,Bundesamt für Verkehr BAV und GS1 Schweiz
1178,Sentience Politics und Grüne Partei Schweiz
1179,Schweizerischer Gewerbeverband sgv / Schweizerischer Arbeitgeberverband SAV
1180,GPK - N
1181,Überparteiliches Komitee JA zur Hausarzt-Medizin
1182,Komitee „Nein zur Pädophilie-(Initiative)“
1183,"VPOD, Schweizerischer Verband des Personals öffentlicher Dienste"
1184,"Verband zu Hause leben, Gewerkschaft Unia"
1185,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK und Bundesamt für Strassen ASTRA"
1186,"Universität Freiburg, Eidgenössisches Justiz- und Polizeidepartement"
1187,"TCS, ACS, ASTAG, SAB"
1188,Eidgenössisches Justiz- und Polizeidepartement EJPD
1189,Bundesamt für Statistik BFS
1190,Direktion für Entwicklung und Zusammenarbeit DEZA und Staatssekretariat für Wirtschaft SECO
1191,vips Vereinigung Pharmafirmen in der Schweiz
1192,Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Finanzdepartement EFD und Eidgenössisches Justiz- und Polizeidepartement EJPD
1193,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF"
1194,"""Nein-Komitee zum Bundesbeschluss über die medizinische Grundversorgung""."
1195,Reconnaissance International
1196,strasseschweiz – Verband des Strassenverkehrs FRS
1197,Gewerkschaftsjugend
1198,"BAFU, MeteoSchweiz, SED, WSL/SLF, BABS"
1199,Delegierter für Opfer von fürsorgerischen Zwangsmassnahmen
1200,Eidgenössische Konferenz für Kinder- und Jugendfragen EKKJ
1201,"FDP.Die Liberalen, SVP, BDP, CVP, Grünliberale"
1202,Eidg. Finanzdelegation
1203,Sozialdemokratische Partei Schweiz
1204,Schweizer Armee / Luftwaffe
1205,KVF-N / CTT-N
1206,Stiftung 2048
1207,GastroSuisse
1208,Netzwerk Case Management Schweiz
1209,Schweizerischer Spielgruppen-LeiterInnen Verband
1210,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK / Chair Management of Network Industries (MIR), EPFL"
1211,Ärztekomitee für die öffentliche Krankenkasse
1212,Komitee «Umwelt ja – Ecopop nein»
1213,"Komitee ""Junge gegen die Einheitskasse"" (Bestehend aus JSVP, JF, JCVP)"
1214,Überparteiliches Komitee „Frauen gegen Einheitskasse“
1215,Initiativkomitee «Initiative für eine öffentliche Krankenkasse»
1216,Komitee «Nein zur Gastroinitiative»
1217,Verbindung der Schweizer Ärztinnen und Ärzte FMH und H+ Die Spitäler der Schweiz
1218,Staatskanzlei Kanton Solothurn
1219,Neat-Aufsichtsdelegation NAD
1220,"Olivier Feller, conseiller national et Centre patronal et Fédération romande immobilière"
1221,"SW Schweizer Werbung, Konsumentenforum kf,  Vereinigung des Schweizerischen Tabakwarenhandels, IG Freiheit"
1222,nurses at work
1223,Informationsgruppe Erfrischungsgetränke
1224,"Bundesamt für Migration BFM, Repubblica e Cantone Ticino, Comune di Losone"
1225,Bundesamt für Sport BASPO
1226,International Congress on Vocational and Professional Education and Training
1227,Delegation der Bundesversammlung bei der PV OSZE
1228,Überparteiliches Komitee «Ja zum Schutz der Privatsphäre»
1229,Komitee solidarische Schweiz
1230,Historisches Lexikon der Schweiz (HLS)
1231,Überparteiliches Komitee «JA zu Ecopop»
1232,Initiativkomitee Gold-Initiative
1233,Überparteiliches Komitee „Nein zur Pauschalbesteuerungs-Initiative“
1234,Projektorganisation SVU 14
1235,Überparteilichen Komitee gegen die Goldinitiative
1236,Domaine public
1237,Stiftung für Konsumentenschutz (SKS) und Polit-Forum Käfigturm
1238,Eidgenössisches Departement für auswärtige Angelegenheiten EDA / DEZA – Humanitäre Hilfe
1239,"Schweizerischer Gewerbeverband sgv, economiesuisse"
1240,Greenpeace Schweiz
1241,Komitee «JA zur Abschaffung der Pauschalsteuer»
1242,Schweizerisches Arbeiterhilfswerk SAH
1243,"Studiengruppe zur Energiepolitik / Liberales Institut, Genf und Zürich / Institut für Wirtschaftsstudien Basel AG"
1244,FK-N/S und GPK-N/S
1245,World Demographic & Ageing WDA Forum
1246,Nein-Komitee gegen die Initiative zur Abschaffung der Pauschalbesteuerung
1247,Gruppe Raus aus der Sackgasse RASA
1248,Käfigturm - Polit-Forum des Bundes und Stiftung für Konsumentenschutz (SKS)
1249,Präsenz Schweiz EDA
1250,Nationale Plattform Gesundheitsversorgung für Sans-Papiers
1251,"BAG, BLV, BLW und BAFU"
1252,"Interpharma, vips, santésuisse"
1253,Kanton Bern und Gemeinde Köniz
1254,Schweizerische Konferenz für Sozialhilfe (SKOS)
1255,NR Balthasar Glättli (Grüne Partei der Schweiz)
1256,Bürgerlich-Demokratische Partei (BDP) Schweiz
1257,Kantonspolizei Graubünden und Schweizer Armee
1258,Verein «Nein zur 2. Gotthardröhre»
1259,Swissstaffing - Verband der schweizerischen Temporärbranche
1260,Schweizerischer Arbeitgeberverband und economiesuisse
1261,Komitee «Nein zur CVP-Familieninitiative»
1262,Komitee „Ja zu Energie- statt Mehrwertsteuer“
1263,Überparteiliches Komitee „Energie-Steuer NEIN“
1264,CVP-EVP-Fraktion
1265,Groupement des Entreprises Multinationales (GEM)
1266,Compenswiss
1267,"Unia, Second@s plus, Federazione Colonie Libere Italiane"
1268,Intergenerika
1269,Gewerkschaft syndicom
1270,Referendumskomitee gegen die neue Billag-Mediensteuer
1271,Chancellerie fédérale
1272,Schweizerische Hochschulkonferenz SHK
1273,Zentrum für Demokratie Aarau
1274,Schweizerischer Mieterinnen- und Mieterverband SMV
1275,ZDA Zentrum für Demokratie Aarau
1276,Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
1277,Gesundheits- und Präventionsorganisationen und Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV)
1278,SRG und Privatradioverbände
1279,No Hate Speech Movement Switzerland
1280,Sucht Schweiz
1281,Nationales Komitee „NEIN zur PID“
1282,"SVP, FDP.Die Liberalen und CVP"
1283,Überparteiliches Komitee «Ja zum RTVG»
1284,Überparteiliches Komitee «Nein zur Erbschaftssteuer»
1285,Eidgenössische Volksinitiative «Erbschaftssteuerreform»
1286,Young European Socialists (YES)
1287,"Gotthardkantone Graubünden, Uri, Tessin und Wallis"
1288,Verein Konzernverantwortungsinitiative
1289,Personalverband des Bundes PVB
1290,BAFU und UNEP
1291,Forum Schweizer Geschichte Schwyz
1292,Überparteiliches Komitee „JA zum RTVG“
1293,Comité indépendant «OUI à la LRTV»
1294,"JUSO-Sektionen aus der Romandie, Graubünden und dem Tessin"
1295,Schweizerische Helsinki Vereinigung (SHV)
1296,Überparteiliches Komitee «Aktion Medienfreiheit»
1297,Medienkomitees «JA zum RTVG»
1298,"Eidgenössiches Deparement für Wirtschaft, Bildung und Forschung WBF und Schweizerische Konferenz der kantonalen Erziehungsdirektoren EDK"
1299,Unternehmer/-innen-Komitee «Ja zur Erbschaftssteuerreform»
1300,Konferenz der kantonalen Sozialdirektorinnen und Sozialdirektoren (SODK)
1301,Sicherheitsverbund Schweiz (SVS)
1302,KOF Konjunkturforschungsstelle der ETH Zürich
1303,Überparteiliches Komitee „Pflege weg vom Hilfsberuf“
1304,Überparteiliches Komitee „Nein zur Stipendieninitiative“
1305,Staatssekretariat für Migration und Stadt Zürich
1306,Schweizerischer Arbeitgeberverband (SAV) und Economiesuisse
1307,APK-N / C PE - N
1308,Dachverband Drogenabstinenz Schweiz
1309,Bundesamt für Kommunikation BAKOM und Staatssekretariat für Wirtschaft SECO
1310,Bürgerliches Komitee gegen einen zweiten Gotthardstrassentunnel
1311,Überparteiliches Komitee «NEIN zur neuen Billag-Mediensteuer!»
1312,Komitee «Ja zur Erbschaftssteuerreform»
1313,Stipendieninitiative Kampagne Deutschschweiz
1314,Bundesamt für Lebensmittelsicherheit und Veterinärwesen
1315,Fondation pour Genève
1316,Staatssekretariat für internationale Finanzfragen SIF und Bundesamt für Polizei fedpol
1317,Parlamentarische Gruppe Schweiz-Russland
1318,Verband Schweizer Polizei-Beamter
1319,SGB-Frauenkommission
1320,Schweizerischer Gewerkschaftbund SGB
1321,Assemblée parlementaire de la francophonie (APF)
1322,Schweizerischer Wissenschafts- und Innovationsrat (SWIR)
1323,"Unia, Syndicom"
1324,"Trinationaler Atomschutzverband, Schweizerische Energiestiftung und Greenpeace Schweiz"
1325,"Bundesamt für Umwelt BAFU und Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL"
1326,Schweizer Wirtschaft für die Energiestrategie 2050
1327,SPK-S / CIP-E
1328,Sozialwissenschaftliche Fakultät der Universität Genf
1329,Unabhängige Gruppe KircheNordSüdUntenLinks
1330,Schweizerischer Mieterinnen- und Mieterverband (SMV)
1331,Gewerkschaften SEV und Syndicom
1332,Procap Schweiz und AGILE.CH
1333,Patientensicherheit Schweiz und Bundesamt für Gesundheit BAG
1334,Schweizerisches Rotes Kreuz
1335,AUNS
1336,Israel-Werke Schweiz und Parlamentarische Gruppe Schweiz-Israel
1337,"Komitee „Ja zum Verhüllungsverbot"""
1338,Schweizerischer Wissenschafts- und Innovationsrat SWIR
1339,Kurt Imhof Stiftung für Medienqualität
1340,Parlamentarische Gruppe Schweiz-Armenien und Gesellschaft Schweiz-Armenien (GSA)
1341,Kommunikation Luftwaffe
1342,Kanton Waadt
1343,GELIKO Schweizerische Gesundheitsligen-Konferenz
1344,Eidg. Büro für die Gleichstellung von Frau und Mann EBG in Kooperation mit der Konferenz für Kindes- und Erwachsenenschutz
1345,"Interpharma, santésuisse"
1346,«Allianz gegen die Internet-Piraterie»
1347,Verein Compasso
1348,Überparteiliches Komitee «Gotthard-Tunnel sicher JA»
1349,Eidgenössische Koordinationskommission für Familienfragen EKFF
1350,Eidgenössische Münzstätte Swissmint
1351,Konferenz der städtischen Finanzdirektorinnen und -direktoren KSFD
1352,Staatssekretariat für Wirtschaft SECO und OECD
1353,Überparteiliches Komitee «Finanzpolitik: Bundesfinanzen - Voranschlag 2016»
1354,Initiativkomitee «Vollgeld-Initiative»
1355,FDP-Liberale Fraktion
1356,Referendumskomitee «Nein zur 2. Gotthardröhre»
1357,"Interpharma, IMS Health Schweiz, vips"
1358,Integration Handicap
1359,Trägerverein Velo-Initiative
1360,«Bündnis gegen Spekulation mit Nahrungsmitteln»
1361,Komitee «Bürgerliche gegen zweite Röhre»
1362,"Bürgerliches, linkes und NGO-Komitee gegen die Durchsetzungsinitiative"
1363,Komitee «Heiratsstrafe abschaffen – JA!»
1364,Komitee «NEIN zur rückständigen CVP-Ehe-Initiative»
1365,Bundesamt für Lebensmittelsicherheit und Veterinärwesen und Schweizer Tierschutz
1366,«Bündnis gegen den Schnüffelstaat»
1367,Komitee «NEIN zur Juso-Spekulationsinitiative»
1368,Delegierte des Bundes für Mehrsprachigkeit / Parlamentsdienste
1369,"Alliance Sud, SWISSAID und Brot für alle"
1370,SP Schweiz & FDP Schweiz
1371,Initiativkomitee «Für ein bedingungsloses Grundeinkommen»
1372,Compenswiss - Ausgleichsfonds AHV/IV/EO
1373,Zentrum für Demokratie Aarau zda
1374,Initiativkomitee « Bündnis gegen Spekulation mit Nahrungsmitteln»
1375,CVP-Fraktion
1376,Tag der Kranken
1377,Initiativkomitee «Pro Service Public»
1378,Privatkliniken Schweiz
1379,Staatsrat des Kantons Tessin und Deputation der Tessiner Bundesparlamentarier
1380,Bundesamt für Lebensmittelsicherheit und Veterinärwesen mit INTERPOL und EZV
1381,FDP.Die Liberalen Frauen
1382,Eidgenössische Zollverwaltung und STOP PIRACY
1383,Schweizerischer Gewerbeverband sgv / Verband Schweizerischer Vermögensverwalter VSV / Forum SRO
1384,Komitee für eine faire Verkehrsfinanzierung
1385,Bundesamt für Energie (BFE)
1386,Schweizerische Rote Kreuz
1387,GIBZ
1388,Allianz «NEIN zur Milchkuh-Initiative»
1389,Schweizer Berufsverband der Pflegefachfrauen und Pflegefachmänner SBK-ASI
1390,"Konferenz der Kantonsregierungen (KdK) / Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK) / Konferenz der kantonalen Erziehungsdirektoren (EDK) / Bau-, Planungs- und Umweltdirektoren-Konferenz (BPUK)"
1391,SiK-N / CPS-N
1392,BÜPF-Referendumskomitee
1393,Überparteiliches Komitee «NEIN zu diesem Fortpflanzungsmedizingesetz»
1394,Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Justiz- und Polizeidepartement
1395,SiK- S
1396,"Mitgliedorganisationen der Schweizerischen Flüchtlingshilfe SFH (Caritas, Heks, Heilsarmee, Arbeiterhilfswerk)"
1397,Bundesamt für Gesundheit und Lungenliga
1398,EPFL
1399,WWF Schweiz und Pro Natura
1400,«Bündnis für mehr Transparenz in der Politikfinanzierung»
1401,"Kommission für Technologie und Innovation KTI, Medical Cluster, FASMED"
1402,Überparteiliches Komitee gegen die Initiative «Für ein bedingungsloses Grundeinkommen»
1403,Verband Schweizerischer Vermögensverwalter VSV
1404,Sozialdemokratische Partei Europas & SP Schweiz
1405,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA Information"
1406,Eidgenössische Hochschulinstitut für Berufsbildung EHB
1407,Travail.Suisse (Dachverband der Arbeitnehmenden) / Männer.ch (Dachverband der Männer- und Väterorganisationen) / Alliance F (Dachverband der Frauen- organisationen) / Pro Familia Schweiz
1408,Allianz «Nein zur Milchkuh-Initiative»
1409,Bundesamt für Verkehr BAV und Schweizerisches Bundesarchiv BAR
1410,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA"
1411,Allianz für eine starke AHV
1412,Schweizer Bauernverband und Staatssekretariat für Migration
1413,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK"
1414,ASIP – Schweizerischer Pensionskassenverband
1415,"Bündnis «Gemeinsam gegen TTIP, TISA und Co.»"
1416,Staat Freiburg und Vollzugsstelle für den Zivildienst ZIVI
1417,Komitee «Ja zur Grünen Wirtschaft»
1418,Staatsekretariat für Migration (SEM) und Direktion für Entwicklung und Zusammenarbeit (DEZA)
1419,Schweizer Parlamentarierinnen und Parlamentarier
1420,Referendumskomitee USR III
1421,Bündnis gegen den Schnüffelstaat
1422,Hauseigentümerverband HEV Schweiz
1423,Komitee «Nein zum schleichenden EU-Beitritt»
1424,"Überparteiliches Komitee ""Nein zum grünen Zwang"""
1425,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG
1426,Teilstreitkraft Luftwaffe
1427,"LITRA, Informationsdienst für den öffentlichen Verkehr – www.litra.ch"
1428,Verein «Stop der Hochpreisinsel – für faire Preise»
1429,Compasso / Die Mobiliar
1430,Kurt Imhof-Stiftung für Medienqualität
1431,Allianz für den geordneten Atomausstieg
1432,Konzernverantwortungsinitiative
1433,Referendumskomitee «NEIN zur USR III»
1434,Überparteiliches Komitee «Nein zur Ausstiegsinitiative»
1435,Wirtschaftskomitee für einen vernünftigen Ausstieg aus der Kernenergie
1436,Vereinigung der europäischen Senate
1437,Tripartite Agglomerationskonferenz
1438,Schweizerische Volkspartei
1439,Polit-Forum im Käfigturm in Bern
1440,Caritas Schweiz
1441,FK - N
1442,Schweizerische Hochschulkonferenz
1443,Komitee «Ja zur dritten Generation»
1444,Aufruf zum Schutz des Mittelstandes
1445,LITRA & Parlamentarische Gruppe für Raumentwicklung
1446,EDK Schweizerische Konferenz der kantonalen Erziehungsdirektoren
1447,KOF Konjunkturforschungsstelle
1448,Stilllegungsfonds für Kernanlagen - Entsorgungsfonds für Kernkraftwerke
1449,Überparteiliches Komitee «Ja zum NAF»
1450,"Komitee «FinanzdirektorInnen, Stadtpräsidien und Stadtregierungen gegen die USR III»"
1451,Überparteiliches Komitee gegen das Energiegesetz
1452,Komitee « Ja zum NAF »
1453,SKOS
1454,"Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren FDK, Konferenz kantonaler Volkswirtschaftsdirektoren VDK, Konferenz der Kantonsregierungen KdK"
1455,SP MigrantInnen
1456,SGB USS
1457,Schweizer Holz
1458,LITRA Informationsdienst für den öffentlichen Verkehr und Verband für den öffentlichen Verkehr (VöV)
1459,SBK Geschäftsstelle Schweiz
1460,Arbeitnehmerverbände des öffentlichen Dienstes gegen die USR III / SGB
1461,Kommission für Rechtsfragen
1462,"Referendumskomitees «Nein zu Verfassungsbruch», «Referendum Subito», «Bürgerbewegung.CH» und «Bürgerrechtsbewegung»"
1463,SIF
1464,compenswiss
1465,SwissSkills
1466,Landesmuseum Zürich
1467,Fraktion CVP
1468,Verein Tag der Kranken
1469,Konferenz der kantonalen Finandirektorinnen und Finanzdirektoren (FDK)
1470,"Wirtschaftskomitee gegen das Energiegesetzt, c/o Swissmem, Pfingsweidstrasse 102, 8005 Zürich"
1471,Musée national suisse
1472,WEKO Wettbewerbskommission
1473,SP Frauen Schweiz
1474,Parlamentesdienste
1475,Economisuisse
1476,Jugendkomitee «Junge für die Energiestrategie 2050»
1477,Überparteiliches Komitee: Ja zur Energiestrategie
1478,"Swissmedic, Hallerstrasse 7, 3000 Bern 9"
1479,swisstopo – Bundesamt für Landestopografie
1480,Travail Suisse
1481,Umwelt-Komitee gegen Energiegesetz
1482,Schweizerisches Nationalmuseum
1483,Komitees für die Energistrategie
1484,Travail.Suisse Bern
1485,Gewerkschaft UNIA Bern
1486,Dachverband Schweizer Jugendparlamente
1487,Privatkliniken Schweiz (PKS)
1488,VISIONswiss für unser Kinder
1489,"FMH Verbindung der Schweizer Ärztinnen und Ärzte, Bern"
1490,ETH Zürich
1491,Pro Velo Schweiz
1492,Verband chirurgischer und invasiv tätiger Fachgesellschaften und Fachgruppierungen fmCH/fmCH Tarifunion
1493,"FDP.Die Liberalen, Generalsekretariat, Neuengasse 20, Postfach , CH-3001 Bern"
1494,"FDP.Die Liberalen, Generalsekretariat, Neuengasse 20, 3001 Bern"
1495,"Bürgerliches Komitee ""Ja zur Rentenreform"""
1496,Konferenz der Kasntonsregierungen
1497,Frauendachverbände für die Rentenreform
1498,"Staatssekretariat für Bildung, Forschung und Innovation"
1499,Personalverband des Bundes
1500,SPK - N
1501,"Grünliberale Partei Schweiz, Laupenstrasse 2, 3008 Bern"
1502,Swisscom
1503,Komitee JA Weiterentwicklung Land- und Ernährungswirtschaft
1504,Schweizerischer Städteverband SSV
1505,Konferenz der städtischen Finanzdirektorinnen und –direktoren KSFD
1506,"Generationenallianz c/o FDP.Die Liberalen, Neuengasse 20, Postfach, 3001 Bern"
1507,"Komitees ""Ja zur Rentenreform"""
1508,"Die plattform der Verbände Angestellte Schweiz, Kaufmännischer Verband, Schweizer Kader Organisation SKO und Zürcher Gesellschaft für Personal-Management (ZGP)"
1509,LITRA Informationsdienst für den öffentlichen Verkehr
1510,"Pro Natura, 4018 Basel"
1511,Regierungskonferenz der Gebirgskantone
1512,Komitee der Arbeitnehmerorganisationen für ein Ja zur Altersvorsorge 2020
1513,"FDP. Die Liberalen, Generalsekretariat, Neuengasse 20, 3001 Bern"
1514,www.hereinspaziert.ch
1515,"Pro Natura, Dornacherstrasse 192, 4053 Basel"
1516,JCVP Schweiz
1517,"Militärakademie an der ETH Zürich, MILAK"
1518,Die befürwortenden Jungparteien der Altersvorsorge 2020
1519,Staatsekretariat für Migration
1520,Komitees für die Rentenreform
1521,"Gewerkschaft Unia, Weltpoststrasse 20, 3000 Bern 15"
1522,"Schweizerischer Nationalfonds (SNF), Wildhainweg 3, 3001 Bern"
1523,"SGB, Schweizerischer Gewerkschaftsbund"
1524,Office of the United Nations High Commissioner for Human Rights
1525,Marcel Benoist Stiftung
1526,"Initiativkomitee «Initiative für Organspende», Rue du Mûrier 10, 1820 Montreux"
1527,"Schweiz. Fahrlehrerverband SFV, Geschäftsstelle, Effingerstr. 8, 3001 Bern"
1528,"Fédération Romande des Écoles de Conduite FRE, Route du Village 14, 1070 Puidoux"
1529,"FDP. Die Liberalen, Neuengasse 20, 3001 Bern"
1530,Gewerkschaft UNIA
1531,Grüne Schweiz Partei der Schweiz
1532,SP Frauen* Schweiz
1533,"KOF, Konjunkturforschungsstellte, ETH Zürich, Leonhardstrasse 21, 8092 Zürich"
1534,"Schweizerische Gewerbeverband, Schwarztorstrasse 26, 3001 Bern"
1535,"Swissmechanic, Gewerkschaft Unia"
1536,Schulnetz21
1537,Initiativkomitee Stop der Hochpreisinsel
1538,RASA raus aus der Sackgasse Initiativkomitee
1539,"Gewerkschaften Unia, SEV, syndicom"
1540,SKOS (Schweizerische Konferenz für Sozialhilfe / SVEB (Schweizerischer Verband für Weiterbildung)
