,0
571,"CardioVascSuisse, Schweizerische Herzstiftung und Schweizerische Gesellschaft für Kardiologie"
572,Überparteiliches JA-Komitee
573,transfair
574,Bundesamt für Umwelt (BAFU) und Schweizerischer Alpen-Club (SAC)
575,"Parlamentarische Gruppe ""für Menschen mit Hörbehinderungen"""
576,"Département fédéral de l'économie, de la formation et de la recherche"
577,Gesundheitsdirektorenkonferenz (GDK) und der Dachorganisation Arbeitswelt Gesundheit (OdASanté)
578,Ecole du vin de Changins
579,EUROPAN Suisse und Bundesamt für Wohnungswesen (BWO)
580,Eidgenössische Finanzmarktaufsicht FINMA
581,Parlamentarische Gruppe Gesundheit
582,Bundesamt für Energie (BFE) und Eidgenössisches Nuklearsicherheitsinspektorat (ENSI )
583,IG Mineralwasser und Schweizerischer Verband der Mineralquellen und Soft-Drink-Produzenten (SMS)
584,"Überparteiliches Unterstützungskomitee ""Tierschutzanwalt"""
585,Schweizerischer Verband für Weiterbildung (SVEB)
586,OECD
587,"Bundesamt für Umwelt (BAFU), Bundesamt für Kommunikation (BAKOM), Bundesamt für Raumentwicklung (ARE), Schweizerische Bau-, Planungs- und Umweltdirektoren-Konferenz BPUK"
588,"Bundesamt für Berufsbildung und Technologie BBT, Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK)"
589,Schweizerischer Gewerbeverband (sgv)
590,VCS Verkehrsclub der Schweiz
591,Fussverkehr Schweiz
592,Procap
593,GPK-N/S
594,Grünliberale Partei Schweiz
595,Universität Bern
596,Parlamentarische Gruppe Erneuerbare Energien
597,Parlamentsdienste und Eidgenössisches Volkswirtschaftsdepartement
598,vips (Vereinigung Pharmafirmen in der Schweiz) und Interpharma
599,"Komitee ""JA zur Forschungsfreiheit und Menschenwürde"""
600,Eidgenössisches Volkswirtschaftsdepartement EVD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
601,Schweizerischer Verband Freier Berufe
602,Verband Kindertagesstätten der Schweiz (KiTaS) und vpod
603,Vereinigung der Bundeshaus-Journalistinnen und -Journalisten (VBJ)
604,Schweizer Netzwerk für Bildung und internationale Zusammenarbeit
605,Vimentis - Die Meinungsumfrage
606,"""Generationenkomitee gegen Rentenklau"""
607,"Überparteiliches Komitee ""Nein zum Rentenklau"""
608,"Überparteiliches Komitee ""Abtreibungsfinanzierung ist Privatsache"""
609,CVP-EVP-glp Fraktion
610,"Überparteiliches Komitee ""Nein zur nutzlosen Tieranwalt-Initiative"""
611,Nationalratspräsidentin Pascale Bruderer und Schweizerische Gemeinnützige Gesellschaft (SGG)
612,"Wissenschaftliches Komitee ""Ja zur Forschung am Menschen"""
613,Eidgenössisches Volkswirtschaftsdepartement und Die Post
614,Bundesamt für Statistik (BFS) und economiesuisse
615,Initiativ-Komitee «Ja zur Hausarztmedizin»
616,"Komitee ""Stiftungsräte und Pensionskassenfachleute gegen Senkung des Umwandlungssatzes"""
617,Fokus Anti-Atom
618,Postregulationsbehörde PostReg
619,Komitee «Fairer Umwandlungssatz für sichere Renten»
620,SBG und Unia
621,SGB-Frauen
622,"Association suisse des Centres sociaux protestants (CSP), Genève, Lausanne, Moutier Neuchâtel"
623,"Bundesamt für Strassen (ASTRA), Bau-, Verkehrs- und Energiedirektion des Kantons Bern (BVE), Direktion für Tiefbau, Verkehr und Stadtgrün (TVS) der Stadt Bern"
624,swisscor Stiftung
625,"Initiativkomitee Eidgenössische Volksinitiative ""gegen die Abzockerei""; Parteileitung SVP Schweiz"
626,"Europarat, EDA, EJPD"
627,Institut für Geistiges Eigentum (IGE) und Polit-Forum des Bundes
628,"Fastenopfer, Brot für alle und Partner sein"
629,Schweizerische Bundesbahnen (SBB) und Bundesamt für Verkehr (BAV)
630,Suva
631,Verkehrs-Club der Schweiz (VCS)
632,Eidgenössisches Nuklearsicherheitsinspektorat (ENSI)
633,swisstopo
634,Schweizerischer Arbeitgeberverband (SAV)
635,Büro-S
636,Schweizerischer Gewerkschaftsbund (SGB) und Unia
637,"Bundesamt für Energie (BFE), Bundesamt für Umwelt (BAFU), Bundesamt für Raumentwicklung (ARE)"
638,pro audito schweiz
639,"Bundesamt für Statistik (BFS), Bundesamt für Polizei (fedpol), Konferenz der kantonalen Justiz- und Polizeidirektorinnen und -direktoren (KKJPD)"
640,"Eidg. Forschungsanstalt für Wald, Schnee und Landschaft (WSL), Bundesamt für Umwelt (BAFU)"
641,Bundesamt für Verkehr (BAV) und Schweizerische Bundesbahnen (SBB)
642,Verkehrsclub der Schweiz (VCS)
643,GPK-N+S
644,Parlamentarische Gruppe Schweiz-Palästina
645,"Bündnis gegen den Abbau der Arbeitslosenversicherung (SGB, Unia, SPS, Grüne, Travail.Suisse, Arbeitslosenkomitees)"
646,Grüne Partei Schweiz und Swissaid
647,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes"""
648,"Bundesamt für Energie (BFE), Bundesamt für Gesundheit (BAG)"
649,Schweizerischer Gewerkschaftsbund (SGB) und Bankpersonalverband
650,Plattform Agrotreibstoffe
651,Initaitivkomitee  «Schutz vor Passivrauchen»
652,"Kanton Bern, République et Canton de Genève, Bundeskanzlei (BK)"
653,Home Office Day
654,Forum Managed Care
655,Kommando Operationen
656,RoadCross Schweiz
657,"Expertenkommission ""Too big to fail"""
658,Bundesamt für Strassen ASTRA
659,Sportamt Stadt Bern
660,"VSS, Verband der Schweizer Studierendenschaften"
661,armasuisse und Eidgenössiche Materialprüfungs- und Forschungsanstalt (Empa)
662,Gewerkschaft Kommunikation
663,SEV - Gewerkschaft des Verkehrspersonals
664,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Volkswirtschaftsdepartement EVD
665,Staatssekretariat für Wirtschaft (SECO) und Bundesamt für Gesundheit (BAG)
666,Life Science Communication AG
667,Eidgenössisches Departement des Innern (EDI) und Carnegie-Stiftung für LebensretterInnen (Schweiz)
668,männer.ch - Dachverband der Schweizer Männer- und Väterorganisationen
669,Interpharma
670,Députation tessinoise aux Chambres fédérales
671,Alliance Sud und Amnesty International
672,Fachstelle für Rassismusbekämpfung (FRB)
673,"Schweizerische Flüchtlingshilfe (SFH), Bundesamt für Migration (BFM), UNHCR"
674,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE
675,Koalition NoMegatrucks
676,VBS/Nachrichtendienst des Bundes
677,Eidgenössisches Departement für auswärtige Angelegenheiten (EDA) und Organisation internationale de la Francophonie
678,"SPS, Grüne, JUSO, Unia, SGB"
679,Vereinigung aktiver Senioren- und Selbsthilfe-Organisationen der Schweiz (VASOS)
680,Der Bundesrat
681,"Referendumskomitee ""Nein zum Abbau der ALV"""
682,Bündnis «Ja zur Aufhebung der Wehrpflicht!»
683,Kommunikation Kanton Bern und Informationsdienst der Stadt Bern
684,Staatssekretariat für internationale Finanzfragen
685,Schweizerische Bundesversammlung und Interparlamentarische Union (IPU)
686,Stiftung Öffentlichkeit und Gesellschaft
687,Schweizerischer Arbeitsgemeinschaft der Jugendverbände
688,NR R.Joder
689,Käfigturm – Polit-Forum des Bundes
690,"CVP Schweiz, SP Schweiz"
691,Energie-Agentur der Wirtschaft
692,NR A. Daguet
693,Spitalverband H+
694,Preisüberwacher/Verband öffentlicher Verkehr
695,Schweizerische Akademie der Geistes- und Sozialwissenschaften SAGW
696,"Überparteiliches Komitee ""Höhere Lohnabzüge stoppen - Sichere Arbeitslosen- versicherung JA"""
697,VPOD und SGB
698,Referendumskomitee
699,Rot-Grün-Mitte Komitee gegen den Abbau der Arbeitslosenversicherung
700,Eidgenössisches Departement für auswärtige Angelegenheiten (EDA) und Eidgenössisches Volkswirtschaftsdepartement (EVD)
701,"Bundesamt für Sport BASPO, «schule bewegt»"
702,"pro audito schweiz, die Organisation für Menschen mit Hörproblemen"
703,Kanton Aargau
704,Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)
705,"Alliance Sud, Amnesty International"
706,NR Werner Messmer und NR Paul Rechsteiner
707,Gewerkschaft des Verkehrspersonals (SEV) und Partner
708,Initiativkomitee «Für eine starke Post»
709,Konferenz Kantonaler Volkswirtschaftsdirektoren (VDK)
710,Careum Stiftung
711,swisscleantech
712,Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Department für auswärtige Angelegenheiten (EDA)
713,Krebsliga Schweiz
714,Initiativkomitee « Für Transparenz in der Krankenversicherung »
715,"Exptertenkommission ""Too big to fail"""
716,"SVP Schweiz / Überparteiliches Komitee ""NEIN zum Gegenentwurf zur Ausschaffungsinitiative"""
717,Plattform für eine sozial nachhaltige Landwirtschaft
718,Komitee Ausschaffungsinitiative 2xNein
719,"Überparteiliches Komitee ""Steuerinitiative-Nein"""
720,EVD/UVEK
721,EVD/EDA
722,Schweizerische Arbeitsgemeinschaft der Jugendverbände SAJV
723,Überparteiliches Komitee „Ja zur Steuergerechtigkeit“
724,Eidgenössische Koordinationskommission für Familienfragen (EKFF)
725,"Eidgenössisches Volkswirtschaftsdepartement (EVD) und Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK)"
726,FORS – Schweizer Kompetenzzentrum Sozialwissenschaften
727,Staatssekretariat für Wirtschaft (SECO) und Stiftung KInderschutz Schweiz
728,"Eidgenössisches Department für auswärtige Angelegenheiten (EDA) - Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK)"
729,Eidgenössisches Nuklearsicherheitsinspektorat (ENSI) und Bundesamt für Energie (BFE)
730,Verband Schweizerischer Elektrizitätsunternehmen (VSE) und Bundesamt für Energie (BFE)
731,Dialog Nationale Gesundheitspolitik (Bundesamt für Gesundheit und Schweizerische Konferenz der kantonalen Gesundheitsdirektorinnen und -direktoren)
732,Allianz Qualität vor Kosten im Gesundheitswesen (allianz q)
733,cfd – Christlicher Friedensdienst – Die feministische Friedensorganisation
734,Junge Grüne
735,FDP.Die Liberalen und CVP Schweiz
736,Stiftung MyHandicap
737,Parlamentarische Gruppe Komplementärmedizin
738,"Grüne Partei der Schweiz, Solidarité sans frontières und weitere Organisationen"
739,Bundesamt für Sport BASPO / Eidgenössische Hochschule für Sport Magglingen EHSM
740,"Alliance Sud, Erklärung von Bern, Gesellschaft für bedrohte Völker, Gesellschaft Schweiz-Tibetische Freundschaft"
741,Eidgenössische Kommunikationskommission ComCom und Bundesamt für Kommunikation BAKOM
742,"Bundesamt für Statistik (BFS) / Bundesamt für Landestopografie (swisstopo) / Institut für Kartographie, ETH Zürich"
743,ch Stiftung für eidgenössische Zusammenarbeit
744,Initiativkomitee
745,Gewerkschaft Kommunikation und Gewerkschaft Comedia
746,Schweizerischen Konferenz der kantonalen Erziehungsdirektoren (EDK) / Bundesamt für Berufsbildung und Technologie (BBT)
747,Führungsstab der Armee (FST A)
748,Verein Hauptstadtregion Schweiz
749,PLR.Les Libéraux-Radicaux
750,GPK-S
751,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)"
752,Bildungskoalition der Nicht-Regierungsorganisationen
753,NR Daniel Brélaz
754,Bündnis „Für den Schutz vor Waffengewalt“
755,santésuisse / Interpharma / vips
756,Allianz der Konsumentenschutz-Organisationen (SKS)
757,Überparteiliches Komitee „NEIN zur nutzlosen und irreführenden Waffeninitiative“
758,Erklärung von Bern / Greenpeace
759,Eidg. Untersuchungsrichteramt
760,Aussenpolitische Kommission des Nationalrats
761,Überparteiliche Allianz „Ja zum Schutz vor Waffengewalt“
762,Regierungsrätin Sabine Pegoraro
763,Schweizer Armee
764,Überpartieliche Komitees
765,Verschiedene
766,Initiativkomitee «Ja zur Hausarztmedizin»
767,Eidgenössische Finanzverwaltung (EFV) und Eidgenössische Steuerverwaltungs (ESTV)
768,Vimentis
769,"Leistungserbringer des Gesundheitswesens (Personalverbände, H+, FMH)"
770,Arbeitsgruppe zur Umsetzung der Ausschaffungsinitiative (AG Ausschaffung)
771,"Überparteiliches Frauenkomitee ""Nein zur nutzlosen und irreführenden Waffeninitiative"""
772,BDP Schweiz
773,Überparteiliche Gruppe zur Umsetzung der KVG-Revision Spitalfinanzierung
774,Ausgleichsfonds AHV/IV/EO
775,Trägerverein Initiative „für eine öffentliche Krankenkasse“
776,GPK-NR/SR
777,IG Mineralwasser/Verband Schweizerischer Mineralquellen und Soft-Drink-Produzenten
778,SWISSAID / Plattform Agrotreibstoffe
779,Eidgenössisches Justiz- und Polizeidepartement (EJPD) und Eidgenössisches Departement für auswärtige Angelegenheiten (EDA)
780,Fastenopfer / Brot für alle
781,Höhere Kaderausbildung der Armee (HKA) und Militärakademie an der ETH Zürich MILAK
782,"Grüne Partei der Schweiz, Junge Grüne Schweiz"
783,Parlamentarische Gruppe Peak Oil & Schweizerische Energie-Stiftung
784,Schweizerischer Fischerei-Verband
785,TA-SWISS (Zentrum für Technologiefolgen-Abschätzung)
786,"Schweiger,Bänziger,Hutter,Binder"
787,Das Gebäudeprogramm
788,Schweizerischer  Ingenieur- und Architektenverein SIA
789,Energie-Agentur der Wirtschaft und Stiftung Klimarappen
790,Europäische Kooperative Longo maï
791,Sucht Info Schweiz
792,Nachrichtendienst des Bundes
793,Höhere Kaderausbildung der Armee HKA / Militärakademie an der ETH Zürich MILAK
794,Gemeindeduell schweiz.bewegt und Sportamt Stadt Bern
795,"Überparteiliches Petitionskomitee ""200 Franken sind genug"""
796,Tripartite Agglomerationskonferenz TAK
797,Gesellschaft Schweizer Tierärztinnen und Tierärzte
798,Schweizerischer Gewerkschaftsbund SBG
799,Arbeitsgruppe zur Umsetzung der neuen Verfassungsbestimmung über die Ausschaffung
800,Schweizer Wirtschaftsverbände
801,Eidgenössisches Volkswirtschaftsdepartement (EVD) / Schweizerische Konferenz der kantonalen Erziehungsdirektoren (EDK)
802,Wirtschaftsverband swissscleantech
803,GK
804,Verband öffentlicher Verkehr VöV
805,Überparteiliche Gruppe
806,INSOS Schweiz
807,SECO – Leistungsbereich Wirtschaftliche Zusammenarbeit und Entwicklung
808,Vertreterinnen und Vertreter der Jungparteien
809,Überparteiliches Komitee für das DRG-Moratorium
810,"Überparteiliches Komitee ""Unbestechlich für das Volk"""
811,energy for future
812,NR Georges Theiler
813,Bundesverwaltungsgericht
814,Schweizerischer Arbeitgeberverband und Schweizerischer Gewerkschaftsbund/Travail.Suisse
815,Grüne Fraktion
816,NR Ricardo Lumengo
817,NR Doris Fiala
818,Fondation Franz Weber
819,OTIF
820,Winterhilfe Schweiz
821,Eidgenössische Kommission für Kinder- und Jugendfragen EKKJ
822,Bundesamt für Veterinärwesen zusammen mit dem Veterinärdienst der Urkantone
823,"Nationalrätin Katharina Prelicz-Huber, Grüne"
824,EKF und Schweizer Frauendachverbände
825,Überparteiliches Komitee „Abtreibungsfinanzierung ist Privatsache“
826,Kommission für Technologie und Innovation KTI
827,Geschäftsprüfungskommission des National- und Ständerates
828,"Umweltallianz (WWF Schweiz, Greenpeace, VCS, Pro Natura)"
829,CVP/SPS
830,Verlag Nagel&Kimche
831,Trägerorganisationen «Fairplay im Wahlkampf»
832,Eawag: Wasserforschungsinstitut des ETH-Bereichs
833,Parlamentsdienste / Polit-Forum Käfigturm
834,Konferenz der Kantonalen Polizeikommandanten der Schweiz (KKPKS)
835,Kommission für Technologie und Innovation KTI – ab 1.1.2018 Innosuisse - Schweizerische Agentur für Innovationsförderung
836,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE / Architektur Forum Bern
837,Verband öffentlicher Verkehr
838,Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE  und die kantonalen Fachstellen für Archäologie und Denkmalpflege
839,"Bundesamt für Sport BASPO und Amt für Bevölkerungsschutz, Sport und Militär des Kantons Bern BSM"
840,SCHWEIZERISCHER GEWERKSCHAFTSBUND
841,Konsumentenforum kf
842,Militärakademie an der ETH Zürich/Höhere Kaderausbildung der Armee
843,Verhandlungsgemeinschaft Bundespersonal (VGB)
844,Schweizerischer Wissenschafts- und Technologierat SWTR
845,SP Fraktion
846,"Nationalräte Andreas Brönnimann, Walter Wobmann, Ulrich Schlüer"
847,Eidgenössiche Kommission für Kinder- und Jugendfragen EKKJ
848,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes!"""
849,"Nationalräte Luzi Stamm, Lukas Reimann, Ulrich Schlüer"
850,NR Hans Stöckli
851,Schweizer Luftwaffe
852,"BSV, swisscom, siea (swiss interactive entertainment association)"
853,CVP Schweiz / PDC suisse
854,Glasfasernetz Schweiz
855,Generalsekretariat EDI
856,NR Lukas Reimann (SVP SG)
857,ASK Allianz Schweizerische Krankenversicherung
858,"Swissmedic, Stop Piracy, Pharmasuisse, Interpharma"
859,OECD/WHO/BAG
860,Forum Gesundheit Schweiz FGS
861,Forum Gesundheit Schweiz
862,"Allianz von Entwicklungs- und Menschenrechtsorganisationen, Umwelt- und Frauenverbänden, Gewerkschaften und kirchlichen Gruppen"
863,Expotrans SA
864,Swissmem
865,Arbeitsgemeinschaft Tabakprävention Schweiz
866,"Universität Bern, Institut für Europa- und Wirtschaftsvölkerrecht, in Zusammenarbeit mit dem Integrationsbüro EDA/EVD"
867,Amtliche Vermessung Schweiz
868,NR Andrea Hämmerle / Rüegger Verlag / Die Südostschweiz
869,"Bundesamt für Gesundheit, actionsanté"
870,Bundesamt für Gesundheit und Schweizerische Konferenz der kantonale Gesundheitsdirektorinnen und -direktoren
871,Lohngleichheitsdialog
872,Schweiz. Spielgruppen-Leiterinnen-Verband  SSLV
873,Parlamentarische Gruppe Gesundheitspolitik der Bundesversammlung
874,Verband Schweizerischer Polizei-Beamter
875,Parlamentarischen Gruppe Tibet und Gesellschaft Schweizerisch-Tibetische Freundschaft (GSTF)
876,NR Bruno Zuppiger
877,Testveranstalter
878,Mediapulse Gruppe
879,EUROPAN Schweiz / Bundesamt für Wohnungswesen BWO
880,Arbeitskreis Flugverkehr AFV
881,Schweizer Buchhändler- und Verleger-Verband (SBVV)
882,Santésuisse / Interpharma / vips
883,Verband der Schweizer Studierendenschaften VSS-UNES
884,Eidgenössische Kommission für Migrationsfragen EKM
885,Fondation Franz Weber / Helvetia Nostra
886,Nationales Pro-Komitee „6 Wochen Ferien für alle“
887,"Jungfreisinnige, JSVP, FDP, SVP, glp sowie Piratenpartei gegen ein Preisdiktat"
888,Verbindung der Schweizer Ärztinnen und Ärzte FMH
889,HEV Schweiz & SGFB
890,Überparteiliches Komitee « Ferieninitiative Nein »
891,"Allianz „Recht ohne Grenzen“, www.rechtohnegrenzen.ch"
892,Generalsekretariat EJPD
893,Überparteiliches Komitee „Nein zur Zweitwohnungsinitiative“
894,Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)
895,"Allianz ""Nein zur Zweitwohnungsinitiative"""
896,Schweizerischer Mieterinnen- und Mieterverband
897,"Schweizerischer Gewerkschaftsbund (SGB), Business and Professionnal Women (BPW), SP Frauen, CVP Frauen, BDP Frauen, FDP Frauen"
898,Eidgenössische Finanzverwaltung und Bundesamt für Gesundheit
899,"Schweizerischer Arbeitgeberverband, Schweizerischer Gewerbeverband, IV-Stellen-Konferenz, Bundesamt für Sozialversicherungen"
900,Überparteiliches Komitee «JA zum Buch»
901,Schweizerischer Verband der Uhrenindustrie FH
902,Handelskammer und Arbeitgeberverband Graubünden
903,Schweiz. Akademie der Medizinischen Wissenschaften/vips Vereinigung Pharmafirmen in der Schweiz
904,NR Urs Gasche
905,Verein Alpen-Initiative
906,AUNS
907,"Komitee „NEIN zur schädlichen AUNS-Initiative“ (CVP, FDP, SP, Grüne, BDP, GLP)"
908,Eidg. Revisionsaufsichtsbehörde RAB
909,"SVP Schweiz, Delegiertenversammlung"
910,FINMA
911,Überparteiliches Komitee „Unbestechlich für das Volk“
912,Bundesamt für Gesundheit BAG und Schweizerische Konferenz der kantonalen Gesundheitsdirektoren GDK
913,Immunitätskommission des Nationalrats (IK-N)
914,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD
915,Initiativ-Komitee
916,Verein „Nein zum Abbau der IV“
917,Überparteiliches Initiativkomitee
918,NPO-Forum
919,"Parlamentarisches Komitee „Eigene vier Wände dank Bausparen"""
920,Bundesamt für Gesundheit und Bundesamt für Umwelt und Staatssekretariat für Wirtschaft
921,Allianz für eine sichere und bessere Medizin
922,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA, Eidgenössisches Finanzdepartement EFD, Eidgenössisches Volkswirtschaftsdepartement EVD"
923,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA, Information EDA, Generalsekretariat GS"
924,Rat der Eidgenössischen Technischen Hochschulen
925,"Bundesamt für Umwelt BAFU, Bundesamt für Energie BFE, Konferenz Kantonaler Energiedirektoren EnDK"
926,Eidgenössische Kommission für Frauenfragen EKF und Schweizerisches Kompetenzzentrum für Menschenrechte SKMR
927,Projet Lohngleichheitsdialog und McDonalds Schweiz und Unia
928,Allianz 'Recht ohne Grenzen'
929,Bundesamt für Statistik (BFS) und Bundesamt für Raumentwicklung (ARE)
930,eHealth Suisse
931,Präsenz Schweiz - Eidgenössisches Departements für auswärtige Angelegenheiten EDA
932,"Verband Schweizer Privatradios (VSP), Radios Régionales Romandes (RRR), TELESUISSE und Bundesamt für Kommunikation (BAKOM)"
933,Lean on Me
934,"Komitee „Ja zu einer besseren Medizin"""
935,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA / Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation UVEK / Eidgenössisches Volkswirtschaftsdepartement EVD"
936,CVP Schweiz / BDP Schweiz
937,"Parlamentarische Gruppe ""Steuerstandort Schweiz stärken"""
938,TA-SWISS
939,Agile Behinderten-Selbsthilfe Schweiz
940,Oberaufsichtskommission Berufliche Vorsorge OAK BV
941,Initiativkomitee / NR Lukas Reimann
942,NR Christoph Blocher
943,"Integrationsbüro EDA/EVD, DEZA, SECO"
944,NR Filippo Leutenegger und NR Natalie Rickli
945,Nationale Alarmzentrale
946,Komitee „Nein zum radikalen Rauchverbot“
947,Hauseigentümerverband Schweiz
948,"BAG, EKAS, SECO, BAFU, BLW und SVV"
949,Initiativkomitee eidg. Volksinitiative „Schutz vor Passivrauchen“
950,IG jugend und musik
951,Tripartite Agglomerationskonferenz (TAK)
952,Verein Stromeffizienz-Initiative
953,PK-Netz
954,Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB) und Schweizer Berghilfe
955,Gesellschaft Schweiz-UNO (GSUN)
956,"Überparteiliches Komitee ""Nein zur Alterswohn-Initiative"""
957,Dachverband Schweizer Jugendparlamente (DSJ) / Infoklick.ch / Stiftung Dialog
958,Forum Bildung
959,Verteidigung
960,Akademie der Naturwissenschaften Schweiz (SCNAT)
961,Brot für alle / Fastenopfer
962,Referendum EPG
963,Universität Bern und Institut für Kunstgeschichte
964,"Komitee ""Tierseuchengesetz – Ja"""
965,GPDeI
966,Schweizerischer Gemeindeverband SGV und Schweizerischer Gewerbeverband sgv
967,Suisse Eole
968,Eidgenössisches Departement für auswärtige Angelegenheiten EDA / Direktion für Entwicklung und Zusammenarbeit DEZA
969,Männer.ch / DER TEILZEITMANN
970,OcCC (Beratendes Organ für Fragen der Klimaänderung des Bundes)
971,Komitee Referendum EPG
972,Schweizerischer Gewerkschaftsbund und ASCO Schweiz
973,Eidg. Kommission gegen Rassismus EKR und Seminar für Soziologie der Universität Basel
974,Nationale Ethikkommission im Bereich Humanmedizin (NEK-CNE)
975,Verband der Schweizerischen Lack- und Farbenindustrie und Schweizerischer Gewerbeverband
976,Schweizerisches Komitee „Nein zur missratenen Revision des Raumplanungsgesetzes“
977,TA-SWISS  Zentrum für Technologiefolgen-Abschätzung
978,Bundesamt für Landestopografie swisstopo
979,ENSI-Rat
980,Überparteiliches Komitee „Minder-Initiative NEIN“
981,Alliance rail-route (Arc lémanique – Tessin)
982,Nationalrat Hans Fehr
983,Gesellschaft für bedrohte Völker GfbV
984,Gewerkschaft des Verkehrspersonals SEV
985,Geneva Academy of International Humaniatrian Law and Human Rights / Panel on Human Dignity
986,"santésuisse, vips, Intergenerika, Interpharma"
987,"""Sonntagsallianz"""
988,Initiativkomitee eidg. Volksinitiative «gegen die Abzockerei» und überparteiliches Komitee «Volk gegen Abzockerei»
989,"vips Vereinigung Pharmafirmen in der Schweiz, Interpharma"
990,FDP.Die Liberalen / SVP Schweiz / CVP Schweiz / BDP / grünliberale
991,"""Komitee Ja zum Raumplanungsgesetz"""
992,"Komitee Eidgenössische Volksinitiative ""Erbschaftssteuerreform"""
993,SGB / Travail.Suisse
994,Pro Komitee „JA zur Familie“
995,"ASIP, Ausgleichsfonds AHV/IV/EO, economiesuisse, ethos, Schweizerische Bankiervereinigung, Swissholdings"
996,"Dominique de Buman, Conseiller national"
997,Bürgerliches Komitee JA zum Raumplanungsgesetz
998,"SP Schweiz, Grüne Schweiz, SMV Schweizerischer Mieterinnen- und Mieterverband"
999,Schweizerische Helsinki-Vereinigung
1000,Zentrum für Demokratie Aarau (ZDA)
1001,Überparteiliches Komitee gegen die Verstaatlichung der Kinder
1002,"Überparteiliches Komitee ""JA zur Familie"""
1003,Schweizer Parteivertretende gemeinsam für die Abzocker-Initiative
1004,Komitee «Jugend gegen Abzockerei»
1005,Generalsekretariat EFD
1006,Schweizerischer Gewerkschaftsbund SGB / SGB-Frauen
1007,Überparteiliches Komitee „Nein zur missratenen Revision des Raumplanungsgesetzes“
1008,SwissSkills Bern 2014
1009,Bundesamt für Migration BFM und Stadtrat von Zürich
1010,Ja-Komitee zur Unterstützung der Abzocker-Initiative
1011,economiesuisse und Schweizerischer Gewerbeverband sgv
1012,Verband der Schweizer Studierendenschaften (Initiativ-Komitee)
1013,Eidgenössische Zollverwaltung und UNHCR
1014,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport VBS"
1015,Bundesamt für Gesundheit und Verband der Kantonschemiker VKCS
1016,"Frauenallianz Lohngleichheit (BDP, CVP Frauen, FDP Frauen, Grüne, glp, SGB und SP Frauen Schweiz)"
1017,Fraktionen der BV
1018,Greenpeace
1019,"Bundesamt für Sozialversicherungen gemeinsam mit Swisscom, SIEA und Jacobs Foundation"
1020,Eidgenössische Kommission für Konsumentenfragen EKK
1021,Komitee «JA zum Raumplanungsgesetz»
1022,Stimme Q
1023,-
1024,Sonntagsallianz
1025,"Überparteiliches Komitee ""JA zum Schutz der Privatsphäre"""
1026,Oberaufsichtskommission Berufliche Vorsorge
1027,Bundesamt für Raumentwicklung ARE und Ecoparc
1028,Diverse Organisationen und EJPD
1029,Überparteiliches Komitee für die Asylgesetzrevision
1030,Abstimmungskomitee NEIN zur Asylgesetzrevision
1031,"Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport VBS"
1032,Höhere Kaderausbildung der Armee HKA und Militärakademie an der ETH Zürich MILAK
1033,Käfigturm – Polit-Forum des Bundes / US Botschaft in Bern
1034,scienceindustries
1035,Eidgenössisches Finanzdepartement EFD und Konferenz der Kantonalen Finanzdirektorinnen und Finanzdirektoren FDK
1036,"Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
1037,Alliance Patrimoine
1038,Schweizerische Flüchtlingshilfe SFH und UN Hochkommissariat für Flüchtlinge und Bundesamt für Migration (BfM)
1039,Schweizerische Vereinigung Eltern gegen Drogen und Dachverband Drogenabstinenz Schweiz
