"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Fr 03.11.2006 14:30,134.html,134,Bienne Berne,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-134.html,Département fédéral de l'intérieur
