Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
Medienkonferenz des Bundesrates,Mi 02.04.2008,920.html,920,Medienzentrum Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-920.html,Bundeskanzlei
