"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Mo 06.11.2006 10:15,140.html,140,Hotel Bern Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-140.html,SGB/USS
