"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Mi 09.01.2008 14:00 - 15:00,998.html,998,"Simone Hug Pressedienst EVD, Tel. 031 322 20 25, Mobile 079 597 34 36",Polit-Forum Käfigturm Marktgasse 67 3011 Bern,"Attachments Einladung an die Medien (PDF, 540 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-998.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
