"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Do 13.12.2007 10:30,985.html,985,Medienzentrum Bundeshaus Konferenzsaal Centre de presse du Palais fédéral Salle de conférence Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-985.html,Bundeskanzlei
