Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Fr 11.06.2010,2509.html,2509,Bern,Links www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2509.html,Bundeskanzlei
