Datum,File,ID,Ort,URL,Veranstalter
Do 28.04.2011,3413.html,3413,Genf,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3413.html,Eidgenössisches Departement des Innern
