Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
So 15.05.2011,3315.html,3315,__,Links Medienmitteilung vom 12. Januar 2011,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3315.html,Bundeskanzlei
