Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
So 13.06.2010,2623.html,2623,Bern,Links Medienmitteilung vom 03.02.01.2010,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2623.html,Bundeskanzlei
