"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Mi 05.09.2007 19:00,748.html,748,Käfigturm Marktgasse 67 3011 Bern,"Attachments Flyer (PDF, 612 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-748.html,Polit-Forum Käfigturm
