"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Di 07.11.2006 09:15,141.html,141,Konferenzsaal Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-141.html,SP-Fraktion
