Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Mi 08.09.2010,2743.html,2743,Bern,Links www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2743.html,Bundeskanzlei
