Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Mi 24.06.2009,2142.html,2142,Erik Reumann Porte-parole DFAE +41 (0)79 517 79 82,Bernerhof Bern,Links Medienprogramm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2142.html,Eidgenössisches Departement für auswärtige Angelegenheiten
