"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Do 27.10.2011 09:00 - 18:00,3814.html,3814,Forum Fribourg Route du Lac 12 1763 Granges-Paccot,Links Informationen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3814.html,"BSV, swisscom, siea (swiss interactive entertainment association)"
