"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Fr 03.04.2009 09:15 - 17:15,1880.html,1880,Anmeldung s. Flyer,"Universität Bern UniS, Schanzeneckstrasse 1 1. Untergeschoss, ""kleines Unterhaus"" (A-126) Bern","Attachments Flyer (PDF, 115 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1880.html,Staatssekretariat für Wirtschaft
