"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Sa 28.06.2008 10:45 - 15:30,1320.html,1320,"Claudine Godat, Mediensprecherin SP, 079 789 04 89",NH Hotel Freiburg,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1320.html,SP Schweiz
