"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Mi 16.09.2009 12:30,2297.html,2297,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2297.html,Bundeskanzlei
