Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Themen: KVG. Änderung Präventionsgesetz,Di 17.04.2012 13:30 - 14:30 Abgesagt,4084.html,4084,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4084.html,SGK-S
