Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
Medienkonferenz des Bundesrates,Fr 13.03.2009,1625.html,1625,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1625.html,Bundeskanzlei
