"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Sa 31.10.2009 10:10,2385.html,2385,Dietikon ZH,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2385.html,CVP Schweiz
