Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Fr 28.11.2008,1660.html,1660,Château de Lucens 1522 Lucens,"Attachments Medienmitteilung (PDF, 24 kB) Medienprogramm (PDF, 28 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1660.html,Eidgenössisches Departement des Innern EDI und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
