"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Do 14.02.2008 10:00 - 12:00,1029.html,1029,Brigitte Hauser-Süess Chefin Information und Kommunikation 031 325 93 50,"Medienzentrum Bundeshaus, Konferenzsaal Centre de pressse du Palais fédéral, salle de conférence Bern","Attachments Einladung an die Medien (PDF, 22 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1029.html,Staatssekretariat für Migration
