"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Mi 26.09.2007 18:00,813.html,813,Westiform AG Freiburgstrasse 596 3172 Niederwangen,Links www.cvp-be.ch/,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-813.html,CVP Kanton Bern
