Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Mi 24.11.2010,2828.html,2828,Delsberg (JU),Links www.tv.admin.ch Medienmitteilung vom 18. November 2010,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2828.html,Bundeskanzlei
