Beschreibung,Datum,File,ID,Kontakt,Ort,URL,Veranstalter
-,Do 26.11.2015 Abgesagt,5900.html,5900,"Linda Shepard, Kommunikationsbeauftragte Information EDA, Tel.: +41 (0)79 544 48 16 Isabelle Wüthrich, Information EDA, Tel. +41 (0)79 788 09 61",*,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5900.html,Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für auswärtige Angelegenheiten EDA
