Beschreibung,Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Der Point de Presse wird frühestens um 20 Uhr stattfinden. Der genaue Termin wird vor Ort angeschlagen.,Fr 03.09.2010,3045.html,3045,"SP Schweiz, Kampagnen & Kommunikation Parti socialiste suisse, Campagnes et Communication 031 329 69 89","Sitzungszimmer 286, Parlamentsgebäude Devant la salle 286 du Palais fédéral Bern","Attachments Einladung an die Medien (PDF, 80 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3045.html,SP Schweiz
