Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Thema: Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen,Mi 21.09.2011 08:00,3812.html,3812,"Parlamentsgebäude, vor dem Zimmer 4 Palais du Parlement, devant la salle 4 Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3812.html,APK-S
