Beschreibung,Datum,File,ID,Kontakt,Ort,URL,Veranstalter
Medienkonferenz mit Frau Bundesrätin Doris Leuthard,Mi 19.09.2007 Abgesagt,800.html,800,Kommunikation EVD / Communication DFE 031 322 20 07,Medienzentrum Bundeshaus Konferenzsaal Centre de presse du Palais fédéral Salle de conférence Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-800.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
