Beschreibung,Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Thema: Situation auf der Krim Beginn unmittelbar im Anschluss an die Sitzung; jedoch nicht vor 12.15 Uhr und spätestens um 13.00 Uhr,Di 25.03.2014,5064.html,5064,"Parlamentsgebäude, vor dem Zimmer 286 Palais du Parlement, devant la salle 286 Bern","Attachments Einaldung an die Medien / Invitation aux médias (PDF, 12 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5064.html,APK-N
