Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
-,Mi 22.04.2015,5375.html,5375,Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5375.html,Der Bundesrat
