Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
Medienkonferenz des Bundesrates,Mi 16.01.2008,490.html,490,Medienzentrum Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-490.html,Bundeskanzlei
