Datum,File,ID,Ort,URL,Veranstalter
Fr 28.09.2007,775.html,775,Maag Event Hall Zürich,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-775.html,Eidgenössisches Finanzdepartement
