"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Fr 28.11.2008 16:00,1675.html,1675,Medienzentrum Bundeshaus 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1675.html,Parlamentsdienste
