"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Sa 06.10.2007 10:15,822.html,822,Christian Weber Pressechef FDP Schweiz/Chef de presse PRD Suisse 031 320 35 35,Mehrzweckhalle Allmendstrasse 23 2562 Port,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-822.html,FDP Schweiz
