Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Thema: Weitergabe von Informationen aus parlamentarischen Kommissionen,Mo 01.06.2015 14:15,5686.html,5686,"Parlamentsgebäude, vor dem Zimmer 4 Palais fédéral, devant la salle 4 Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5686.html,Büro-N
