"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Di 06.02.2007 10:30,194.html,194,"E. Minder, SGV",Rest. Schmiedstube 3011 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-194.html,Schweiz. Gewerbeverband SGV
