"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Di 17.04.2007 11:30 - 12:30,450.html,450,"Kontaktperson: Nicolas Galladé, 079 225 33 70",Medienzentrum Bundeshaus 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-450.html,SP Schweiz
