Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Sa 14.04.2007,438.html,438,"Adresse für Rückfragen: Paul Inderbinen, Sektionsleiter IWF und internationale Finanzierungsfragen, Eidg. Finanzverwaltung, Tel. 031 322 61 66 Lukas Siegenthaler, Leiter des Ressorts Multilaterale Finanzierungsinstitutionen, Staatssekretariat für Wirtschaft, Tel. 031 324 08 19 Christina Grieder, Leiterin der Sektion Internationale Finanzinstitutionen, Direktion für Entwicklung und Zusammenarbeit, Tel. 031 322 34 89",Washington,Links Pressemitteilung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-438.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
