Beschreibung,Datum,File,ID,Kontakt,Ort,URL,Veranstalter
Fototermin,Do 23.05.2013,4647.html,4647,Für inhaltliche Auskünfte/Pour des renseignements contextuels:: André Simonazzi Bundesratssprecher Tel: +41 (0)79 597 64 49 Für weitere Auskünfte betreffend Logistik und Organisation/Pour de plus amples informations sur la logistique et l’organisation: Linda Shepard Kommunikationsbeauftragte EDA Tel: +41 (0)79 544 48 16,-,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4647.html,"Eidgenössisches Departement für auswärtige Angelegenheiten und Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
