Beschreibung,Datum,File,ID,Kontakt,Ort,URL,Veranstalter
Auf Einladung von Luxemburg trifft Bundesrat Hans-Rudolf Merz am 23. Mai 2008 Premierminister Jean-Claude Juncker sowie Finanz- und Justizminister Luc Frieden zu einem Arbeitsbesuch. Im Rahmen der regelmässigen Treffen dient der Besuch der Pflege der ausgezeich-neten Beziehungen der beiden Staaten. Zur Sprache kommen werden neben einem generellen Überblick über aktuelle Finanzplatzthemen unter anderem auch die Steu-erreformen von Luxemburg und der Schweiz sowie der Austausch der Erfahrungen mit dem Steuerrückbehalt auf den Zinserträgen von Konten ausländischer EU-Bürgerinnen und EU-Bürger. Ein weiteres Diskussionsthema sind die Arbeiten der OECD im Steuerbereich.,Fr 23.05.2008,1265.html,1265,Tanja Kocher Leiterin Kommunikation EFD / Responsable de la communication DFF 031 322 63 01,Luxemburg,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1265.html,Eidgenössisches Finanzdepartement
