"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Fr 31.08.2007 10:00,733.html,733,Morges,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-733.html,Parti Libéral Suisse PLS / PRD Suisse
