"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Fr 20.05.2011 11:00,3505.html,3505,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Berna",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3505.html,CPS-S
