Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
-,Mi 30.03.2016,5848.html,5848,Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5848.html,Der Bundesrat
