"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
So 31.12.2006 10:00 - 10:30,3594.html,3594,Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3594.html,Bundeskanzlei
