Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
Thema: Bundesanwalt und Stellvertretende Bundesanwälte/Bundesanwältinnen. Wahl für die Amtsperiode 2012-2015 Beginn nicht vor 13:30 Uhr,Mi 25.05.2011,3561.html,3561,"Parlamentsgebäude, Zimmer 286 Palais du Parlement, salle 286 Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3561.html,GK
