"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Fr 06.02.2009 11:30,1810.html,1810,"Centre de presse du Palais fédéral, salle de conférences Medienzentrum Bundeshaus, Konferenzsaal Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1810.html,Helvetia Latina
