Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Mi 24.03.2010,2320.html,2320,Bern,Links www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2320.html,Bundeskanzlei
