Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Sommersession der Eidg. Räte (bis 22. Juni 2007),Mo 04.06.2007 14:30,275.html,275,Parlamentsgebäude 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-275.html,BVers/AF
