"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Do 26.07.2007 08:30,678.html,678,"Martin Immenhauser Militärjustiz, Chef Medien und Information / Justice militaire, chef Médias et information 031 324 70 13",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Konferenzsaal / salle de conférence Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-678.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport"
