"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Mi 16.01.2008 15:00 - 15:45,980.html,980,Information EDA Information DFAE 031 322 31 53,Bernerhof Bern,Neujahrsempfang,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-980.html,Eidgenössisches Departement für auswärtige Angelegenheiten
