"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Sa 22.09.2007 09:30,803.html,803,Parti libéral suisse Spitalgasse 32 Case postale 7107 3001 Berne Tél. : 031 31 164 04,Hôtel du Peyrou avenue du Peyrou 1 Neuenburg,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-803.html,Liberale Partei der Schweiz (LSP)
