"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Fr 03.11.2006 13:00,136.html,136,"Bern, Kleiner Konferenzraum Bern",Armeereform,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-136.html,SiK/CPS-S
