Beschreibung,Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
-,So 29.11.2015,5682.html,5682,Bern,Links Medienmitteilung vom 29. April 2015,Keine eidgenössische Volksabstimmung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5682.html,Der Bundesrat
