Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Mi 01.09.2010,2733.html,2733,Bern,Links www.tv.admin.ch,Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2733.html,Bundeskanzlei
