"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Mo 06.06.2016 08:15 - 11:00,6205.html,6205,"Für inhaltliche Auskünfte / Pour de plus amples renseignements: Noé Blancpain, Informationschef WBF / Chef de l’information DEFR, +41 (0)58 462 20 07 Für weitere Auskünfte betreffend Logistik und Organisation / Pour informations suivantes concernant logistique et organisation: Linda Shepard, Information EDA, +41 (0)79 544 48 16",Mövenpick Hotel & Casino Geneva Route de Pré Bois 20 1215 Genf,"Attachments Einladung an die Medien (PDF, 96 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6205.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF und Eidgenössisches Departement für auswärtige Angelegenheiten EDA"
