Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Sa 15.09.2007,656.html,656,Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse 031 320 35 35,Zürich,Parteitag,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-656.html,FDP Schweiz
