"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Sa 06.09.2008 10:15,1448.html,1448,Restaurant Schmiedstube Schmiedenplatz 5 3011 Bern,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1448.html,Liberale Partei der Schweiz LPS
