Datum,File,ID,Ort,TITLE,URL,Veranstalter
Sa 01.09.2007,734.html,734,Morges,"Congrès ""UNILIB""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-734.html,Parti Libéral Suisse PLS / PRD Suisse
